BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;3.1 - RIJKSBIJDRAGEN;3.2 - OVERIGE OVERHEIDSBIJDRAGEN EN -SUBSIDIES;3.3 - COLLEGE-, CURSUS-, LES- EN EXAMENGELDEN;3.4 - BATEN IN OPDRACHT VAN DERDEN;3.5 - OVERIGE BATEN;4.1 - PERSONEELSLASTEN;4.2 - AFSCHRIJVINGEN;4.3 - HUISVESTINGSLASTEN;4.4 - OVERIGE LASTEN;5 - FINANCIËLE BATEN EN LASTEN;6 - BELASTINGEN;7 - RESULTAAT DEELNEMINGEN;9 - BUITENGEWOON RESULTAAT;HR-GEREALISSERDE HERWAARDERING;NETRES - NETTO RESULTAAT;RESNB - RESULTAAT NA BELASTINGEN;RESUL - RESULTAAT;SALDO - SALDO BATEN EN LASTEN;TOTB - TOTAAL BATEN;TOTL - TOTAAL LASTEN;TOTRES - TOTAAL RESULTAAT
41731;PO4;Stichting v Kath Ond;2015;6.782.578;132.823;;;386.039;6.069.565;219.237;570.863;608.883;31.413;;;;;-135.695;-135.695;-135.695;-167.108;7.301.440;7.468.548;-135.695
41735;PO6;Stg OPO Furore;2011;18.114.049;1.412.176;;;1.019.998;16.511.364;554.196;1.741.322;1.749.604;112.484;;;;;102.221;102.221;102.221;-10.263;20.546.223;20.556.486;102.221
41735;PO6;Stg OPO Furore;2012;18.109.918;1.254.571;;;862.118;16.858.002;562.719;1.321.769;1.606.879;126.833;;;;;4.071;4.071;4.071;-122.762;20.226.607;20.349.369;4.071
41735;PO6;Stg OPO Furore;2013;18.678.599;839.920;;;787.176;16.241.135;536.115;1.537.557;1.657.799;82.482;;;;;415.571;415.571;415.571;333.089;20.305.695;19.972.606;415.571
41735;PO6;Stg OPO Furore;2014;18.145.576;675.430;;;1.101.200;16.456.491;511.554;1.617.989;1.667.934;49.536;;;;;-282.226;-282.226;-282.226;-331.762;19.922.206;20.253.968;-282.226
41735;PO6;Stg OPO Furore;2015;18.515.482;685.669;;;1.585.407;16.497.903;479.603;1.991.043;1.749.682;41.726;;;;;110.053;110.053;110.053;68.327;20.786.558;20.718.231;110.053
41736;PO3;Stg ProCon;2011;4.340.897;477.393;;;152.380;3.742.181;136.928;241.455;383.894;35.354;;;;;501.566;501.566;501.566;466.212;4.970.670;4.504.458;501.566
41736;PO3;Stg ProCon;2012;4.406.151;35.002;;;140.446;3.716.374;139.282;247.527;389.104;20.732;;;;;110.044;110.044;110.044;89.312;4.581.599;4.492.287;110.044
41736;PO3;Stg ProCon;2013;4.493.584;34.158;;;152.478;3.734.782;368.403;254.651;426.709;13.092;;;;;-91.233;-91.233;-91.233;-104.325;4.680.220;4.784.545;-91.233
41736;PO3;Stg ProCon;2014;4.356.444;33.795;;;222.131;3.843.969;131.695;203.937;448.866;21.021;;;;;4.924;4.924;4.924;-16.097;4.612.370;4.628.467;4.924
41736;PO3;Stg ProCon;2015;4.656.550;52.398;;;72.962;3.723.998;124.568;255.860;634.964;13.282;;;;;55.802;55.802;55.802;42.520;4.781.910;4.739.390;55.802
41772;PO4;Stichting Talent;2011;12.794.259;408.960;;;114.518;11.688.129;258.447;887.578;946.725;56.339;;;;;-406.803;-406.803;-406.803;-463.142;13.317.737;13.780.879;-406.803
41772;PO4;Stichting Talent;2012;12.622.579;417.146;;;127.117;11.424.627;258.126;908.788;925.900;48.834;;;;;-301.765;-301.765;-301.765;-350.599;13.166.842;13.517.441;-301.765
41772;PO4;Stichting Talent;2013;12.988.597;280.905;;;136.215;11.141.046;286.035;907.655;905.518;26.774;;;;;192.237;192.237;192.237;165.463;13.405.717;13.240.254;192.237
41772;PO4;Stichting Talent;2014;12.631.808;263.646;;;197.759;11.259.500;303.096;741.991;919.739;19.158;;;;;-111.955;-111.955;-111.955;-131.113;13.093.213;13.224.326;-111.955
41772;PO4;Stichting Talent;2015;13.035.129;302.423;;;202.065;11.267.244;291.890;1.061.420;984.087;10.405;;;;;-54.619;-54.619;-54.619;-65.024;13.539.617;13.604.641;-54.619
41774;PO5;Stg STAIJ;2011;30.231.684;3.502.171;;;989.944;29.519.148;838.683;2.515.402;3.684.305;26.807;;;;;-1.806.932;-1.806.932;-1.806.932;-1.833.739;34.723.799;36.557.538;-1.806.932
41774;PO5;Stg STAIJ;2012;30.966.634;3.036.572;;;1.290.184;30.109.112;957.555;2.489.319;3.054.680;16.585;;;;;-1.300.691;-1.300.691;-1.300.691;-1.317.276;35.293.390;36.610.666;-1.300.691
41774;PO5;Stg STAIJ;2013;32.792.370;2.015.484;;;1.069.582;27.938.908;894.605;2.256.327;2.326.543;12.921;;;;;2.473.974;2.473.974;2.473.974;2.461.053;35.877.436;33.416.383;2.473.974
41774;PO5;Stg STAIJ;2014;32.622.750;2.268.599;;;1.519.610;28.595.515;951.544;2.476.836;2.597.462;37.792;;;;;1.827.394;1.827.394;1.827.394;1.789.602;36.410.959;34.621.357;1.827.394
41774;PO5;Stg STAIJ;2015;34.066.384;2.309.737;;;1.402.770;30.236.676;893.427;2.623.409;2.469.517;43.317;;;;;1.599.179;1.599.179;1.599.179;1.555.862;37.778.891;36.223.029;1.599.179
41775;PO6;Stichting BOOR;2011;214.883.773;22.396.940;;;8.983.342;204.391.342;4.785.909;17.095.489;34.295.047;-179.190;;;;;-14.482.922;-14.482.922;-14.482.922;-14.303.732;246.264.055;260.567.787;-14.482.922
41775;PO6;Stichting BOOR;2012;216.517.709;15.394.025;;;11.049.255;203.249.066;3.384.618;21.396.445;27.147.536;-87.000;;;;;-12.303.676;-12.303.676;-12.303.676;-12.216.676;242.960.989;255.177.665;-12.303.676
41775;PO6;Stichting BOOR;2013;225.208.000;17.250.000;;;12.396.000;199.239.000;4.395.000;19.964.000;27.801.000;-421.000;;;;;3.034.000;3.034.000;3.034.000;3.455.000;254.854.000;251.399.000;3.034.000
41775;PO6;Stichting BOOR;2014;218.564.000;17.027.000;;;12.484.000;198.242.000;4.148.000;16.454.000;24.444.000;-491.000;;;;;4.296.000;4.296.000;4.296.000;4.787.000;248.075.000;243.288.000;4.296.000
41775;PO6;Stichting BOOR;2015;224.000.000;15.686.000;;;11.954.000;198.139.000;4.621.000;16.580.000;25.004.000;-1.044.000;;;;;6.252.000;6.252.000;6.252.000;7.296.000;251.640.000;244.344.000;6.252.000
41777;PO5;Stg OPO Skarsterlân;2011;6.877.710;524.885;;;256.813;6.449.150;191.737;485.305;677.377;43.787;;;;;-100.374;-100.374;-100.374;-144.161;7.659.408;7.803.569;-100.374
41777;PO5;Stg OPO Skarsterlân;2012;6.705.477;345.249;;;264.142;5.896.755;194.266;459.815;612.144;50.265;;;;;202.153;202.153;202.153;151.888;7.314.868;7.162.980;202.153
41777;PO5;Stg OPO Skarsterlân;2013;6.978.426;150.936;;;203.373;5.563.509;213.266;466.641;651.751;36.222;;;;;473.790;473.790;473.790;437.568;7.332.735;6.895.167;473.790
41777;PO5;Stg OPO Skarsterlân;2014;6.785.118;141.647;;;243.748;5.952.408;220.256;512.534;755.266;33.278;;;;;-236.673;-236.673;-236.673;-269.951;7.170.513;7.440.464;-236.673
41777;PO5;Stg OPO Skarsterlân;2015;7.102.882;34.302;;;141.895;5.997.873;200.873;528.701;723.787;28.060;;;;;-144.095;-144.095;-144.095;-172.155;7.279.079;7.451.234;-144.095
41778;PO4;SOM;2011;6.116.782;218.698;;;145.073;5.392.603;260.056;510.761;572.989;23.399;;;;;-232.457;-232.457;-232.457;-255.856;6.480.553;6.736.409;-232.457
41778;PO4;SOM;2012;6.196.518;45.000;;;182.349;5.110.105;218.813;520.779;620.023;22.351;;;;;-23.502;-23.502;-23.502;-45.853;6.423.867;6.469.720;-23.502
41778;PO4;SOM;2013;6.493.478;12.069;;;195.323;5.053.181;212.614;524.436;719.965;17.603;;;;;208.277;208.277;208.277;190.674;6.700.870;6.510.196;208.277
41778;PO4;SOM;2014;6.329.427;3.145;;;180.431;5.117.950;183.360;530.733;717.681;20.229;;;;;-16.492;-16.492;-16.492;-36.721;6.513.003;6.549.724;-16.492
41778;PO4;SOM;2015;6.343.230;5.405;;;234.419;5.341.362;178.154;533.357;551.575;14.289;;;;;-7.105;-7.105;-7.105;-21.394;6.583.054;6.604.448;-7.105
41779;PO4;Stichting OPOS;2011;5.609.585;184.363;;;30.661;4.852.987;124.930;448.467;447.670;17.288;;;;;-32.157;-32.157;-32.157;-49.445;5.824.609;5.874.054;-32.157
41779;PO4;Stichting OPOS;2012;5.559.013;165.338;;;10.563;4.718.378;138.327;449.812;455.042;17.410;;;;;-9.235;-9.235;-9.235;-26.645;5.734.914;5.761.559;-9.235
41779;PO4;Stichting OPOS;2013;5.784.961;106.322;;;8.484;4.799.337;166.326;476.780;452.089;11.516;;;;;16.751;16.751;16.751;5.235;5.899.767;5.894.532;16.751
41779;PO4;Stichting OPOS;2014;5.449.390;28.898;;;75.928;4.755.272;130.747;426.445;432.452;7.798;;;;;-182.902;-182.902;-182.902;-190.700;5.554.216;5.744.916;-182.902
41779;PO4;Stichting OPOS;2015;5.905.961;14.746;;;20.955;4.633.512;132.090;518.121;427.433;8.217;;;;;238.723;238.723;238.723;230.506;5.941.662;5.711.156;238.723
41780;PO6;Stichting OPO MSV;2011;19.624.939;1.597.712;;;271.869;18.539.047;364.196;1.626.492;1.421.453;135.137;;;;;-321.531;-321.531;-321.531;-456.668;21.494.520;21.951.188;-321.531
41780;PO6;Stichting OPO MSV;2012;19.075.737;1.251.051;;;338.512;17.656.657;383.661;1.583.406;1.312.935;175.830;;;;;-95.529;-95.529;-95.529;-271.359;20.665.300;20.936.659;-95.529
41780;PO6;Stichting OPO MSV;2013;19.238.920;731.687;;;351.509;17.180.689;372.374;1.552.046;1.296.235;102.964;;;;;23.736;23.736;23.736;-79.228;20.322.116;20.401.344;23.736
41780;PO6;Stichting OPO MSV;2014;18.713.019;223.121;;;650.972;17.131.367;351.377;1.569.884;1.320.426;107.366;;;;;-678.576;-678.576;-678.576;-785.942;19.587.112;20.373.054;-678.576
41780;PO6;Stichting OPO MSV;2015;18.815.358;141.875;;;574.496;17.541.355;364.683;1.460.561;1.406.672;36.897;;;;;-1.204.645;-1.204.645;-1.204.645;-1.241.542;19.531.729;20.773.271;-1.204.645
41781;PO5;Stg Openb Ondw aan de Amstel;2011;31.610.754;3.826.781;;;2.340.025;31.242.164;677.556;2.897.232;3.160.100;180.899;;;;;-18.593;-18.593;-18.593;-199.492;37.777.560;37.977.052;-18.593
41781;PO5;Stg Openb Ondw aan de Amstel;2012;32.046.093;3.511.817;;;2.900.213;31.611.397;707.068;3.358.902;2.928.790;111.724;;;;;-36.310;-36.310;-36.310;-148.034;38.458.123;38.606.157;-36.310
41781;PO5;Stg Openb Ondw aan de Amstel;2013;33.887.885;3.173.984;;;3.201.978;32.585.531;741.088;3.824.745;3.069.282;63.758;;;;;106.959;106.959;106.959;43.201;40.263.847;40.220.646;106.959
41781;PO5;Stg Openb Ondw aan de Amstel;2014;34.217.221;1.999.347;;;3.414.561;33.184.876;774.932;3.520.265;3.144.537;42.911;;;;;-950.570;-950.570;-950.570;-993.481;39.631.129;40.624.610;-950.570
41781;PO5;Stg Openb Ondw aan de Amstel;2015;36.500.903;2.515.887;;;2.485.320;34.291.202;797.351;4.380.530;3.006.833;15.952;;;;;-957.854;-957.854;-957.854;-973.806;41.502.110;42.475.916;-957.854
41782;PO5;Stg De Waarden;2011;15.574.941;189.096;;;1.166.710;14.215.196;406.361;1.207.189;1.473.292;65.134;;;;;-306.157;-306.157;-306.157;-371.291;16.930.747;17.302.038;-306.157
41782;PO5;Stg De Waarden;2012;15.709.959;155.626;;;940.627;14.263.086;446.297;714.460;1.361.266;102.626;;;;;123.729;123.729;123.729;21.103;16.806.212;16.785.109;123.729
41782;PO5;Stg De Waarden;2013;16.101.407;175.436;;;910.099;14.141.164;434.883;913.302;1.244.994;70.224;;;;;522.823;522.823;522.823;452.599;17.186.942;16.734.343;522.823
41782;PO5;Stg De Waarden;2014;15.734.101;414.617;;;651.207;14.174.273;440.307;1.145.328;1.311.174;90.548;;;;;-180.609;-180.609;-180.609;-271.157;16.799.925;17.071.082;-180.609
41782;PO5;Stg De Waarden;2015;16.260.606;139.228;;;212.201;14.027.993;417.134;951.698;1.465.081;37.860;;;;;-212.011;-212.011;-212.011;-249.871;16.612.035;16.861.906;-212.011
41785;PO5;Stg OPO Hof van Twente;2011;7.127.100;435.466;;;112.335;6.635.050;219.105;421.617;476.512;60.121;;;;;-17.262;-17.262;-17.262;-77.383;7.674.901;7.752.284;-17.262
41785;PO5;Stg OPO Hof van Twente;2012;7.077.851;395.733;;;135.067;6.464.350;240.043;515.482;582.216;59.004;;;;;-134.436;-134.436;-134.436;-193.440;7.608.651;7.802.091;-134.436
41785;PO5;Stg OPO Hof van Twente;2013;7.139.563;178.424;;;77.610;6.370.755;185.441;486.618;510.413;53.804;;;;;-103.826;-103.826;-103.826;-157.630;7.395.597;7.553.227;-103.826
41785;PO5;Stg OPO Hof van Twente;2014;6.722.473;213.395;;;176.437;6.081.099;172.535;464.286;597.192;29.937;;;;;-172.870;-172.870;-172.870;-202.807;7.112.305;7.315.112;-172.870
41785;PO5;Stg OPO Hof van Twente;2015;7.032.501;203.859;;;75.297;5.918.846;160.769;446.656;615.847;11.229;;;;;180.768;180.768;180.768;169.539;7.311.657;7.142.118;180.768
41787;PO5;Stichting Accent;2011;16.234.465;131.055;;;544.521;13.966.196;586.393;1.072.757;1.634.055;54.490;;;;;-294.870;-294.870;-294.870;-349.360;16.910.041;17.259.401;-294.870
41787;PO5;Stichting Accent;2012;17.034.345;103.524;;;311.812;14.366.851;478.355;969.669;1.459.443;127.129;;;;;302.492;302.492;302.492;175.363;17.449.681;17.274.318;302.492
41787;PO5;Stichting Accent;2013;17.267.674;139.252;;;339.654;14.443.634;498.158;1.000.606;1.444.816;82.700;;;;;442.066;442.066;442.066;359.366;17.746.580;17.387.214;442.066
41787;PO5;Stichting Accent;2014;16.311.772;95.982;;;318.779;14.386.970;583.357;1.052.539;1.347.238;75.555;;;;;-568.016;-568.016;-568.016;-643.571;16.726.533;17.370.104;-568.016
41787;PO5;Stichting Accent;2015;17.013.460;96.331;;;372.513;14.396.623;597.857;1.314.643;1.415.381;53.214;;;;;-188.986;-188.986;-188.986;-242.200;17.482.304;17.724.504;-188.986
41792;PO4;ROBIJN;2011;10.737.487;114.464;;;300.516;9.335.380;266.337;767.261;922.494;79.636;;;;;-59.369;-59.369;-59.369;-139.005;11.152.467;11.291.472;-59.369
41792;PO4;ROBIJN;2012;11.061.867;78.362;;;246.582;9.593.373;269.243;915.331;971.967;78.198;;;;;-284.905;-284.905;-284.905;-363.103;11.386.811;11.749.914;-284.905
41792;PO4;ROBIJN;2013;11.751.632;59.872;;;302.592;9.743.224;280.682;885.723;1.140.758;55.443;;;;;119.152;119.152;119.152;63.709;12.114.096;12.050.387;119.152
41792;PO4;ROBIJN;2014;11.474.764;118.302;;;422.345;10.489.324;302.733;1.094.275;1.111.845;42.270;;;;;-940.496;-940.496;-940.496;-982.766;12.015.411;12.998.177;-940.496
41792;PO4;ROBIJN;2015;11.735.995;76.535;;;397.454;10.356.765;393.191;1.112.374;906.300;16.578;;;;;-542.068;-542.068;-542.068;-558.646;12.209.984;12.768.630;-542.068
41794;PO4;Stg Delta De Bilt voor PO;2011;10.011.457;99.574;;;854.031;9.311.013;274.659;707.108;956.196;42.385;;;;;-241.529;-241.529;-241.529;-283.914;10.965.062;11.248.976;-241.529
41794;PO4;Stg Delta De Bilt voor PO;2012;10.597.054;105.535;;;552.350;9.669.231;303.229;685.544;831.446;32.285;;;;;-202.226;-202.226;-202.226;-234.511;11.254.939;11.489.450;-202.226
41794;PO4;Stg Delta De Bilt voor PO;2013;11.503.088;104.026;;;599.899;9.873.674;327.982;740.499;1.152.932;18.684;;;;;130.610;130.610;130.610;111.926;12.207.013;12.095.087;130.610
41794;PO4;Stg Delta De Bilt voor PO;2014;10.723.911;29.218;;;819.777;9.948.623;348.227;741.125;848.656;11.388;;;;;-302.337;-302.337;-302.337;-313.725;11.572.906;11.886.631;-302.337
41794;PO4;Stg Delta De Bilt voor PO;2015;10.985.955;31.913;;;771.206;9.719.619;336.510;953.403;855.500;6.393;;;;;-69.565;-69.565;-69.565;-75.958;11.789.074;11.865.032;-69.565
41797;PO4;SKO Echt-Maasbracht;2011;5.497.188;;;;497.152;5.121.778;83.264;328.361;581.583;-41.833;;;;;-162.479;-162.479;-162.479;-120.646;5.994.340;6.114.986;-162.479
41797;PO4;SKO Echt-Maasbracht;2012;5.459.758;;;;158.910;4.651.998;94.696;350.064;601.105;110.361;;;;;31.166;31.166;31.166;-79.195;5.618.668;5.697.863;31.166
41797;PO4;SKO Echt-Maasbracht;2013;5.706.289;;;;135.748;4.606.975;94.325;333.348;578.709;18.495;;;;;247.175;247.175;247.175;228.680;5.842.037;5.613.357;247.175
41797;PO4;SKO Echt-Maasbracht;2014;5.418.922;;;;189.416;4.648.435;94.220;376.027;533.857;16.926;;;;;-27.275;-27.275;-27.275;-44.201;5.608.338;5.652.539;-27.275
41797;PO4;SKO Echt-Maasbracht;2015;5.402.015;;;;137.742;4.513.669;100.921;440.625;509.184;13.521;;;;;-11.121;-11.121;-11.121;-24.642;5.539.757;5.564.399;-11.121
41799;PO1;Stg Lerend Leven;2011;378.768;8.873;;;94.684;362.425;13.264;48.988;51.158;-285;;;;;6.205;6.205;6.205;6.490;482.325;475.835;6.205
41799;PO1;Stg Lerend Leven;2012;405.146;5.502;;;75.162;341.239;12.550;66.908;47.616;6;;;;;17.503;17.503;17.503;17.497;485.810;468.313;17.503
41799;PO1;Stg Lerend Leven;2013;460.210;577;;;55.755;358.049;8.180;50.017;42.137;41;;;;;58.200;58.200;58.200;58.159;516.542;458.383;58.200
41799;PO1;Stg Lerend Leven;2014;481.134;5.440;;;48.567;411.209;14.358;36.458;68.237;;;;;;4.879;4.879;4.879;4.879;535.141;530.262;4.879
41799;PO1;Stg Lerend Leven;2015;500.068;;;;50.264;423.814;16.873;58.769;66.942;-377;;;;;-16.443;-16.443;-16.443;-16.066;550.332;566.398;-16.443
41800;PO3;Stg Cosmicus Onderwijs;2011;1.100.157;178.209;;;88.475;1.074.840;14.573;98.900;173.893;-616;;;;;4.019;4.019;4.019;4.635;1.366.841;1.362.206;4.019
41800;PO3;Stg Cosmicus Onderwijs;2012;1.404.521;224.093;;;48.257;1.398.231;25.561;187.676;186.680;-559;;;;;-121.836;-121.836;-121.836;-121.277;1.676.871;1.798.148;-121.836
41800;PO3;Stg Cosmicus Onderwijs;2013;1.861.330;372.107;;;105.297;1.773.454;34.900;174.674;310.077;-357;;;;;45.272;45.272;45.272;45.629;2.338.734;2.293.105;45.272
41800;PO3;Stg Cosmicus Onderwijs;2015;2.679.457;;;;177.877;2.148.727;48.095;131.881;450.087;-1.352;;;;;77.192;77.192;77.192;78.544;2.857.334;2.778.790;77.192
41803;PO2;Stg v Chr BO op Ref Grdslg;2011;981.280;13.658;;;13.445;769.668;24.696;98.356;92.602;10.340;;;;;33.401;33.401;33.401;23.061;1.008.383;985.322;33.401
41803;PO2;Stg v Chr BO op Ref Grdslg;2012;1.020.183;46.832;;;17.486;811.441;23.310;80.949;97.353;10.335;;;;;81.783;81.783;81.783;71.448;1.084.501;1.013.053;81.783
41803;PO2;Stg v Chr BO op Ref Grdslg;2013;1.056.985;;;;26.179;803.808;26.638;83.459;97.770;7.131;;;;;78.620;78.620;78.620;71.489;1.083.164;1.011.675;78.620
41803;PO2;Stg v Chr BO op Ref Grdslg;2014;1.017.166;;;;36.768;820.623;22.854;91.456;93.706;5.637;;;;;30.932;30.932;30.932;25.295;1.053.934;1.028.639;30.932
41803;PO2;Stg v Chr BO op Ref Grdslg;2015;1.062.802;;;;17.273;888.969;24.933;125.144;100.569;3.097;;;;;-56.443;-56.443;-56.443;-59.540;1.080.075;1.139.615;-56.443
41805;REC;SSOL;2011;17.872.681;399.126;;;1.139.182;16.425.153;339.174;1.320.892;1.166.173;81.564;;;;;241.161;241.161;241.161;159.597;19.410.989;19.251.392;241.161
41805;REC;SSOL;2012;14.428.102;200.567;;;665.548;12.786.968;319.653;2.123.716;916.684;80.847;;;;;-771.957;-771.957;-771.957;-852.804;15.294.217;16.147.021;-771.957
41805;REC;SSOL;2013;14.494.706;150.144;;;660.374;12.303.563;368.007;1.235.063;917.558;50.565;;;;;531.598;531.598;531.598;481.033;15.305.224;14.824.191;531.598
41805;REC;SSOL;2014;9.674.746;85.444;;;744.968;8.592.685;239.265;738.846;813.606;40.578;;;;;161.334;161.334;161.334;120.756;10.505.158;10.384.402;161.334
41805;REC;SSOL;2015;13.639.182;84.750;;;722.758;12.031.099;304.959;967.165;832.291;19.759;;;;;330.935;330.935;330.935;311.176;14.446.690;14.135.514;330.935
41806;PO5;Stg PRIMO Opsterland;2011;8.754.427;708.291;;;562.709;8.348.227;300.884;730.061;725.277;73.287;;;;;-5.735;-5.735;-5.735;-79.022;10.025.427;10.104.449;-5.735
41806;PO5;Stg PRIMO Opsterland;2012;8.713.016;622.909;;;515.058;8.122.259;308.820;676.071;653.237;71.732;;;;;162.328;162.328;162.328;90.596;9.850.983;9.760.387;162.328
41806;PO5;Stg PRIMO Opsterland;2013;8.866.099;115.340;;;491.461;7.941.953;253.634;645.654;586.435;52.949;;;;;98.173;98.173;98.173;45.224;9.472.900;9.427.676;98.173
41806;PO5;Stg PRIMO Opsterland;2014;8.599.814;97.388;;;397.341;8.036.339;249.873;379.380;569.322;46.352;;;;;-94.019;-94.019;-94.019;-140.371;9.094.543;9.234.914;-94.019
41806;PO5;Stg PRIMO Opsterland;2015;8.857.429;84.602;;;189.586;7.858.200;214.666;696.894;731.963;33.847;;;;;-336.259;-336.259;-336.259;-370.106;9.131.617;9.501.723;-336.259
41807;PO1;Stg ABS Oegstgeest;2011;302.928;2.150;;;20.576;211.644;3.927;24.448;50.759;1.743;;;;;36.619;36.619;36.619;34.876;325.654;290.778;36.619
41807;PO1;Stg ABS Oegstgeest;2012;349.183;61.820;;;16.192;344.770;2.303;22.361;59.790;2.193;;;;;164;164;164;-2.029;427.195;429.224;164
41807;PO1;Stg ABS Oegstgeest;2013;423.476;25.822;;;25.660;396.192;2.608;20.117;64.170;1.347;;;;;-6.782;-6.782;-6.782;-8.129;474.958;483.087;-6.782
41807;PO1;Stg ABS Oegstgeest;2014;498.940;2.253;;;29.149;472.241;4.670;29.093;76.389;564;;;;;-51.487;-51.487;-51.487;-52.051;530.342;582.393;-51.487
41807;PO1;Stg ABS Oegstgeest;2015;672.256;2.942;;;34.139;550.182;9.339;60.242;89.288;371;;;;;657;657;657;286;709.337;709.051;657
41812;PO5;Stg OBO Midden Drenthe;2011;9.577.847;445.414;;;81.244;8.437.494;280.840;814.031;709.673;3.119;;;;;-134.414;-134.414;-134.414;-137.533;10.104.505;10.242.038;-134.414
41812;PO5;Stg OBO Midden Drenthe;2012;9.423.943;390.265;;;107.745;7.713.175;458.184;686.988;869.307;1.735;;;;;196.034;196.034;196.034;194.299;9.921.953;9.727.654;196.034
41812;PO5;Stg OBO Midden Drenthe;2013;9.297.114;214.042;;;133.603;7.919.794;204.791;449.727;549.725;544;;;;;521.266;521.266;521.266;520.722;9.644.759;9.124.037;521.266
41812;PO5;Stg OBO Midden Drenthe;2014;8.764.924;278.046;;;206.297;7.731.319;385.380;306.864;707.122;1.354;;;;;119.936;119.936;119.936;118.582;9.249.267;9.130.685;119.936
41812;PO5;Stg OBO Midden Drenthe;2015;8.952.863;231.717;;;234.225;7.494.323;319.682;566.024;760.532;-1.180;;;;;277.064;277.064;277.064;278.244;9.418.805;9.140.561;277.064
41813;PO4;Stg OBOD;2011;6.433.072;113.774;;;210.198;5.579.784;161.988;429.183;544.992;10.739;;;;;51.836;51.836;51.836;41.097;6.757.044;6.715.947;51.836
41813;PO4;Stg OBOD;2012;6.361.118;229.460;;;248.710;5.522.370;181.022;502.753;565.885;12.653;;;;;79.911;79.911;79.911;67.258;6.839.288;6.772.030;79.911
41813;PO4;Stg OBOD;2013;6.503.943;65.000;;;295.929;5.424.764;177.430;535.547;564.454;8.630;;;;;171.307;171.307;171.307;162.677;6.864.872;6.702.195;171.307
41813;PO4;Stg OBOD;2014;6.558.267;82.214;;;138.497;5.591.934;180.735;444.225;581.736;7.520;;;;;-12.132;-12.132;-12.132;-19.652;6.778.978;6.798.630;-12.132
41813;PO4;Stg OBOD;2015;6.615.375;5.440;;;58.044;5.642.351;182.939;391.077;545.339;2.965;;;;;-79.882;-79.882;-79.882;-82.847;6.678.859;6.761.706;-79.882
41814;PO4;Stg Primato;2011;11.593.417;376.503;;;982.029;11.303.645;265.541;781.878;866.385;16.724;;;;;-248.776;-248.776;-248.776;-265.500;12.951.949;13.217.449;-248.776
41814;PO4;Stg Primato;2012;11.619.168;386.477;;;855.474;10.986.768;263.673;772.434;829.932;11.525;;;;;19.837;19.837;19.837;8.312;12.861.119;12.852.807;19.837
41814;PO4;Stg Primato;2013;11.660.639;160.584;;;718.441;11.020.207;251.126;894.026;810.495;2.955;;;;;-433.235;-433.235;-433.235;-436.190;12.539.664;12.975.854;-433.235
41814;PO4;Stg Primato;2014;11.292.118;170.680;;;744.362;10.222.899;182.118;968.225;782.511;30;;;;;51.437;51.437;51.437;51.407;12.207.160;12.155.753;51.437
41814;PO4;Stg Primato;2015;12.495.738;159.411;;;666.297;11.172.157;204.203;1.119.181;819.741;-679;;;;;5.485;5.485;5.485;6.164;13.321.446;13.315.282;5.485
41816;PO5;Stichting Op Kop;2011;12.432.617;705.139;;;509.161;11.187.663;319.879;1.070.031;1.011.954;76.068;;;;;133.458;133.458;133.458;57.390;13.646.917;13.589.527;133.458
41816;PO5;Stichting Op Kop;2012;12.439.647;651.979;;;233.571;11.027.639;314.007;1.069.109;1.085.185;87.100;;;;;-83.643;-83.643;-83.643;-170.743;13.325.197;13.495.940;-83.643
41816;PO5;Stichting Op Kop;2013;12.440.734;477.955;;;233.107;10.740.315;328.770;937.688;1.023.917;72.542;;;;;193.648;193.648;193.648;121.106;13.151.796;13.030.690;193.648
41816;PO5;Stichting Op Kop;2014;11.828.178;433.472;;;274.894;10.416.022;296.459;1.027.057;980.438;67.157;;;;;-116.275;-116.275;-116.275;-183.432;12.536.544;12.719.976;-116.275
41816;PO5;Stichting Op Kop;2015;12.189.784;92.482;;;279.043;10.058.267;276.795;1.178.794;847.925;54.406;;;;;253.934;253.934;253.934;199.528;12.561.309;12.361.781;253.934
41820;PO1;Stg Ede  Islamitisch Onderwijs;2011;1.219.089;5.058;;;22.445;867.490;22.627;48.097;102.679;2.615;;;;;208.314;208.314;208.314;205.699;1.246.592;1.040.893;208.314
41820;PO1;Stg Ede  Islamitisch Onderwijs;2012;1.296.562;5.640;;;20.017;935.233;25.588;122.579;106.468;916;;;;;133.267;133.267;133.267;132.351;1.322.219;1.189.868;133.267
41820;PO1;Stg Ede  Islamitisch Onderwijs;2013;1.417.451;6.622;;;20.566;1.046.517;35.110;61.546;153.261;798;;;;;149.003;149.003;149.003;148.205;1.444.639;1.296.434;149.003
41820;PO1;Stg Ede  Islamitisch Onderwijs;2014;1.504.571;7.014;;;18.112;1.292.750;42.139;69.829;218.217;1.457;;;;;-91.781;-91.781;-91.781;-93.238;1.529.697;1.622.935;-91.781
41820;PO1;Stg Ede  Islamitisch Onderwijs;2015;2.084.825;30.445;;;25.693;1.647.705;61.440;126.256;217.701;-152;;;;;87.709;87.709;87.709;87.861;2.140.963;2.053.102;87.709
41821;REC;Stichting Alterius;2011;8.839.253;104.772;;;952.398;8.870.006;127.869;466.792;743.837;-43.782;;;;;-355.863;-355.863;-355.863;-312.081;9.896.423;10.208.504;-355.863
