PEILDATUM;BRIN_NUMMER;BEVOEGD_GEZAG_NUMMER;TOTAAL_AANTAL_LEERLINGEN;AANTAL_LEERLINGEN_4_TOT_EN_MET_7_JAAR;AANTAL_LEERLINGEN_8_JAAR_EN_OUDER;AANTAL_GROEPEN;SCHOOLGEWICHT;GROEPSAFHANKELIJKE_MI;LEERLINGAFHANKELIJKE_MI;AANVULLENDE_MI;TOTAAL_MI
20141001;09XF;74426;549;253;296;23;0;159.983,00;190.329,98;667,62;350.980,60
20141001;09XH;75219;216;94;122;9;12;71.612,00;82.916,10;1.124,86;155.652,96
20141001;09XI;40950;85;34;51;4;12;40.010,00;40.639,50;886,30;81.535,80
20141001;09XJ;75375;129;54;75;5;0;47.910,00;54.731,70;0,00;102.641,70
20141001;09XL;41012;542;242;300;22;0;153.838,00;188.137,86;1.681,50;343.657,36
20141001;09XO;40712;253;117;136;11;0;83.902,00;94.816,18;389,30;179.107,48
20141001;09XP;31384;123;63;60;5;0;47.910,00;52.852,74;289,90;101.052,64
20141001;09XR;41506;124;54;70;5;0;47.910,00;53.165,90;0,00;101.075,90
20141001;09XS;77975;254;121;133;11;32;83.902,00;95.129,34;1.641,74;180.673,08
20141001;09XT;57266;182;93;89;8;0;65.467,00;71.955,50;150,74;137.573,24
20141001;09XW;40775;190;88;102;8;0;65.467,00;74.460,78;270,02;140.197,80
20141001;09XZ;42656;318;149;169;13;1;96.192,00;115.797,90;130,86;212.120,76
20141001;09YB;41337;291;148;143;12;0;90.047,00;107.029,42;150,74;197.227,16
20141001;09YE;26158;285;158;127;12;0;90.047,00;105.150,46;647,74;195.845,20
20141001;09YF;41194;170;76;94;7;0;59.322,00;68.197,58;170,62;127.690,20
20141001;09YG;82785;229;98;131;10;29;77.757,00;86.987,18;707,38;165.451,56
20141001;09YH;83149;261;124;137;11;0;83.902,00;97.321,46;190,50;181.413,96
20141001;09YI;40988;113;47;66;5;0;47.910,00;49.721,14;0,00;97.631,14
20141001;09YJ;84423;261;117;144;11;5;83.902,00;97.321,46;130,86;181.354,32
20141001;09YM;39600;99;57;42;5;35;47.910,00;45.023,74;747,14;93.680,88
20141001;09YN;41337;159;64;95;6;0;53.177,00;64.439,66;130,86;117.747,52
20141001;09YO;47595;272;135;137;11;0;83.902,00;101.079,38;309,78;185.291,16
20141001;09YP;41782;231;114;117;10;0;77.757,00;87.613,50;150,74;165.521,24
20141001;09YQ;41193;225;109;116;9;0;71.612,00;85.734,54;0,00;157.346,54
20141001;09YR;87920;331;170;161;14;0;104.678,00;119.868,98;190,50;224.737,48
20141001;09YS;41454;183;82;101;8;16;65.467,00;72.268,66;767,02;138.502,68
20141001;09YT;40720;244;129;115;11;6;83.902,00;91.997,74;548,34;176.448,08
20141001;09YU;41898;322;170;152;14;0;104.678,00;117.050,54;130,86;221.859,40
20141001;09YW;29810;199;111;88;9;0;71.612,00;77.279,22;1.224,26;150.115,48
20141001;09YY;41416;228;95;133;9;0;71.612,00;86.674,02;130,86;158.416,88
20141001;09YZ;40635;174;77;97;7;0;59.322,00;69.450,22;0,00;128.772,22
20141001;09ZA;90169;96;41;55;4;0;40.010,00;44.084,26;0,00;84.094,26
20141001;09ZD;92951;277;140;137;12;0;90.047,00;102.645,18;0,00;192.692,18
20141001;09ZF;40637;384;220;164;17;0;123.113,00;137.092,78;190,50;260.396,28
20141001;09ZG;41296;328;164;164;15;0;123.912,00;118.616,34;230,26;242.758,60
20141001;09ZH;41672;398;202;196;17;0;123.113,00;141.477,02;528,46;265.118,48
20141001;09ZI;81316;121;55;66;6;35;53.177,00;52.226,42;1.800,78;107.204,20
20141001;09ZJ;41787;104;50;54;5;0;47.910,00;46.902,70;0,00;94.812,70
20141001;09ZN;41557;65;30;35;4;0;40.010,00;34.063,14;130,86;74.204,00
20141001;09ZO;41638;107;46;61;5;0;47.910,00;47.842,18;0,00;95.752,18
20141001;09ZP;41434;233;107;126;10;0;77.757,00;88.239,82;130,86;166.127,68
20141001;09ZQ;41362;250;184;66;11;0;83.902,00;93.876,70;0,00;177.778,70
20141001;09ZS;41444;47;23;24;3;1;30.939,00;28.426,26;170,62;59.535,88
20141001;09ZU;42567;126;47;79;5;2;47.910,00;53.792,22;289,90;101.992,12
20141001;09ZZ;41878;94;37;57;6;2;63.927,00;43.144,78;349,54;107.421,32
20141001;10AA;41693;70;27;43;4;0;40.010,00;35.942,10;0,00;75.952,10
20141001;10AB;41899;257;113;144;11;0;83.902,00;96.068,82;150,74;180.121,56
20141001;10AC;41669;278;138;140;12;5;90.047,00;102.958,34;250,14;193.255,48
20141001;10AD;42623;219;113;106;9;0;71.612,00;83.855,58;170,62;155.638,20
20141001;10AE;41488;77;33;44;4;10;40.010,00;38.134,22;289,90;78.434,12
20141001;10AF;41398;212;112;100;10;32;77.757,00;81.663,46;1.005,58;160.426,04
20141001;10AG;44397;80;33;47;4;5;40.010,00;39.073,70;568,22;79.651,92
20141001;10AH;41481;249;130;119;11;0;83.902,00;93.563,54;210,38;177.675,92
20141001;10AR;41500;375;200;175;16;0;116.968,00;134.274,34;389,30;251.631,64
20141001;10AS;41662;48;18;30;3;0;30.939,00;28.739,42;0,00;59.678,42
20141001;10AV;41851;212;87;125;9;0;71.612,00;81.663,46;150,74;153.426,20
20141001;10AZ;41443;324;149;175;14;39;104.678,00;117.676,86;2.615,86;224.970,72
20141001;10BA;41478;306;180;126;14;28;104.678,00;112.039,98;1.065,22;217.783,20
20141001;10BB;41899;38;13;25;3;0;30.939,00;25.607,82;0,00;56.546,82
20141001;10BC;41444;31;10;21;2;0;23.917,00;23.102,54;150,74;47.170,28
20141001;10BD;41538;80;36;44;4;0;40.010,00;39.073,70;0,00;79.083,70
20141001;10BE;41376;240;126;114;10;0;77.757,00;90.745,10;568,22;169.070,32
20141001;10BF;41785;40;17;23;3;0;30.939,00;26.234,14;0,00;57.173,14
20141001;10BG;41613;217;103;114;10;10;93.187,00;83.229,26;130,86;176.547,12
20141001;10BH;41401;295;142;153;13;30;96.192,00;108.282,06;1.641,74;206.115,80
20141001;10BI;41638;159;86;73;7;0;59.322,00;64.439,66;210,38;123.972,04
20141001;10BJ;41856;68;40;28;4;0;40.010,00;35.315,78;130,86;75.456,64
20141001;10BK;41851;250;121;129;10;0;77.757,00;93.876,70;170,62;171.804,32
20141001;10BL;41557;35;15;20;3;0;30.939,00;24.668,34;0,00;55.607,34
20141001;10BP;41005;271;140;131;11;0;83.902,00;100.766,22;0,00;184.668,22
20141001;10BR;42569;222;118;104;10;25;77.757,00;84.795,06;1.144,74;163.696,80
20141001;10BS;41630;82;34;48;4;3;40.010,00;39.700,02;190,50;79.900,52
20141001;10BT;11711;63;32;31;4;0;40.010,00;33.436,82;0,00;73.446,82
20141001;10BU;41491;94;41;53;4;0;40.010,00;43.457,94;230,26;83.698,20
20141001;10BV;41471;116;38;78;6;49;53.177,00;50.660,62;2.317,66;106.155,28
20141001;10BZ;41633;203;102;101;10;64;77.757,00;78.845,02;965,82;157.567,84
20141001;10CF;41502;109;59;50;5;3;47.910,00;48.468,50;150,74;96.529,24
20141001;10CH;41349;353;171;182;15;19;110.823,00;127.071,66;1.204,38;239.099,04
20141001;10CI;41502;333;156;177;14;6;104.678,00;120.495,30;647,74;225.821,04
20141001;10CJ;41345;24;9;15;2;5;23.917,00;20.910,42;270,02;45.097,44
20141001;10CO;41780;159;87;72;7;0;59.322,00;64.439,66;130,86;123.892,52
20141001;10CR;41527;145;56;89;6;23;53.177,00;60.055,42;1.482,70;114.715,12
20141001;10CS;41876;222;107;115;9;0;71.612,00;84.795,06;647,74;157.054,80
20141001;10CT;41785;119;59;60;5;5;47.910,00;51.600,10;0,00;99.510,10
20141001;10CU;41638;253;130;123;11;6;83.902,00;94.816,18;1.184,50;179.902,68
20141001;10CV;29810;146;82;64;7;27;59.322,00;60.368,58;468,82;120.159,40
20141001;10CY;41630;72;30;42;4;0;40.010,00;36.568,42;0,00;76.578,42
20141001;10CZ;13674;105;46;59;5;6;47.910,00;47.215,86;289,90;95.415,76
20141001;10DA;41376;218;124;94;10;14;77.757,00;83.542,42;727,26;162.026,68
20141001;10DC;41438;201;94;107;8;0;65.467,00;78.218,70;230,26;143.915,96
20141001;10DE;41492;172;84;88;7;2;59.322,00;68.823,90;170,62;128.316,52
20141001;10DF;41868;264;97;167;11;0;83.902,00;98.260,94;170,62;182.333,56
20141001;10DG;41476;74;40;34;4;0;40.010,00;37.194,74;0,00;77.204,74
20141001;10DH;41538;40;19;21;3;0;30.939,00;26.234,14;0,00;57.173,14
20141001;10DI;41544;207;93;114;9;14;71.612,00;80.097,66;1.104,98;152.814,64
20141001;10DJ;41345;86;40;46;4;9;40.010,00;40.952,66;349,54;81.312,20
20141001;10DK;41899;84;38;46;4;0;40.010,00;40.326,34;130,86;80.467,20
20141001;10DL;41400;203;113;90;9;0;71.612,00;78.845,02;389,30;150.846,32
20141001;10DM;41557;221;82;139;9;0;71.612,00;84.481,90;250,14;156.344,04
20141001;10DS;41574;59;29;30;3;0;30.939,00;32.184,18;130,86;63.254,04
20141001;10DT;41613;54;21;33;3;0;30.939,00;30.618,38;210,38;61.767,76
20141001;10DU;41565;125;58;67;5;0;47.910,00;53.479,06;190,50;101.579,56
20141001;10DV;41488;416;211;205;18;12;129.258,00;147.427,06;1.582,10;278.267,16
20141001;10DW;13682;317;165;152;13;0;96.192,00;115.484,74;0,00;211.676,74
20141001;10DX;41574;100;52;48;5;2;47.910,00;45.650,06;0,00;93.560,06
20141001;10DY;41401;78;30;48;4;1;40.010,00;38.447,38;250,14;78.707,52
20141001;10EC;41401;105;51;54;5;17;47.910,00;47.215,86;349,54;95.475,40
20141001;10EE;42657;201;85;116;8;0;65.467,00;78.218,70;0,00;143.685,70
20141001;10EF;41611;305;131;174;13;0;96.192,00;111.726,82;150,74;208.069,56
20141001;10EG;40278;147;73;74;6;9;53.177,00;60.681,74;588,10;114.446,84
20141001;10EH;41812;296;125;171;12;0;90.047,00;108.595,22;150,74;198.792,96
20141001;10EJ;41371;235;128;107;10;0;77.757,00;89.179,30;289,90;167.226,20
20141001;10EL;41557;99;54;45;7;0;71.827,00;45.023,74;130,86;116.981,60
20141001;10EO;41366;276;118;158;11;0;83.902,00;102.332,02;687,50;186.921,52
20141001;10ES;23337;225;98;127;9;7;71.612,00;85.734,54;289,90;157.636,44
20141001;10EU;23883;272;147;125;12;0;90.047,00;101.079,38;0,00;191.126,38
20141001;10EW;41223;104;46;58;5;20;47.910,00;46.902,70;687,50;95.500,20
20141001;10EY;41506;114;50;64;5;0;47.910,00;50.034,30;190,50;98.134,80
20141001;10EZ;40971;317;163;154;16;159;116.968,00;115.484,74;4.762,90;237.215,64
20141001;10FD;40812;101;45;56;5;1;47.910,00;45.963,22;170,62;94.043,84
20141001;10FF;40967;141;79;62;6;0;53.177,00;58.802,78;230,26;112.210,04
20141001;10FG;40812;149;69;80;6;2;53.177,00;61.308,06;210,38;114.695,44
20141001;10FH;79874;351;204;147;15;0;110.823,00;126.445,34;289,90;237.558,24
20141001;10FI;28563;361;192;169;15;0;110.823,00;129.576,94;548,34;240.948,28
20141001;10FJ;41000;316;132;184;13;0;96.192,00;115.171,58;289,90;211.653,48
20141001;10FL;29785;200;89;111;8;0;65.467,00;77.905,54;150,74;143.523,28
20141001;10FM;30240;294;146;148;14;82;104.678,00;107.968,90;3.291,78;215.938,68
20141001;10FN;31267;141;76;65;6;12;53.177,00;58.802,78;548,34;112.528,12
20141001;10FO;40020;299;162;137;13;0;96.192,00;109.534,70;2.496,58;208.223,28
20141001;10FQ;40517;300;141;159;13;0;96.192,00;110.161,02;429,06;206.782,08
20141001;10FU;35466;193;100;93;8;3;65.467,00;75.400,26;886,30;141.753,56
20141001;10FW;41223;235;114;121;10;0;77.757,00;89.179,30;190,50;167.126,80
20141001;10FX;37299;78;46;32;4;0;40.010,00;38.447,38;250,14;78.707,52
20141001;10FY;37650;217;118;99;9;5;71.612,00;83.229,26;369,42;155.210,68
20141001;10FZ;41373;525;273;252;22;0;153.838,00;182.500,98;5.240,02;341.579,00
20141001;10GA;41582;143;77;66;6;1;53.177,00;59.429,10;190,50;112.796,60
20141001;10GB;40903;237;105;132;10;0;77.757,00;89.805,62;190,50;167.753,12
20141001;10GD;68836;271;123;148;11;0;83.902,00;100.766,22;150,74;184.818,96
20141001;10GE;55303;444;201;243;18;0;129.258,00;156.508,70;1.323,66;287.090,36
20141001;10GK;40928;327;184;143;14;21;104.678,00;118.616,34;1.542,34;224.836,68
20141001;10GL;41692;241;104;137;12;130;90.047,00;91.058,26;3.470,70;184.575,96
20141001;10GM;41282;166;87;79;7;0;59.322,00;66.631,78;150,74;126.104,52
20141001;10GP;42683;178;80;98;7;0;59.322,00;70.702,86;866,42;130.891,28
20141001;10GQ;43305;58;26;32;3;0;30.939,00;31.871,02;0,00;62.810,02
20141001;10GR;43318;247;121;126;10;0;77.757,00;92.937,22;170,62;170.864,84
20141001;10GT;75219;187;81;106;8;0;65.467,00;73.521,30;309,78;139.298,08
20141001;10GV;41516;149;74;75;6;3;53.177,00;61.308,06;309,78;114.794,84
20141001;10GZ;31384;271;146;125;12;0;90.047,00;100.766,22;210,38;191.023,60
20141001;10HA;42656;273;136;137;11;0;83.902,00;101.392,54;448,94;185.743,48
20141001;10HB;40950;360;171;189;16;35;116.968,00;129.263,78;210,38;246.442,16
20141001;10HC;46724;192;98;94;8;0;65.467,00;75.087,10;0,00;140.554,10
20141001;10HD;77338;256;111;145;11;0;83.902,00;95.755,66;627,86;180.285,52
20141001;10HE;41223;187;92;95;8;10;65.467,00;73.521,30;389,30;139.377,60
20141001;10HF;41516;238;137;101;10;8;77.757,00;90.118,78;647,74;168.523,52
20141001;10HG;40524;216;113;103;10;28;77.757,00;82.916,10;1.542,34;162.215,44
20141001;10HJ;42148;131;57;74;6;15;53.177,00;55.358,02;528,46;109.063,48
20141001;10HK;41558;178;96;82;8;3;65.467,00;70.702,86;468,82;136.638,68
20141001;10HM;50195;144;68;76;6;20;53.177,00;59.742,26;1.025,46;113.944,72
20141001;10HN;79874;193;94;99;8;2;65.467,00;75.400,26;170,62;141.037,88
20141001;10HO;41506;283;135;148;12;0;90.047,00;104.524,14;150,74;194.721,88
20141001;10HR;41000;121;60;61;5;0;47.910,00;52.226,42;250,14;100.386,56
20141001;10HT;68836;202;107;95;9;0;71.612,00;78.531,86;0,00;150.143,86
20141001;10HU;83280;189;81;108;8;0;65.467,00;74.147,62;289,90;139.904,52
20141001;10HV;75388;797;403;394;34;0;227.578,00;270.185,78;150,74;497.914,52
20141001;10HX;40581;181;103;78;8;37;65.467,00;71.642,34;2.118,86;139.228,20
20141001;10HY;40969;235;111;124;10;0;77.757,00;89.179,30;389,30;167.325,60
20141001;10HZ;60439;366;167;199;15;0;110.823,00;131.142,74;170,62;242.136,36
20141001;10IC;41385;187;84;103;8;0;65.467,00;73.521,30;150,74;139.139,04
20141001;10ID;41571;175;82;93;7;2;59.322,00;69.763,38;429,06;129.514,44
20141001;10IE;40946;170;87;83;7;6;59.322,00;68.197,58;190,50;127.710,08
20141001;10IJ;37949;237;125;112;10;9;77.757,00;89.805,62;349,54;167.912,16
20141001;10IK;40635;305;140;165;13;0;96.192,00;111.726,82;0,00;207.918,82
20141001;10IL;41486;107;41;66;5;0;47.910,00;47.842,18;190,50;95.942,68
20141001;10IM;41270;225;98;127;9;0;71.612,00;85.734,54;0,00;157.346,54
20141001;10IU;30240;162;91;71;7;3;59.322,00;65.379,14;369,42;125.070,56
20141001;10IW;41241;101;43;58;5;0;47.910,00;45.963,22;130,86;94.004,08
20141001;10IY;41425;146;67;79;6;5;53.177,00;60.368,58;0,00;113.545,58
20141001;10JF;78222;218;118;100;10;19;77.757,00;83.542,42;747,14;162.046,56
20141001;10JH;20671;215;109;106;9;2;71.612,00;82.602,94;309,78;154.524,72
20141001;10JJ;77338;389;186;203;16;0;116.968,00;138.658,58;210,38;255.836,96
20141001;10JK;40982;422;180;242;17;0;123.113,00;149.306,02;190,50;272.609,52
20141001;10JL;40672;277;143;134;12;0;90.047,00;102.645,18;369,42;193.061,60
20141001;10JM;40648;91;44;47;4;0;40.010,00;42.518,46;130,86;82.659,32
20141001;10JN;41454;278;133;145;12;0;90.047,00;102.958,34;170,62;193.175,96
20141001;10JO;73712;215;86;129;9;0;71.612,00;82.602,94;130,86;154.345,80
20141001;10JP;41407;203;108;95;9;32;71.612,00;78.845,02;1.761,02;152.218,04
20141001;10JT;41787;427;217;210;18;0;143.224,00;150.871,82;170,62;294.266,44
20141001;10JU;41582;266;122;144;11;0;83.902,00;98.887,26;289,90;183.079,16
20141001;10JX;41366;191;78;113;8;0;65.467,00;74.773,94;0,00;140.240,94
20141001;10KB;40020;297;133;164;12;0;90.047,00;108.908,38;607,98;199.563,36
20141001;10KC;41012;142;57;85;6;0;53.177,00;59.115,94;329,66;112.622,60
20141001;10KD;47959;160;73;87;7;0;59.322,00;64.752,82;448,94;124.523,76
20141001;10KE;77456;258;129;129;11;0;83.902,00;96.381,98;130,86;180.414,84
20141001;10KI;41506;189;103;86;8;8;65.467,00;74.147,62;965,82;140.580,44
20141001;10KN;32073;297;132;165;12;0;90.047,00;108.908,38;210,38;199.165,76
20141001;10KP;61751;205;103;102;9;0;71.612,00;79.471,34;170,62;151.253,96
20141001;10KQ;83696;314;133;181;13;0;96.192,00;114.545,26;230,26;210.967,52
20141001;10KS;41340;204;93;111;8;0;65.467,00;79.158,18;0,00;144.625,18
20141001;10KW;41862;389;185;204;16;0;116.968,00;138.658,58;190,50;255.817,08
20141001;10KX;41435;143;71;72;7;30;59.322,00;59.429,10;1.164,62;119.915,72
20141001;10KZ;41693;30;21;9;3;0;30.939,00;22.789,38;0,00;53.728,38
20141001;10LI;30010;222;133;89;10;2;77.757,00;84.795,06;210,38;162.762,44
20141001;10LK;41862;237;120;117;10;0;77.757,00;89.805,62;150,74;167.713,36
20141001;10LM;41413;209;100;109;9;7;71.612,00;80.723,98;150,74;152.486,72
20141001;10LN;41672;271;130;141;11;1;83.902,00;100.766,22;349,54;185.017,76
20141001;10LV;41492;80;41;39;4;0;40.010,00;39.073,70;0,00;79.083,70
20141001;10LW;42634;43;25;18;3;0;30.939,00;27.173,62;0,00;58.112,62
20141001;10LX;42669;156;79;77;7;8;59.322,00;63.500,18;448,94;123.271,12
20141001;10LY;41476;85;45;40;4;0;40.010,00;40.639,50;0,00;80.649,50
20141001;10MA;13662;251;113;138;10;0;77.757,00;94.189,86;210,38;172.157,24
20141001;10MB;41778;106;53;53;5;13;47.910,00;47.529,02;230,26;95.669,28
20141001;10ME;41286;266;132;134;12;21;90.047,00;98.887,26;985,70;189.919,96
20141001;10MI;24844;749;403;346;32;0;215.288,00;254.840,94;130,86;470.259,80
20141001;10MM;42683;114;64;50;6;28;53.177,00;50.034,30;1.701,38;104.912,68
20141001;10MO;74531;318;134;184;13;3;96.192,00;115.797,90;1.144,74;213.134,64
20141001;10MP;29056;214;97;117;9;2;71.612,00;82.289,78;0,00;153.901,78
20141001;10MR;29810;120;68;52;5;1;47.910,00;51.913,26;568,22;100.391,48
20141001;10MT;41011;59;23;36;3;0;30.939,00;32.184,18;150,74;63.273,92
20141001;10MV;41483;294;153;141;12;0;90.047,00;107.968,90;846,54;198.862,44
20141001;10MW;23128;149;72;77;6;3;53.177,00;61.308,06;230,26;114.715,32
20141001;10MX;41138;330;167;163;14;0;117.767,00;119.555,82;210,38;237.533,20
20141001;10MY;47595;244;145;99;11;34;83.902,00;91.997,74;2.516,46;178.416,20
20141001;10MZ;40774;483;263;220;21;0;147.693,00;169.035,10;1.343,54;318.071,64
20141001;10NA;41454;206;92;114;9;0;71.612,00;79.784,50;170,62;151.567,12
20141001;10NB;40946;266;130;136;11;0;83.902,00;98.887,26;468,82;183.258,08
20141001;10NC;38910;213;106;107;9;0;71.612,00;81.976,62;210,38;153.799,00
20141001;10ND;41886;113;48;65;5;0;47.910,00;49.721,14;0,00;97.631,14
20141001;10NH;20281;261;132;129;11;0;83.902,00;97.321,46;0,00;181.223,46
20141001;10NK;41731;110;48;62;5;0;47.910,00;48.781,66;170,62;96.862,28
20141001;10NL;37949;242;105;137;10;0;77.757,00;91.371,42;508,58;169.637,00
20141001;10NM;43928;472;246;226;20;0;141.548,00;165.590,34;647,74;307.786,08
20141001;10NN;43980;157;83;74;7;1;59.322,00;63.813,34;150,74;123.286,08
20141001;10NO;40934;183;88;95;8;0;65.467,00;72.268,66;210,38;137.946,04
20141001;10NP;41338;361;174;187;15;7;110.823,00;129.576,94;1.184,50;241.584,44
20141001;10NQ;41416;104;50;54;5;0;47.910,00;46.902,70;0,00;94.812,70
20141001;10NS;40517;122;56;66;5;5;47.910,00;52.539,58;210,38;100.659,96
20141001;10NV;41621;105;39;66;5;0;47.910,00;47.215,86;170,62;95.296,48
20141001;10NW;41787;188;98;90;8;0;65.467,00;73.834,46;130,86;139.432,32
20141001;10NX;31657;153;65;88;6;0;53.177,00;62.560,70;448,94;116.186,64
20141001;10NY;32580;203;96;107;8;0;65.467,00;78.845,02;548,34;144.860,36
20141001;10NZ;48348;132;66;66;6;0;53.177,00;55.671,18;0,00;108.848,18
20141001;10OA;41506;265;131;134;11;0;83.902,00;98.574,10;0,00;182.476,10
20141001;10OC;50844;205;92;113;8;0;65.467,00;79.471,34;210,38;145.148,72
20141001;10OD;41251;244;122;122;11;20;83.902,00;91.997,74;2.993,58;178.893,32
20141001;10OE;70002;204;91;113;8;0;65.467,00;79.158,18;210,38;144.835,56
20141001;10OF;52274;160;91;69;7;2;59.322,00;64.752,82;647,74;124.722,56
20141001;10OK;40888;196;96;100;8;0;65.467,00;76.339,74;409,18;142.215,92
20141001;10OP;40712;320;168;152;14;0;104.678,00;116.424,22;230,26;221.332,48
20141001;10OR;41245;239;125;114;10;3;77.757,00;90.431,94;488,70;168.677,64
20141001;10OU;73919;385;196;189;16;0;116.968,00;137.405,94;548,34;254.922,28
20141001;10OV;28147;220;106;114;9;0;71.612,00;84.168,74;170,62;155.951,36
20141001;10OW;41023;215;114;101;9;0;71.612,00;82.602,94;965,82;155.180,76
20141001;10OY;40967;175;99;76;8;0;65.467,00;69.763,38;270,02;135.500,40
20141001;10PA;55238;343;175;168;15;0;110.823,00;123.940,06;150,74;234.913,80
20141001;10PB;50819;245;106;139;10;0;77.757,00;92.310,90;588,10;170.656,00
20141001;10PC;41148;389;175;214;16;0;116.968,00;138.658,58;548,34;256.174,92
20141001;10PE;40557;222;106;116;9;1;71.612,00;84.795,06;170,62;156.577,68
20141001;10PF;40517;78;30;48;4;0;40.010,00;38.447,38;270,02;78.727,40
20141001;10PG;40765;338;169;169;15;5;120.986,00;122.061,10;270,02;243.317,12
20141001;10PI;55303;514;261;253;22;8;153.838,00;179.056,22;1.164,62;334.058,84
20141001;10PM;40557;210;101;109;9;0;71.612,00;81.037,14;130,86;152.780,00
20141001;10PN;73919;145;55;90;6;0;53.177,00;60.055,42;210,38;113.442,80
20141001;10PO;41240;129;62;67;6;3;53.177,00;54.731,70;289,90;108.198,60
20141001;10PS;75219;304;146;158;13;25;96.192,00;111.413,66;1.244,14;208.849,80
20141001;10PT;40950;223;121;102;10;0;77.757,00;85.108,22;250,14;163.115,36
20141001;10PW;40967;233;112;121;10;0;77.757,00;88.239,82;170,62;166.167,44
20141001;10PX;55238;262;132;130;11;0;83.902,00;97.634,62;270,02;181.806,64
20141001;10PY;77052;224;108;116;9;0;71.612,00;85.421,38;190,50;157.223,88
20141001;10PZ;31384;249;134;115;11;0;83.902,00;93.563,54;528,46;177.994,00
20141001;10QA;77533;143;73;70;7;34;59.322,00;59.429,10;1.104,98;119.856,08
20141001;10QB;41506;101;48;53;5;0;47.910,00;45.963,22;170,62;94.043,84
20141001;10QC;77975;216;108;108;9;0;71.612,00;82.916,10;190,50;154.718,60
20141001;10QE;70002;228;120;108;10;15;77.757,00;86.674,02;329,66;164.760,68
20141001;10QF;40775;126;54;72;5;1;47.910,00;53.792,22;329,66;102.031,88
20141001;10QG;41358;63;27;36;4;17;40.010,00;33.436,82;329,66;73.776,48
20141001;10QL;42587;148;60;88;6;0;53.177,00;60.994,90;170,62;114.342,52
20141001;10QM;41194;270;117;153;11;0;83.902,00;100.453,06;548,34;184.903,40
20141001;10QO;40988;62;30;32;3;0;30.939,00;33.123,66;130,86;64.193,52
20141001;10QP;40843;181;98;83;8;0;65.467,00;71.642,34;230,26;137.339,60
20141001;10QQ;84423;166;83;83;7;0;59.322,00;66.631,78;0,00;125.953,78
20141001;10QR;84579;174;83;91;7;0;59.322,00;69.450,22;150,74;128.922,96
20141001;10QS;41194;167;76;91;7;3;59.322,00;67.258,10;588,10;127.168,20
20141001;10QT;41473;80;40;40;4;0;40.010,00;39.073,70;250,14;79.333,84
20141001;10QU;73919;147;79;68;6;0;53.177,00;60.681,74;270,02;114.128,76
20141001;10QX;47595;658;312;346;28;25;224.200,00;225.090,74;2.059,22;451.349,96
20141001;10QY;41396;187;87;100;8;0;65.467,00;73.521,30;429,06;139.417,36
20141001;10QZ;87920;179;78;101;7;2;59.322,00;71.016,02;0,00;130.338,02
20141001;10RA;41454;377;171;206;16;21;116.968,00;134.900,66;1.482,70;253.351,36
20141001;10RC;89155;376;161;215;15;0;110.823,00;134.587,50;747,14;246.157,64
20141001;10RD;85600;231;110;121;10;0;77.757,00;87.613,50;170,62;165.541,12
20141001;10RE;42545;209;98;111;9;0;71.612,00;80.723,98;190,50;152.526,48
20141001;10RF;40681;347;166;181;15;0;110.823,00;125.192,70;389,30;236.405,00
20141001;10RG;41595;160;82;78;7;0;59.322,00;64.752,82;0,00;124.074,82
20141001;10RH;92951;114;48;66;5;0;47.910,00;50.034,30;0,00;97.944,30
20141001;10RI;41337;243;107;136;10;8;77.757,00;91.684,58;289,90;169.731,48
20141001;10RJ;41011;161;71;90;7;12;59.322,00;65.065,98;548,34;124.936,32
20141001;10RK;40637;587;308;279;25;0;172.273,00;202.543,22;707,38;375.523,60
20141001;10RL;41672;337;181;156;15;12;110.823,00;122.061,10;886,30;233.770,40
20141001;10RN;27910;214;99;115;9;0;71.612,00;82.289,78;130,86;154.032,64
20141001;10RO;41011;226;138;88;10;0;77.757,00;86.047,70;329,66;164.134,36
20141001;10RR;41557;78;34;44;4;0;40.010,00;38.447,38;0,00;78.457,38
20141001;10RS;42561;69;23;46;3;0;30.939,00;35.628,94;170,62;66.738,56
20141001;10RY;41895;44;10;34;3;0;30.939,00;27.486,78;0,00;58.425,78
20141001;10SG;41899;144;68;76;6;0;53.177,00;59.742,26;190,50;113.109,76
20141001;10SH;41630;120;53;67;5;0;47.910,00;51.913,26;210,38;100.033,64
20141001;10SO;41481;183;77;106;7;0;59.322,00;72.268,66;0,00;131.590,66
20141001;10SX;41886;471;259;212;20;0;141.548,00;165.277,18;409,18;307.234,36
20141001;10SZ;41613;143;69;74;6;0;53.177,00;59.429,10;210,38;112.816,48
20141001;10TA;41851;121;57;64;5;0;47.910,00;52.226,42;0,00;100.136,42
20141001;10TB;41816;81;41;40;4;0;40.010,00;39.386,86;0,00;79.396,86
20141001;10TC;41401;43;16;27;3;0;30.939,00;27.173,62;130,86;58.243,48
20141001;10TE;41785;36;19;17;3;0;30.939,00;24.981,50;0,00;55.920,50
20141001;10TG;41856;23;9;14;2;0;23.917,00;20.597,26;0,00;44.514,26
20141001;10TH;41851;89;38;51;4;0;40.010,00;41.892,14;170,62;82.072,76
20141001;10TO;41630;155;81;74;7;2;59.322,00;63.187,02;289,90;122.798,92
20141001;10TP;11711;59;24;35;3;0;30.939,00;32.184,18;0,00;63.123,18
20141001;10TQ;41491;46;19;27;3;1;30.939,00;28.113,10;0,00;59.052,10
