PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;AFSTAND;LEERLINGEN
20151001;05CT;00;De Achtbaan;6074AG;MELICK;1669;Roerdalen;Limburg;Bo;Rooms-Katholiek;41692;173,852631578947;285
20151001;05CX;00;St Nicolaas school;1688CR;NIBBIXWOUD;420;Medemblik;Noord-Holland;Bo;Rooms-Katholiek;75375;315,897727272727;264
20151001;05CY;00;Basisschool Sint Brigida;6255AK;NOORBEEK;1903;Eijsden-Margraten;Limburg;Bo;Rooms-Katholiek;42669;626,583333333333;73
20151001;05CZ;00;SWS Fondali;8312AX;CREIL;171;Noordoostpolder;Flevoland;Bo;Rooms-Katholiek;40662;167,345454545455;110
20151001;05DA;00;De Schapendel;2203GH;NOORDWIJK ZH;575;Noordwijk;Zuid-Holland;Bo;Rooms-Katholiek;40967;502,917159763314;169
20151001;05DB;00;St Josephschool;9564PA;ZANDBERG DR;1681;Borger-Odoorn;Drenthe;Bo;Rooms-Katholiek;45000;3257,32967032967;91
20151001;05DC;00;RK Basissch D Zilverberg;6611BR;OVERASSELT;252;Heumen;Gelderland;Bo;Rooms-Katholiek;40814;268,852272727273;177
20151001;05DD;00;Basissch St Willibrordus;5561AH;RIETHOVEN;1724;Bergeijk;Noord-Brabant;Bo;Rooms-Katholiek;31384;134,421768707483;147
20151001;05DF;00;De Zonnewijzer;6043BT;ROERMOND;957;Roermond;Limburg;Bo;Rooms-Katholiek;41692;331,796812749004;252
20151001;05DG;00;St. Michaelschool;3055SJ;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Rooms-Katholiek;24597;945,308098591549;568
20151001;05DH;00;De Balein;1483BN;DE RIJP;361;Alkmaar;Noord-Holland;Bo;Rooms-Katholiek;73919;358,298561151079;278
20151001;05DJ;00;RK Basisschool St Jozef;5712ET;SOMEREN;847;Someren;Noord-Brabant;Bo;Rooms-Katholiek;41223;21,9904761904762;105
20151001;05DK;00;Basisschool de Pannevogel;7221CC;STEENDEREN;1876;Bronckhorst;Gelderland;Bo;Rooms-Katholiek;50844;989,818548387097;253
20151001;05DM;00;Maerten vd Veldeschool;2266HA;LEIDSCHENDAM;1916;Leidschendam-Voorburg;Zuid-Holland;Bo;Rooms-Katholiek;41447;294,956284153005;183
20151001;05DN;00;Maria School;7679VG;LANGEVEEN;183;Tubbergen;Overijssel;Bo;Rooms-Katholiek;50949;443,931818181818;137
20151001;05DO;00;t bijenveld;6578AR;LEUTH;241;Groesbeek;Gelderland;Bo;Rooms-Katholiek;40814;155,830882352941;136
20151001;05DP;00;Basisschool Op Weg;6576AW;OOIJ;241;Groesbeek;Gelderland;Bo;Rooms-Katholiek;40814;604,82320441989;182
20151001;05DQ;00;RK Basisschool De Schelp;9981AB;UITHUIZEN;1651;Eemsmond;Groningen;Bo;Rooms-Katholiek;45000;1093,88059701493;134
20151001;05DT;00;Basissch De Toermalijn;1985HB;DRIEHUIS NH;453;Velsen;Noord-Holland;Bo;Rooms-Katholiek;40257;818,6;256
20151001;05DU;00;Basisschool de Parnassia;2071BG;SANTPOORT-NOORD;453;Velsen;Noord-Holland;Bo;Rooms-Katholiek;40257;311,724252491694;301
20151001;05DV;00;BS Kleur - Rijk;5914PG;VENLO;983;Venlo;Limburg;Bo;Rooms-Katholiek;41018;209,79381443299;97
20151001;05DW;00;Basisschool De Meent;5809AJ;LEUNEN;984;Venray;Limburg;Bo;Rooms-Katholiek;44397;1185,60434782609;230
20151001;05DX;00;Bs de Disselboom;5513AP;WINTELRE;770;Eersel;Noord-Brabant;Bo;Rooms-Katholiek;77338;43,6842105263158;154
20151001;05ED;00;RK Basissch H Lambertus;5254JE;HAARSTEEG;797;Heusden;Noord-Brabant;Bo;Rooms-Katholiek;78222;360,872950819672;244
20151001;05EF;00;RK Basisschool Martinus;7391AN;TWELLO;285;Voorst;Gelderland;Bo;Rooms-Katholiek;42616;262,689759036145;332
20151001;05EG;00;RK Basissch D Kopermolen;7382BP;KLARENBEEK;285;Voorst;Gelderland;Bo;Rooms-Katholiek;42616;958,376811594203;138
20151001;05EH;00;RK Basissch De Drijfveer;5582JJ;WAALRE;866;Waalre;Noord-Brabant;Bo;Rooms-Katholiek;31384;567,495145631068;104
20151001;05EJ;00;Basisschool De Peddepoel;5861CC;WANSSUM;984;Venray;Limburg;Bo;Rooms-Katholiek;47920;501,910052910053;189
20151001;05EN;00;Basisschool De Veste;5165TH;WASPIK;867;Waalwijk;Noord-Brabant;Bo;Rooms-Katholiek;71008;29,2621722846442;267
20151001;05EO;00;Sint Bonifacius-School;2242JS;WASSENAAR;629;Wassenaar;Zuid-Holland;Bo;Rooms-Katholiek;68329;879,951111111111;225
20151001;05EP;00;De Kerkewei;7596KN;ROSSUM OV;1774;Dinkelland;Overijssel;Bo;Rooms-Katholiek;75219;191,447236180905;199
20151001;05ER;00;Basissch St Franciscus;6003NW;WEERT;988;Weert;Limburg;Bo;Rooms-Katholiek;50819;340,518987341772;79
20151001;05ES;00;Basisschool Sint Joannes;6005SR;WEERT;988;Weert;Limburg;Bo;Rooms-Katholiek;50819;693,645161290323;62
20151001;05EV;00;Basisschool De Regenboog;1617KD;WESTWOUD;498;Drechterland;Noord-Holland;Bo;Rooms-Katholiek;28563;89,75;72
20151001;05EY;00;R.K. Daltonschool St Martinus;8754BP;MAKKUM FR;1900;Súdwest-Fryslân;Friesland;Bo;Rooms-Katholiek;41000;187,023529411765;85
20151001;05EZ;00;Op de 10 Bunder;6321CP;WIJLRE;1729;Gulpen-Wittem;Limburg;Bo;Rooms-Katholiek;42669;380,189189189189;148
20151001;05FA;00;RK Basissch D Trekschuit;8271TA;IJSSELMUIDEN;166;Kampen;Overijssel;Bo;Rooms-Katholiek;40888;299,828947368421;76
20151001;05FG;00;Basisschool Sint Jan;5595GN;LEENDE;1658;Heeze-Leende;Noord-Brabant;Bo;Rooms-Katholiek;31384;120,742268041237;97
20151001;05FH;00;De Horizon;4411AE;RILLAND;703;Reimerswaal;Zeeland;Bo;Interconfessioneel;77533;167,883870967742;155
20151001;05FK;00;St Franciscus-School;1971PE;IJMUIDEN;453;Velsen;Noord-Holland;Bo;Rooms-Katholiek;40257;391,928741092637;421
20151001;05FM;00;Basisschool De Brug;1921CK;AKERSLOOT;383;Castricum;Noord-Holland;Bo;Rooms-Katholiek;73919;74,5114155251142;219
20151001;05FP;00;Brede School Omnibus;1183KK;AMSTELVEEN;362;Amstelveen;Noord-Holland;Bo;Rooms-Katholiek;40020;647,697841726619;141
20151001;05FR;00;Basissch Het Wespennest;1025PZ;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;1372,42798353909;243
20151001;05FS;00;RK Basissch H Koggeschip;1067DE;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;27770;463,432637571158;528
20151001;05FU;00;BS De Bron;6191EK;BEEK LB;888;Beek;Limburg;Bo;Rooms-Katholiek;83280;766,780821917808;292
20151001;05FV;00;Basisschool St Antonius;4153BE;BEESD;236;Geldermalsen;Gelderland;Bo;Rooms-Katholiek;41148;1044,60377358491;213
20151001;05FW;00;Basisschool Mikado;6681XL;BEMMEL;1705;Lingewaard;Gelderland;Bo;Rooms-Katholiek;71956;223,428571428571;84
20151001;05FX;00;Basisschool Sint Jozef;5854ES;BERGEN LB;893;Bergen (L.);Limburg;Bo;Rooms-Katholiek;37663;0;169
20151001;05FZ;00;De Paersacker;5684TT;BEST;753;Best;Noord-Brabant;Bo;Rooms-Katholiek;26977;486,891719745223;157
20151001;05GC;00;RK Basissch De Schakel;5871AW;BROEKHUIZENVORST;1507;Horst aan de Maas;Limburg;Bo;Rooms-Katholiek;47920;566,421875;128
20151001;05GE;00;Basisschool St Andreas;6024AB;BUDEL-DORPLEIN;1706;Cranendonck;Noord-Brabant;Bo;Rooms-Katholiek;31384;462,566666666667;122
20151001;05GF;00;Camminghaschool;3981GD;BUNNIK;312;Bunnik;Utrecht;Bo;Rooms-Katholiek;43318;66,4191616766467;334
20151001;05GH;00;Sint Nicolaasschool;3984MA;ODIJK;312;Bunnik;Utrecht;Bo;Rooms-Katholiek;43318;164,329411764706;255
20151001;05GJ;00;Vitusschool;1404HS;BUSSUM;381;Bussum;Noord-Holland;Bo;Rooms-Katholiek;53444;1234,91362126246;301
20151001;05GK;00;Basissch De Waai;5432HK;CUIJK;1684;Cuijk;Noord-Brabant;Bo;Rooms-Katholiek;48348;455,227969348659;522
20151001;05GL;00;St Liboriusschool;7091CV;DINXPERLO;197;Aalten;Gelderland;Bo;Rooms-Katholiek;50129;63,9477124183007;165
20151001;05GM;00;RK Basisschool Sint Jan;5104CL;DONGEN;766;Dongen;Noord-Brabant;Bo;Rooms-Katholiek;40672;363,75;208
20151001;05GP;00;RK Basissch Achterberg;5104EG;DONGEN;766;Dongen;Noord-Brabant;Bo;Rooms-Katholiek;40672;985,351800554017;361
20151001;05GQ;00;RK Basissch Th J Rijken;5154AL;ELSHOUT;797;Heusden;Noord-Brabant;Bo;Rooms-Katholiek;78222;137,0375;160
20151001;05GR;00;Basisschool St Alexander;6721CP;BENNEKOM;228;Ede;Gelderland;Bo;Rooms-Katholiek;31237;380,365546218487;238
20151001;05GT;00;SSBO Burg vd Putt;5664AC;GELDROP;1771;Geldrop-Mierlo;Noord-Brabant;Sbo;Rooms-Katholiek;40557;2826,84768211921;151
20151001;05GU;00;RK Basisschool t Vyfblad;5667AH;GELDROP;1771;Geldrop-Mierlo;Noord-Brabant;Bo;Rooms-Katholiek;40557;501;246
20151001;05GY;00;RK BS Bisschop Ernst;4461LX;GOES;664;Goes;Zeeland;Bo;Rooms-Katholiek;77533;1107,15088757396;338
20151001;05HA;00;KBS Mariëngaarde;4204BL;GORINCHEM;512;Gorinchem;Zuid-Holland;Bo;Rooms-Katholiek;46385;794,090909090909;440
20151001;05HC;00;John F Kennedy-School;2591HB;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;20281;1541,27586206897;232
20151001;05HD;00;RK Basissch D Zuidwester;2544ME;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;40928;197,985673352436;351
20151001;05HF;00;Sint Andreasschool;8051MZ;HATTEM;244;Hattem;Gelderland;Bo;Rooms-Katholiek;40888;343,425742574257;101
20151001;05HH;00;Het Rinket;1962BD;HEEMSKERK;396;Heemskerk;Noord-Holland;Bo;Rooms-Katholiek;40712;2104,89005235602;193
20151001;05HJ;00;De Berkenschutse;5591VE;HEEZE;1658;Heeze-Leende;Noord-Brabant;So;Rooms-Katholiek;73906;15241,6907894737;152
20151001;05HJ;00;De Berkenschutse;5591VE;HEEZE;1658;Heeze-Leende;Noord-Brabant;Vso;Rooms-Katholiek;73906;17043,3161157025;485
20151001;05HL;00;De Dolfijn;8141BP;HEINO;177;Raalte;Overijssel;Bo;Rooms-Katholiek;40894;1234,84797297297;296
20151001;05HO;00;Basisschool Sint Joris;6582BC;HEUMEN;252;Heumen;Gelderland;Bo;Rooms-Katholiek;40814;141,904;125
20151001;05HS;00;De Regenboog;4532LJ;TERNEUZEN;715;Terneuzen;Zeeland;So;Rooms-Katholiek;41312;8180,89189189189;37
20151001;05HS;00;De Regenboog;4532LJ;TERNEUZEN;715;Terneuzen;Zeeland;Vso;Rooms-Katholiek;41312;11445,5972222222;72
20151001;05HU;00;Dr Schaepman-School;8265RG;KAMPEN;166;Kampen;Overijssel;Bo;Rooms-Katholiek;40662;243,789189189189;185
20151001;05HV;00;Basisschool De Schakel;6466XN;KERKRADE;928;Kerkrade;Limburg;Bo;Rooms-Katholiek;41516;381,316602316602;260
20151001;05HW;00;Sint Joseph-School;7136LN;ZIEUWENT;1586;Oost Gelre;Gelderland;Bo;Rooms-Katholiek;46724;377,582568807339;218
20151001;05HZ;00;Kath BS De Klimop;5455GK;WILBERTOORD;815;Mill en Sint Hubert;Noord-Brabant;Bo;Rooms-Katholiek;71749;443,770833333333;96
20151001;05IA;00;Basissch De Grote Lier;6584BD;MOLENHOEK LB;944;Mook en Middelaar;Limburg;Bo;Rooms-Katholiek;37663;450,200626959248;319
20151001;05IB;00;Sint Jozefschool;1398AM;MUIDEN;424;Muiden;Noord-Holland;Bo;Rooms-Katholiek;41023;2204,51948051948;385
20151001;05ID;00;RK Montesssorischool Noordwijk;2201DN;NOORDWIJK ZH;575;Noordwijk;Zuid-Holland;Bo;Rooms-Katholiek;40967;1091,48701298701;155
20151001;05IE;00;RK Basissch Brakkenstein;6525TH;NIJMEGEN;268;Nijmegen;Gelderland;Bo;Rooms-Katholiek;47100;536,550522648084;289
20151001;05IF;00;RK BS de Caegh;1713BM;OBDAM;1598;Koggenland;Noord-Holland;Bo;Rooms-Katholiek;75375;153,850241545894;414
20151001;05IH;00;RK Jenaplansch De Kring;2343SR;OEGSTGEEST;579;Oegstgeest;Zuid-Holland;Bo;Rooms-Katholiek;75206;686,859259259259;405
20151001;05IJ;00;RK Basissch D Achtsprong;3256AH;ACHTHUIZEN;1924;Goeree-Overflakkee;Zuid-Holland;Bo;Rooms-Katholiek;41782;544,046153846154;65
20151001;05IK;00;Basisschool Pater Eymard;5844AK;STEVENSBEEK;1702;Sint Anthonis;Noord-Brabant;Bo;Rooms-Katholiek;71749;786,333333333333;63
20151001;05IL;00;BS De Zonnewijzer;5843AG;WESTERBEEK;1702;Sint Anthonis;Noord-Brabant;Bo;Rooms-Katholiek;71749;537,777777777778;81
20151001;05IM;00;Daltonschool In Balans;5346JH;OSS;828;Oss;Noord-Brabant;Bo;Rooms-Katholiek;75388;283,528150134048;373
20151001;05IQ;00;RK BS Paus Johannes;1834XN;SINT PANCRAS;416;Langedijk;Noord-Holland;Bo;Rooms-Katholiek;79536;579,449101796407;334
20151001;05IS;00;Josephschool;2641AC;PIJNACKER;1926;Pijnacker-Nootdorp;Zuid-Holland;Bo;Rooms-Katholiek;75531;422,29;200
20151001;05IT;00;RK Basisch Don Bosco;6871DH;RENKUM;274;Renkum;Gelderland;Bo;Rooms-Katholiek;31237;31,436974789916;119
20151001;05IU;00;Vita Veraschool;6871HV;RENKUM;274;Renkum;Gelderland;Bo;Rooms-Katholiek;31237;553,276073619632;163
20151001;05IV;00;Bernulphus-School;6861GR;OOSTERBEEK;274;Renkum;Gelderland;Bo;Samenwerking PC, RK;40972;671,479508196721;244
20151001;05IW;00;Basissch St Mauritius;6991BS;RHEDEN;275;Rheden;Gelderland;Bo;Rooms-Katholiek;40812;77,2933333333333;150
20151001;05IX;00;Basisschool De Vlinder;6952GA;DIEREN;275;Rheden;Gelderland;Bo;Rooms-Katholiek;40812;525,970443349754;203
20151001;05IZ;00;De Troubadour Sch v Bo;5242HR;ROSMALEN;796;'s-Hertogenbosch;Noord-Brabant;Bo;Rooms-Katholiek;74049;381,153614457831;332
20151001;05JA;00;Basisschool De Masten;5248AT;ROSMALEN;796;'s-Hertogenbosch;Noord-Brabant;Bo;Rooms-Katholiek;74049;225,027777777778;108
20151001;05JC;00;St Stephanus Basissch;3052AJ;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Rooms-Katholiek;24597;690,906666666667;150
20151001;05JE;00;Basissch Den Omgang;5374HT;SCHAIJK;1685;Landerd;Noord-Brabant;Bo;Rooms-Katholiek;48348;309,593137254902;204
20151001;05JF;00;Basisschool Het Klimduin;1873JA;GROET;373;Bergen (NH.);Noord-Holland;Bo;Rooms-Katholiek;73919;1938,28275862069;145
20151001;05JG;00;De Touwladder;5271CH;SINT-MICHIELSGESTEL;845;Sint-Michielsgestel;Noord-Brabant;Bo;Rooms-Katholiek;40848;334,174757281553;309
20151001;05JH;00;RK Basissch Sint Lukas;9203SG;DRACHTEN;90;Smallingerland;Friesland;Bo;Rooms-Katholiek;41000;1563,57605177994;309
20151001;05JI;00;RK Basissch St Clemens;8331HP;STEENWIJK;1708;Steenwijkerland;Overijssel;Bo;Rooms-Katholiek;40888;1668,87628865979;97
20151001;05JJ;00;RK Basisschool Maria;4772RA;LANGEWEG;1709;Moerdijk;Noord-Brabant;Bo;Rooms-Katholiek;41782;931,615384615385;78
20151001;05JK;00;Jozefschool;1791GD;DEN BURG;448;Texel;Noord-Holland;Bo;Rooms-Katholiek;55238;2204,07172995781;237
20151001;05JL;00;Basissch St Franciscus;6446AE;BRUNSSUM;899;Brunssum;Limburg;Bo;Rooms-Katholiek;41506;811,237837837838;185
20151001;05JM;00;Bosschool;1861ED;BERGEN NH;373;Bergen (NH.);Noord-Holland;Bo;Algemeen bijzonder;40712;1370,05729166667;192
20151001;05JN;00;Werkpl Kindergemeensch;3723BA;BILTHOVEN;310;De Bilt;Utrecht;Bo;Algemeen bijzonder;76740;2345,5614973262;561
20151001;05JO;00;RK Basisschool De Zon;1424AM;DE KWAKEL;451;Uithoorn;Noord-Holland;Bo;Rooms-Katholiek;76961;940,395770392749;331
20151001;05JP;00;BS de Avonturijn;6129BN;URMOND;971;Stein;Limburg;Bo;Rooms-Katholiek;83280;251,36;175
20151001;05JQ;00;Jenaplanschool Cleophas;3561HX;UTRECHT;344;Utrecht;Utrecht;Bo;Rooms-Katholiek;77052;888,621848739496;238
20151001;05JR;00;Kathedrale Koorschool;3512CA;UTRECHT;344;Utrecht;Utrecht;Bo;Rooms-Katholiek;77091;1665,21333333333;75
20151001;05JT;00;SSBO De Zonnewijzer;5552HP;VALKENSWAARD;858;Valkenswaard;Noord-Brabant;Sbo;Rooms-Katholiek;31384;4466,71287128713;101
20151001;05JU;00;Jozefschool;1606BP;VENHUIZEN;498;Drechterland;Noord-Holland;Bo;Rooms-Katholiek;28563;524,070921985816;282
20151001;05JV;00;Cortemich Brede Sch Voerendaal;6367CG;VOERENDAAL;986;Voerendaal;Limburg;Bo;Rooms-Katholiek;41506;612,03821656051;472
20151001;05JW;00;RK Basissch St Martinus;7383AB;VOORST GEM VOORST;285;Voorst;Gelderland;Bo;Rooms-Katholiek;42616;2643,01851851852;54
20151001;05JX;00;RK Basisschool De Waaier;2361GM;WARMOND;1525;Teylingen;Zuid-Holland;Bo;Rooms-Katholiek;40967;213,622222222222;135
20151001;05JY;00;Basisschool Aan de Bron;6004GC;WEERT;988;Weert;Limburg;Bo;Rooms-Katholiek;50819;926,147651006711;298
20151001;05JZ;00;Basisschool G Majella;1693CZ;WERVERSHOOF;420;Medemblik;Noord-Holland;Bo;Rooms-Katholiek;75375;111,521008403361;119
20151001;05KA;00;St Franciscus-School;8471JX;WOLVEGA;98;Weststellingwerf;Friesland;Bo;Rooms-Katholiek;41000;3752,41758241758;182
20151001;05KB;00;RK Basisschool St Vitus;9671KA;WINSCHOTEN;1895;Oldambt;Groningen;Bo;Rooms-Katholiek;45000;2194,16666666667;156
20151001;05KC;00;Basisschool De Driesprong;6286BE;WITTEM;1729;Gulpen-Wittem;Limburg;Bo;Rooms-Katholiek;41506;77,5;52
20151001;05KD;00;Basisschool St Theresia;4727SL;MOERSTRATEN;1674;Roosendaal;Noord-Brabant;Bo;Rooms-Katholiek;74154;1112,59523809524;42
20151001;05KH;00;RK Basissch St Martinus;8325AE;VOLLENHOVE;1708;Steenwijkerland;Overijssel;Bo;Rooms-Katholiek;40662;384,228070175439;114
20151001;05KK;00;n Boaken;7636RB;AGELO;1774;Dinkelland;Overijssel;Bo;Rooms-Katholiek;75219;3200,59677419355;62
20151001;05KL;00;Basisschool De Matrix;5221GB;'S-HERTOGENBOSCH;796;'s-Hertogenbosch;Noord-Brabant;Bo;Rooms-Katholiek;74049;766,534534534534;333
20151001;05KP;00;BS Het Mozaïek;6217XX;MAASTRICHT;935;Maastricht;Limburg;Bo;Rooms-Katholiek;41373;159,426229508197;124
20151001;05KQ;00;RK BS Het Kompas;4624XE;BERGEN OP ZOOM;748;Bergen op Zoom;Noord-Brabant;Bo;Rooms-Katholiek;40517;840,59375;129
20151001;05KR;00;Basisschool De Dorendal;6865EN;DOORWERTH;274;Renkum;Gelderland;Bo;Samenwerking PC, RK;40972;403,714814814815;270
20151001;05KT;00;Basissch De Gouden Emmer;8141BP;HEINO;177;Raalte;Overijssel;Bo;Protestants-Christelijk;40894;439,792307692308;130
20151001;05KU;00;De Verbindingsweg;9581TH;MUSSELKANAAL;37;Stadskanaal;Groningen;Bo;Protestants-Christelijk;41358;1190,63829787234;47
20151001;05KW;00;Chr Bs Anne de Vries;9503KA;STADSKANAAL;37;Stadskanaal;Groningen;Bo;Protestants-Christelijk;41358;501,103773584906;106
20151001;05KX;00;cb de Zwaluw;7764AK;ZANDPOL;114;Emmen;Drenthe;Bo;Protestants-Christelijk;41551;591,407407407407;27
20151001;05KZ;00;C.B.S. De Kiel;7849PC;DE KIEL;109;Coevorden;Drenthe;Bo;Protestants-Christelijk;41052;552,058823529412;35
20151001;05LB;00;Dr K Schilderschool;9781EG;BEDUM;5;Bedum;Groningen;Bo;Gereformeerd vrijgemaakt;41025;152,07;100
20151001;05LC;00;De Korendrager;8801KJ;FRANEKER;70;Franekeradeel;Friesland;Bo;Protestants-Christelijk;42656;342,718562874252;167
20151001;05LL;00;Basissch BoschAkker;5642KA;EINDHOVEN;772;Eindhoven;Noord-Brabant;Bo;Rooms-Katholiek;40378;268,586894586895;351
20151001;05LN;00;Het Mozaïek;2152BE;NIEUW-VENNEP;394;Haarlemmermeer;Noord-Holland;Bo;Protestants-Christelijk;41245;691,234200743494;269
20151001;05LP;00;Chr BS de Bolster;8561BE;BALK;1921;De Friese Meren;Friesland;Bo;Protestants-Christelijk;41385;353,086363636364;220
20151001;05LQ;00;Chr Nationale School;7707DZ;BALKBRUG;160;Hardenberg;Overijssel;Bo;Protestants-Christelijk;40946;638,524822695035;141
20151001;05LR;00;Chr Basisschool Barlo;7122RK;AALTEN;197;Aalten;Gelderland;Bo;Protestants-Christelijk;41787;933,555555555556;54
20151001;05LS;00;Chr Basissch Mooitaki;9045PT;BITGUMMOLE;1908;Menameradiel;Friesland;Bo;Protestants-Christelijk;42656;1178,68695652174;115
20151001;05LT;00;Chr Bs De Paedwizer;9244BB;BEETSTERZWAAG;86;Opsterland;Friesland;Bo;Protestants-Christelijk;81069;438,396624472574;237
20151001;05LU;00;Chr Bs De Hoekstien;8822VP;ARUM;1900;Súdwest-Fryslân;Friesland;Bo;Protestants-Christelijk;42604;175,578947368421;76
20151001;05LV;00;Chr Basisschool De Wijzer;6821JP;ARNHEM;202;Arnhem;Gelderland;Bo;Protestants-Christelijk;40812;642,102040816327;245
20151001;05LW;00;SGM Lichtenbeek (SO - ZML);6816VC;ARNHEM;202;Arnhem;Gelderland;So;Protestants-Christelijk;40631;9450,41666666667;48
20151001;05LX;00;G.B.S. Veerkracht;1063JW;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Gereformeerd vrijgemaakt;41646;2879,71951219512;164
20151001;05LY;00;Chr Bs De Spreng El;7784CG;ANE;160;Hardenberg;Overijssel;Bo;Protestants-Christelijk;40946;1327,53571428571;84
20151001;05LZ;00;CBS De Eker;9133MV;ANJUM;58;Dongeradeel;Friesland;Bo;Protestants-Christelijk;81433;179,027027027027;111
20151001;05MA;00;Chr Bs De Mandebrink;8426BZ;APPELSCHA;85;Ooststellingwerf;Friesland;Bo;Protestants-Christelijk;41282;613,136752136752;117
20151001;05MC;00;Chr NAT BS Abcoude;1391VC;ABCOUDE;736;De Ronde Venen;Utrecht;Bo;Protestants-Christelijk;41138;545,052884615385;208
20151001;05MD;00;I H van Eeghenschool;2111HV;AERDENHOUT;377;Bloemendaal;Noord-Holland;Bo;Protestants-Christelijk;85255;1261,09302325581;216
20151001;05ME;00;Het Kompas;2953XM;ALBLASSERDAM;482;Alblasserdam;Zuid-Holland;Bo;Protestants-Christelijk;81979;452,224683544304;316
20151001;05MF;00;Het Aladon;7121AM;AALTEN;197;Aalten;Gelderland;So;Protestants-Christelijk;40631;6243,55;20
20151001;05MF;00;Het Aladon;7121AM;AALTEN;197;Aalten;Gelderland;Vso;Protestants-Christelijk;40631;6638,60606060606;33
20151001;05MG;00;Prinses Julianaschool;7364BA;LIEREN;200;Apeldoorn;Gelderland;Bo;Protestants-Christelijk;82526;2230,26966292135;89
20151001;05MH;00;Chr Bs De Wegwijzer;9695AP;BELLINGWOLDE;7;Bellingwedde;Groningen;Bo;Protestants-Christelijk;41845;516,927272727273;59
20151001;05MI;00;Chr Bs Willem Alexander;1861JH;BERGEN NH;373;Bergen (NH.);Noord-Holland;Bo;Protestants-Christelijk;40712;1343,83125;160
20151001;05MJ;00;Basisschool Boterdorp;2661AP;BERGSCHENHOEK;1621;Lansingerland;Zuid-Holland;Bo;Protestants-Christelijk;41487;489,309523809524;210
20151001;05MK;00;De Duyvencamp;8024CA;ZWOLLE;193;Zwolle;Overijssel;Bo;Protestants-Christelijk;40934;598,513043478261;115
20151001;05ML;00;cb De Ark;1966XJ;HEEMSKERK;396;Heemskerk;Noord-Holland;Bo;Protestants-Christelijk;26158;940,765517241379;145
20151001;05MM;00;Chr Basissch De Wiekslag;2665ES;BLEISWIJK;1621;Lansingerland;Zuid-Holland;Bo;Protestants-Christelijk;41487;160,192488262911;213
20151001;05MQ;00;PC Bs Het Kompas;3258AR;DEN BOMMEL;1924;Goeree-Overflakkee;Zuid-Holland;Bo;Protestants-Christelijk;44032;150;41
20151001;05MS;00;Chr Nat Sch De Regenboog;1761VM;ANNA PAULOWNA;1911;Hollands Kroon;Noord-Holland;Bo;Protestants-Christelijk;79874;855,083333333333;48
20151001;05MT;00;PC Bs De Schepershoek;3621JK;BREUKELEN UT;1904;Stichtse Vecht;Utrecht;Bo;Protestants-Christelijk;41138;78,0538922155689;167
20151001;05MU;00;Chr Basissch Anker;3232DA;BRIELLE;501;Brielle;Zuid-Holland;Bo;Protestants-Christelijk;41507;621,151658767772;211
20151001;05MX;00;School Met De Bijbel;3754NA;EEMDIJK;313;Bunschoten;Utrecht;Bo;Protestants-Christelijk;83136;150,068965517241;87
20151001;05MY;00;Basisschool De Bron;5161AN;SPRANG-CAPELLE;867;Waalwijk;Noord-Brabant;Bo;Protestants-Christelijk;83201;318,658823529412;85
20151001;05NA;00;PC Basisschool Sjaloom;7722PM;DALFSEN;148;Dalfsen;Overijssel;Bo;Protestants-Christelijk;40988;664,478873239437;71
20151001;05NI;00;Chr Basisschool Coolsma;3971KW;DRIEBERGEN-RIJSENBURG;1581;Utrechtse Heuvelrug;Utrecht;Bo;Protestants-Christelijk;83786;1604,61133603239;247
20151001;05NJ;00;Chr Basissch De Wynroas;9113PA;WALTERSWALD;1891;Dantumadiel;Friesland;Bo;Protestants-Christelijk;41039;2218;130
20151001;05NM;00;CHR Basissch De Sprankel;4271BL;DUSSEN;870;Werkendam;Noord-Brabant;Bo;Protestants-Christelijk;41239;0;50
20151001;05NN;00;CBS De Fontein;7991PW;DWINGELOO;1701;Westerveld;Drenthe;Bo;Protestants-Christelijk;41196;5056,78205128205;78
20151001;05NO;00;PC BS Cavaljeschool;6712AB;EDE GLD;228;Ede;Gelderland;Bo;Protestants-Christelijk;42587;736,685714285714;175
20151001;05NP;00;Koepelschool;6717AS;EDE GLD;228;Ede;Gelderland;Bo;Protestants-Christelijk;83968;773,006211180124;322
20151001;05NQ;00;Menso Altingschool;9765BH;PATERSWOLDE;1730;Tynaarlo;Drenthe;Bo;Protestants-Christelijk;41486;2366,00906344411;331
20151001;05NR;00;Chr. Basisschool De Regenboog;9342PE;EEN;1699;Noordenveld;Drenthe;Bo;Protestants-Christelijk;32073;2604,28205128205;39
