BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;1.4.1 - GEBRUIKSGOEDEREN;1.4.1.1 - VERKRIJGINGSPRIJS GEBRUIKSGOEDEREN;1.4.1T - GEBRUIKSGOEDEREN;1.4.2 - VOORUITBETAALD OP VOORRADEN;1.4T - VOORRADEN;1.5.1 - DEBITEUREN;1.5.2 - OCW/EZ;1.5.3 - GROEPSMAATSCHAPPIJEN;1.5.4 - ANDERE DEELNEMINGEN;1.5.5 - STUDENTEN/DEELNEMERS/CURSISTEN;1.5.6 - OVERIGE OVERHEDEN;1.5.7 - OVERIGE VORDERINGEN;1.5.7.1 - PERSONEEL;1.5.7.2 - OVERIGE;1.5.7T - OVERIGE VORDERINGEN;1.5.8 - OVERLOPENDE ACTIVA;1.5.8.1 - VOORUITBETAALDE KOSTEN;1.5.8.2 - VERSTREKTE VOORSCHOTTEN;1.5.8.3 - OVERIGE OVERLOPENDE ACTIVA;1.5.8T - OVERLOPENDE ACTIVA;1.5.9 - AF: VOORZIENINGEN WEGENS ONINBAARHEID;1.5.9.1 - STAND PER 1-1;1.5.9.2 - ONTTREKKING;1.5.9.3 - DOTATIE;1.5.9T - AF: VOORZIENINGEN WEGENS ONINBAARHEID;1.5T - VORDERINGEN
40876;PO3;Stichting RESPONT;2015;;;;;;60.426;868.649;;;;-1;256.099;;256.099;256.099;42.646;42.646;;;42.646;;;;;;1.227.819
40887;PO1;Ver Stg Sch md Bijbel;2011;;;;;;;52.930;;;;147.390;20.956;;20.956;20.956;21.137;667;;20.470;21.137;;;;;;242.413
40887;PO1;Ver Stg Sch md Bijbel;2012;;;;;;;51.932;;;;31.267;19.046;5.309;13.737;19.046;6.092;3.442;;2.650;6.092;;;;;;108.337
40887;PO1;Ver Stg Sch md Bijbel;2013;;;;;;6.984;48.050;;;;;;;;;1.441;;;1.441;1.441;;;;;;56.475
40887;PO1;Ver Stg Sch md Bijbel;2014;;;;;;22.305;61.030;;;;7.334;;;;;4.100;2.244;;1.856;4.100;;;;;;94.769
40887;PO1;Ver Stg Sch md Bijbel;2015;;;;;;36.460;55.022;;;;;;;;;4.941;1.513;;3.428;4.941;;;;;;96.423
40888;PO6;Catent;2011;;;;;;102.929;1.147.080;;;;632.703;;;;;457.700;;;457.700;457.700;;;;;;2.340.412
40888;PO6;Catent;2012;;;;;;140.625;1.207.853;;;;1.299.204;;;;;123.528;;;123.528;123.528;;;;;;2.771.211
40888;PO6;Catent;2013;;;;;;30.823;1.047.174;;;;1.162.336;;;;;183.617;;;183.616;183.617;;;;;;2.423.951
40888;PO6;Catent;2014;;;;;;20.280;1.533.246;;;;936.526;;;;;697.064;;;697.064;697.064;;;;;;3.187.116
40888;PO6;Catent;2015;;;;;;302.866;1.245.414;;;;172.025;44.349;;44.349;44.349;191.321;;;191.321;191.321;;;;;;1.955.975
40889;PO3;Ver v PC BSO id Ten Boer;2011;;;;;;;95.199;;;;12.492;3.386;50;3.336;3.386;20.722;3.026;1.677;16.019;20.722;;;;;;131.799
40889;PO3;Ver v PC BSO id Ten Boer;2012;;;;;;;82.342;;;;46.463;8.976;-209;9.185;8.976;18.607;3.771;1.677;13.159;18.607;;;;;;156.388
40889;PO3;Ver v PC BSO id Ten Boer;2013;;;;;;;80.320;;;;26.051;12.391;519;11.872;12.391;13.127;2.209;1.677;9.241;13.127;;;;;;131.889
40889;PO3;Ver v PC BSO id Ten Boer;2014;;;;;;;87.489;;;;4.867;40.302;;40.302;40.302;10.189;1.454;1.677;7.058;10.189;;;;;;142.847
40889;PO3;Ver v PC BSO id Ten Boer;2015;;;;;;;82.824;;;;5.051;4.311;;4.311;4.311;5.446;450;1.677;3.319;5.446;;;;;;97.632
40894;PO6;mijnplein;2011;;;;;;9.685;1.066.286;;;;;1.699.771;;1.699.771;1.699.771;172.314;;;172.314;172.314;;;;;;2.948.056
40894;PO6;mijnplein;2012;;;;;;15.715;1.063.430;;;;;291.891;;291.891;291.891;153.212;;;153.212;153.212;;;;;;1.524.248
40894;PO6;mijnplein;2013;;;;;;70.190;933.008;;;;;537.594;;537.594;537.594;224.593;;;224.593;224.593;;;;;;1.765.385
40894;PO6;mijnplein;2014;;;;;;63.535;1.199.103;;;;;359.110;;359.110;359.110;60.736;60.733;;3;60.736;;;;;;1.682.484
40894;PO6;mijnplein;2015;;;;;;13.214;1.066.695;;;;76.309;31.800;;31.800;31.800;125.756;;;125.756;125.756;;;;;;1.313.774
40901;SBO;Stg Ond Op Maat De Liemers;2011;;;;;;;120.092;;;;;61.599;;61.599;61.599;10.385;10.385;;;10.385;;;;;;192.076
40901;SBO;Stg Ond Op Maat De Liemers;2012;;;;;;;117.114;;;;;83.526;;83.526;83.526;5.438;5.438;;;5.438;;;;;;206.078
40901;SBO;Stg Ond Op Maat De Liemers;2013;;;;;;;108.614;;;;;100.273;;100.273;100.273;8.868;8.868;;;8.868;;;;;;217.755
40901;SBO;Stg Ond Op Maat De Liemers;2014;;;;;;;111.256;;;;;188.467;;188.467;188.467;3.224;3.224;;;3.224;;;;;;302.947
40901;SBO;Stg Ond Op Maat De Liemers;2015;;;;;;;117.139;;;;;137.161;;137.161;137.161;4.907;4.907;;;4.907;;;;;;259.207
40903;PO3;Stg Kath Ond Losser Over;2011;;;;;;1.043;241.840;;;;;35.846;;35.846;35.846;60.145;1.435;;58.710;60.145;;;;;;338.874
40903;PO3;Stg Kath Ond Losser Over;2012;;;;;;;233.618;;;;;39.753;;39.753;39.753;50.097;4.342;;45.755;50.097;;;;;;323.468
40903;PO3;Stg Kath Ond Losser Over;2013;;;;;;;195.344;;;;;52.510;;52.510;52.510;36.146;;;36.146;36.146;;;;;;284.000
40903;PO3;Stg Kath Ond Losser Over;2014;;;;;;864;253.879;;;;;84.931;;84.931;84.931;35.519;;;35.519;35.519;;;;;;375.193
40903;PO3;Stg Kath Ond Losser Over;2015;;;;;;5.063;235.956;;;;;62.966;;62.966;62.966;51.998;;;51.998;51.998;;;;;;355.983
40908;REC;Stg. SO Midden Ned.;2011;;;;;;;;;;;25.718;;;;;409.328;28.647;;380.681;409.328;;;;;;435.046
40908;REC;Stg. SO Midden Ned.;2012;;;;;;;81.058;;;;532;;;;;424.923;10.359;;414.564;424.923;;;;;;506.513
40908;REC;Stg. SO Midden Ned.;2013;;;;;;;520.295;;;;376.671;;;;;200.315;32.059;;168.256;200.315;;;;;;1.097.281
40908;REC;Stg. SO Midden Ned.;2014;;;;;;;582.352;;;;109.131;;;;;201.734;22.853;;178.881;201.734;;;;;;893.217
40908;REC;Stg. SO Midden Ned.;2015;;;;;;;601.472;;;;9.721;85.333;;85.333;85.333;5.683;;;5.683;5.683;;;;;;702.209
40928;PO6;Laurentius STG Kath PO;2011;;;;;;1.184.306;1.640.977;;;;;526.048;;526.048;526.048;;;;;;;;;;;3.351.331
40928;PO6;Laurentius STG Kath PO;2012;;;;;;539.146;1.727.809;;;;;1.661.125;;1.661.125;1.661.125;;;;;;;;;;;3.928.080
40928;PO6;Laurentius STG Kath PO;2013;;;;;;345.712;1.489.973;;;;;1.255.171;;1.255.171;1.255.171;;;;;;;;;;;3.090.856
40928;PO6;Laurentius STG Kath PO;2014;;;;;;392.319;1.990.710;;;;109.474;1.022.842;;1.022.842;1.022.842;;;;;;;;;;;3.515.345
40928;PO6;Laurentius STG Kath PO;2015;;;;;;953.410;2.296.641;;;;;544.520;;544.520;544.520;688.664;679.917;;8.747;688.664;;;;;;4.483.235
40934;PO5;Vivente, Stg voor CPO;2011;;;;;;;913.742;;;;391.537;679.612;;679.612;679.612;;;;;;;;;;;1.984.891
40934;PO5;Vivente, Stg voor CPO;2012;;;;;;;903.319;;;;546.775;419.212;;419.212;419.212;;;;;;;;;;;1.869.306
40934;PO5;Vivente, Stg voor CPO;2013;;;;;;;1.069.350;;;;65.767;698.302;;698.302;698.302;;;;;;;;;;;1.833.419
40934;PO5;Vivente, Stg voor CPO;2014;;;;;;;1.154.657;;;;429.412;851.124;;851.124;851.124;;;;;;;;;;;2.435.193
40934;PO5;Vivente, Stg voor CPO;2015;;;;;;;1.209.473;;;;280.127;571.319;;571.319;571.319;;;;;;;;;;;2.060.919
40941;PO4;De Oude Vrijheid;2011;;;;;;4.379;285.336;;;;;53.290;;53.290;53.290;45.257;;;45.257;45.257;;;;;;388.262
40941;PO4;De Oude Vrijheid;2012;;;;;;4.753;278.292;;;;;93.529;;93.529;93.529;40.509;;;40.509;40.509;;;;;;417.083
40941;PO4;De Oude Vrijheid;2013;;;;;;2.465;267.353;;;;;66.879;;66.879;66.879;15.929;;;15.929;15.929;;;;;;352.626
40941;PO4;De Oude Vrijheid;2014;;;;;;23.045;313.257;;;;;87.495;;87.495;87.495;34.947;34.947;;;34.947;;;;;;458.744
40941;PO4;De Oude Vrijheid;2015;;;;;;23.489;287.717;;;;3.004;86.442;;86.442;86.442;60.540;11.952;1.598;46.990;60.540;;;;;;461.192
40945;PO4;Ger Sch Ver Veluwe Plus;2011;;;;;;;345.765;;;;71.111;82.191;31.539;50.652;82.191;;;;;;;;;;;499.067
40945;PO4;Ger Sch Ver Veluwe Plus;2012;;;;;;;366.721;;;;143.079;67.675;4.635;63.040;67.675;;;;;;;;;;;577.475
40945;PO4;Ger Sch Ver Veluwe Plus;2013;;;;;;;318.167;;;;9.929;205.532;154.717;50.815;205.532;;;;;;;;;;;533.628
40945;PO4;Ger Sch Ver Veluwe Plus;2014;;;;;;;412.410;;;;70.555;147.626;90.677;56.949;147.626;;;;;;;;;;;630.591
40945;PO4;Ger Sch Ver Veluwe Plus;2015;;;;;;;384.772;;;;40.114;73.073;41.582;31.491;73.073;21.483;21.483;;;21.483;;;;;;519.442
40946;PO5;Ver PC PO NO Overijssel;2011;;;;;;;621.268;;;;275.377;240.775;;240.775;240.775;107.514;62.155;;45.359;107.514;;;;;;1.244.934
40946;PO5;Ver PC PO NO Overijssel;2012;;;;;;;711.288;;;;270.884;139.064;;139.064;139.064;50.518;7.608;;42.910;50.518;;;;;;1.171.754
40946;PO5;Ver PC PO NO Overijssel;2013;;;;;;;719.474;;;;397.087;358.386;;358.386;358.386;88.733;48.589;;40.144;88.733;;;;;;1.563.680
40946;PO5;Ver PC PO NO Overijssel;2014;;;;;;;821.703;;;;248.772;314.731;6.153;308.578;314.731;68.685;15.921;;52.764;68.685;;;;;;1.453.891
40946;PO5;Ver PC PO NO Overijssel;2015;;;;;;;783.487;;;;61.844;647;;647;647;287.109;;;287.109;287.109;;;;;;1.133.087
40947;PO4;Stg kath bijz ond Oist/M;2011;;;;;;2.317;395.508;;;;;78.397;;78.397;78.397;34.629;;;34.629;34.629;;;;;;510.851
40947;PO4;Stg kath bijz ond Oist/M;2012;;;;;;2.019;390.900;;;;;91.671;;91.671;91.671;46.964;;;46.964;46.964;;;;;;531.554
40947;PO4;Stg kath bijz ond Oist/M;2013;;;;;;3.080;394.418;;;;;121.827;;121.827;121.827;77.015;;;77.015;77.015;;;;;;596.340
40947;PO4;Stg kath bijz ond Oist/M;2014;;;;;;29.633;443.739;;;;24.458;87.106;;87.106;87.106;22.133;20.619;1.514;;22.133;;;;;;607.069
40947;PO4;Stg kath bijz ond Oist/M;2015;;;;;;21.651;417.858;;;;;64.534;;64.534;64.534;45.089;21.180;500;23.409;45.089;;;;;;549.132
40950;PO6;Stg Kath Ond Flevol-Velu;2011;;;;;;10.281;1.403.089;;;;25.243;;;;;346.028;;;346.028;346.028;;;;;;1.784.640
40950;PO6;Stg Kath Ond Flevol-Velu;2012;;;;;;44.483;1.470.808;;;;36.882;;;;;223.416;;;223.416;223.416;;;;;;1.775.589
40950;PO6;Stg Kath Ond Flevol-Velu;2013;;;;;;;1.266.580;;;;39.281;;;;;361.718;;;361.718;361.718;;;;;;1.667.579
40950;PO6;Stg Kath Ond Flevol-Velu;2014;;;;;;;1.727.637;;;;19.146;;;;;160.810;;;160.810;160.810;;;;;;1.907.593
40950;PO6;Stg Kath Ond Flevol-Velu;2015;;;;;;23.424;1.591.350;;;;79.687;;;;;162.471;;;162.471;162.471;;;;;;1.856.932
40959;PO5;Primas-scholengroep;2011;;;;;;;308.842;;;;;3.410;3.410;;3.410;100.571;25.222;;75.349;100.571;;;;;;412.823
40959;PO5;Primas-scholengroep;2012;;;;;;;317.333;;;;1.100;3.440;3.440;;3.440;77.930;25.650;;52.280;77.930;;;;;;399.803
40959;PO5;Primas-scholengroep;2013;;;;;;;294.386;;;;;25.933;25.933;;25.933;63.378;15.372;;48.006;63.378;;;;;;383.697
40959;PO5;Primas-scholengroep;2014;;;;;;;318.882;;;;1.100;41.158;41.158;;41.158;68.439;29.901;;38.538;68.439;;;;;;429.579
40959;PO5;Primas-scholengroep;2015;;;;;;;251.225;;;;14.296;9.974;;9.974;9.974;118.362;17.952;;100.410;118.362;;;;;;393.857
40964;PO1;Stg Dep Oldenzaal eo;2011;;;;;;;50.655;;;;;;;;;12.313;;;12.313;12.313;;;;;;62.968
40964;PO1;Stg Dep Oldenzaal eo;2012;;;;;;;50.087;;;;;;;;;8.417;;;8.417;8.417;;;;;;58.504
40964;PO1;Stg Dep Oldenzaal eo;2013;;;;;;;43.537;;;;;;;;;15.536;;;15.536;15.536;;;;;;59.073
40964;PO1;Stg Dep Oldenzaal eo;2014;;;;;;;57.343;;;;;;;;;9.729;;;9.729;9.729;;;;;;67.072
40964;PO1;Stg Dep Oldenzaal eo;2015;;;;;;;55.840;;;;;;;;;12.181;1.839;;10.342;12.181;;;;;;68.021
40967;PO6;Sophia Stg v Kath BSO;2011;;;;;;21.713;1.316.936;;;;3.625;721.472;;721.472;721.472;302.289;124.780;;177.509;302.289;;;;;;2.366.035
40967;PO6;Sophia Stg v Kath BSO;2012;;;;;;6.060;1.303.235;;;;835.958;16.703;;16.703;16.703;211.463;134.346;;77.117;211.463;;;;;;2.373.419
40967;PO6;Sophia Stg v Kath BSO;2013;;;;;;69.889;1.286.967;;;;;890.747;;890.747;890.747;244.725;73.714;;171.011;244.725;;;;;;2.492.328
40967;PO6;Sophia Stg v Kath BSO;2014;;;;;;18.209;1.491.279;;;;348.555;293.552;;293.552;293.552;102.719;;;102.719;102.719;;;;;;2.254.314
40967;PO6;Sophia Stg v Kath BSO;2015;;;;;;45.000;1.436.000;;;;428.000;64.000;;64.000;64.000;;;;;;;;;;;1.973.000
40969;PO4;Stg Samenw Basisscholen;2011;;;;;;;290.099;;;;9.054;104.618;;104.618;104.618;8.190;3.667;4.500;23;8.190;;;;;;411.961
40969;PO4;Stg Samenw Basisscholen;2012;;;;;;;316.048;;;;1.653;107.594;;107.594;107.594;5.736;1.213;4.500;23;5.736;;;;;;431.031
40969;PO4;Stg Samenw Basisscholen;2013;;;;;;;259.368;;;;3.051;129.901;;129.901;129.901;17.292;13.269;4.000;23;17.292;;;;;;409.612
40969;PO4;Stg Samenw Basisscholen;2014;;;;;;;293.521;;;;2.095;107.854;;107.854;107.854;6.354;2.331;4.000;23;6.354;;;;;;409.824
40969;PO4;Stg Samenw Basisscholen;2015;;;;;;;312.697;;;;;45.242;;45.242;45.242;3.500;;;3.500;3.500;;;;;;361.439
40971;PO5;Stichting Tangent;2011;;;;;;15.640;1.190.286;;;;;302.372;;302.372;302.372;390.860;;;390.860;390.860;;;;;;1.899.158
40971;PO5;Stichting Tangent;2012;;;;;;6.600;1.218.111;;;;;233.418;;233.418;233.418;461.301;;;461.301;461.301;;;;;;1.919.430
40971;PO5;Stichting Tangent;2013;;;;;;;1.089.258;;;;504.909;420.719;111.605;309.114;420.719;;;;;;;;;;;2.014.886
40971;PO5;Stichting Tangent;2014;;;;;;;1.255.488;;;;119.531;157.939;22.414;135.525;157.939;;;;;;;;;;;1.532.958
40971;PO5;Stichting Tangent;2015;;;;;;;1.208.990;;;;113.902;200.289;28.896;171.393;200.289;38.207;38.207;;;38.207;;;;;;1.561.388
40972;PO5;Stg v Primair Onderw Fluvius;2011;;;;;;;1.096.244;;;;;209.638;;209.638;209.638;54.123;;;54.123;54.123;;;;;;1.360.005
40972;PO5;Stg v Primair Onderw Fluvius;2012;;;;;;;1.084.860;;;;;59.320;;59.320;59.320;37.351;;;37.351;37.351;;;;;;1.181.531
40972;PO5;Stg v Primair Onderw Fluvius;2013;;;;;;;1.092.769;;;;76.462;119.242;117.927;1.315;119.242;210.315;72.231;;138.084;210.315;;;;;;1.498.788
40972;PO5;Stg v Primair Onderw Fluvius;2014;;;;;;;1.243.401;;;;2.785;52.156;52.156;;52.156;508.111;178.016;;330.095;508.111;;;;;;1.806.453
40972;PO5;Stg v Primair Onderw Fluvius;2015;;;;;;;1.164.543;;;;80.643;98.246;;98.246;98.246;450.196;75.094;;375.102;450.196;;;;;;1.793.628
40974;PO4;Stg Kath BSO De Veenplas;2011;;;;;;;497.745;;;;175.421;;;;;148.594;;;148.594;148.594;;;;;;821.760
40974;PO4;Stg Kath BSO De Veenplas;2012;;;;;;;478.971;;;;179.438;;;;;146.344;;;146.344;146.344;;;;;;804.753
40974;PO4;Stg Kath BSO De Veenplas;2013;;;;;;;432.592;;;;93.556;54.908;;54.908;54.908;85.161;;;85.161;85.161;;;;;;666.217
40974;PO4;Stg Kath BSO De Veenplas;2014;;;;;;;540.898;;;;91.296;28.910;;28.910;28.910;71.379;12.345;;59.034;71.379;;;;;;732.483
40974;PO4;Stg Kath BSO De Veenplas;2015;;;;;;;505.397;;;;163.501;56.371;;56.371;56.371;80.162;15.204;;64.958;80.162;;;;;;805.431
40975;PO3;Ver voor Geref PO HAAL;2011;;;;;;;206.488;;;;8.428;44.105;34.678;9.427;44.105;;;;;;;;;;;259.021
40975;PO3;Ver voor Geref PO HAAL;2012;;;;;;;221.049;;;;40.862;62.755;34.458;28.297;62.755;;;;;;;;;;;324.666
40975;PO3;Ver voor Geref PO HAAL;2013;;;;;;;191.212;;;;8.496;171.516;109.661;61.855;171.516;;;;;;;;;;;371.224
40975;PO3;Ver voor Geref PO HAAL;2014;;;;;;;272.013;;;;35.548;154.758;105.111;49.647;154.758;;;;;;;;;;;462.319
40975;PO3;Ver voor Geref PO HAAL;2015;;;;;;;301.500;;;;22.084;107.924;83.785;24.139;107.924;4.612;4.612;;;4.612;;;;;;436.120
40980;PO3;Stg v Alg Bijz Bs Ond;2011;;;;;;;353.680;;;;92.565;1.320;;1.320;1.320;75.130;9.940;;65.190;75.130;;;;;;522.695
40980;PO3;Stg v Alg Bijz Bs Ond;2012;;;;;;;349.797;;;;47.685;36.888;35.726;1.162;36.888;77.529;28.075;;49.454;77.529;;;;;;511.899
40980;PO3;Stg v Alg Bijz Bs Ond;2013;;;;;;;347.670;;;;33.619;40.406;33.133;7.273;40.406;67.211;;;67.211;67.211;;;;;;488.906
40980;PO3;Stg v Alg Bijz Bs Ond;2014;;;;;;;386.808;;;;26.782;;;;;111.212;12.629;;98.583;111.212;;;;;;524.802
40980;PO3;Stg v Alg Bijz Bs Ond;2015;;;;;;;348.841;;;;1.967;64.269;;64.269;64.269;;;;;;;;;;;415.077
40982;PO3;Stg Kath Ond De Beerzen;2011;;;;;;2.770;314.149;;;;;557.688;;557.688;557.688;11.025;;;11.025;11.025;;;;;;885.632
40982;PO3;Stg Kath Ond De Beerzen;2012;;;;;;2.470;303.333;;;;;520.178;;520.178;520.178;18.134;;;18.134;18.134;;;;;;844.115
40982;PO3;Stg Kath Ond De Beerzen;2013;;;;;;18.741;250.875;;;;;176.907;;176.907;176.907;8.236;;;8.236;8.236;;;;;;454.759
40982;PO3;Stg Kath Ond De Beerzen;2014;;;;;;26.525;336.179;;;;;130.382;;130.382;130.382;44.546;44.546;;;44.546;;;;;;537.632
40982;PO3;Stg Kath Ond De Beerzen;2015;;;;;;17.121;288.056;;;;;50.970;;50.970;50.970;47.782;47.782;;;47.782;;;;;;403.929
40987;PO4;Triade;2011;;;;;;10.708;544.192;;;;29.949;118.814;;118.814;118.814;36.360;36.360;;;36.360;;;;;;740.023
40987;PO4;Triade;2012;;;;;;15.769;518.965;;;;239.894;94.952;;94.952;94.952;54.861;54.861;;;54.861;;;;;;924.441
40987;PO4;Triade;2013;;;;;;20.951;441.606;;;;247.505;81.633;;81.633;81.633;58.726;58.726;;;58.726;;;;;;850.421
40987;PO4;Triade;2014;;;;;;11.176;533.252;;;;200.145;60.952;;60.952;60.952;50.737;50.737;;;50.737;;;;;;856.262
40987;PO4;Triade;2015;;;;;;5.926;550.323;;;;68.056;19.876;;19.876;19.876;51.654;51.654;;;51.654;;;;;;695.835
40988;PO4;VPCO Dalfsen;2011;;;;;;21.623;188.126;;;;442.590;12.558;700;11.858;12.558;;;;;;;;;;;664.897
40988;PO4;VPCO Dalfsen;2012;;;;;;17.083;189.636;;;;28.004;17.935;4.415;13.520;17.935;;;;;;;;;;;252.658
40988;PO4;VPCO Dalfsen;2013;;;;;;;188.856;;;;15.263;40.555;25.639;14.916;40.555;11.282;;;11.282;11.282;;;;;;255.956
40988;PO4;VPCO Dalfsen;2014;;;;;;;222.389;;;;;32.474;21.147;11.327;32.474;5.865;;;5.865;5.865;;;;;;260.728
40988;PO4;VPCO Dalfsen;2015;;;;;;;197.587;;;;;46.278;29.354;16.924;46.278;6.786;;;6.786;6.786;;;;;;250.651
40994;PO1;SEB Arnhem;2011;;;;;;;18.670;;;;;2.782;719;2.063;2.782;;;;;;;;;;;21.452
40994;PO1;SEB Arnhem;2012;;;;;;;32.027;;;;;3.196;;3.196;3.196;;;;;;;;;;;35.223
40994;PO1;SEB Arnhem;2013;;;;;;;27.075;;;;;9.377;;9.377;9.377;;;;;;;;;;;36.452
40994;PO1;SEB Arnhem;2014;;;;;;;31.353;;;;;8.415;4.422;3.993;8.415;;;;;;;;;;;39.768
40994;PO1;SEB Arnhem;2015;;;;;;;30.124;;;;13.212;7.825;;7.825;7.825;7.747;7.747;;;7.747;;;;;;58.908
40999;PO5;Stg Kath Ond Drenthe;2011;;;;;;6.475;561.545;;;;75.316;50.913;;50.913;50.913;205.853;;;205.853;205.853;;;;;;900.102
40999;PO5;Stg Kath Ond Drenthe;2012;;;;;;52.556;585.453;;;;176.013;64.011;;64.011;64.011;112.905;;;112.905;112.905;;;;;;990.938
40999;PO5;Stg Kath Ond Drenthe;2013;;;;;;22.497;488.135;;;;11.009;13.098;;13.098;13.098;181.378;;;181.378;181.378;;;;;;716.117
40999;PO5;Stg Kath Ond Drenthe;2014;;;;;;41.558;581.913;;;;71.486;13.098;;13.098;13.098;191.143;;;191.143;191.143;45.500;;;45.500;45.500;853.698
40999;PO5;Stg Kath Ond Drenthe;2015;;;;;;65.256;542.651;;;;3.488;;;;;134.950;;;134.950;134.950;;;;;;746.345
41000;PO6;Bisschop Moller Stichting;2011;;;;;;26.410;1.203.969;;;;211.228;;;;;310.519;;;310.519;310.519;;;;;;1.752.126
41000;PO6;Bisschop Moller Stichting;2012;;;;;;24.061;1.289.066;;;;30.884;;;;;155.569;;;155.569;155.569;14.892;;;14.892;14.892;1.484.688
41000;PO6;Bisschop Moller Stichting;2013;;;;;;18.099;1.133.388;;;;260.809;;;;;303.711;;;303.711;303.711;;;;;;1.716.007
41000;PO6;Bisschop Moller Stichting;2014;;;;;;84.248;1.543.525;;;;526.505;;;;;154.155;;;154.155;154.155;;;;;;2.308.433
41000;PO6;Bisschop Moller Stichting;2015;;;;;;34.179;1.162.989;;;;106.932;;;;;195.565;;;195.565;195.565;;;;;;1.499.665
41001;PO4;Stg PC PO Midden-Brabant;2011;;;;;;;387.894;;;;;36.544;6.668;29.876;36.544;53.532;14.031;;39.501;53.532;;;;;;477.970
41001;PO4;Stg PC PO Midden-Brabant;2012;;;;;;;416.833;;;;15.531;38.017;-76;38.093;38.017;59.147;19.424;;39.723;59.147;;;;;;529.528
41001;PO4;Stg PC PO Midden-Brabant;2013;;;;;;;454.349;;;;15.531;184.056;4.245;179.811;184.056;84.917;27.419;;57.498;84.917;;;;;;738.853
41001;PO4;Stg PC PO Midden-Brabant;2014;;;;;;;618.061;;;;31.726;382.126;79.834;302.292;382.126;46.724;19.904;;26.820;46.724;;;;;;1.078.637
41001;PO4;Stg PC PO Midden-Brabant;2015;;;;;;;666.518;;;;28.965;105.509;;105.509;105.509;49.192;31.890;;17.302;49.192;;;;;;850.184
41005;PO5;Noventa;2011;;;;;;5.774;461.140;;;;439.639;;;;;146.452;;;146.452;146.452;;;;;;1.053.004
41005;PO5;Noventa;2012;;;;;;17.983;481.991;;;;488.273;;;;;151.259;;;151.259;151.259;;;;;;1.139.506
41005;PO5;Noventa;2013;;;;;;47.426;404.031;;;;284.619;;;;;162.887;;;162.887;162.887;;;;;;898.963
41005;PO5;Noventa;2014;;;;;;7.027;508.067;3.730;;;181.399;;;;;171.421;;;171.421;171.421;;;;;;871.644
41005;PO5;Noventa;2015;;;;;;14.640;455.920;;;;57.425;7.050;;7.050;7.050;81.524;;;81.524;81.524;;;;;;616.559
41008;REC;A S O J;2011;;;;;;48.753;3.042.839;;;;;930.500;;930.500;930.500;2.980.894;;;2.980.894;2.980.894;;;;;;7.002.986
41008;REC;A S O J;2012;;;;;;;2.295.167;;;;;888.776;;888.776;888.776;4.579.480;;;4.579.480;4.579.480;;;;;;7.763.423
41008;REC;A S O J;2013;;;;;;;2.778.463;;;;697.219;338.983;;338.983;338.983;4.981.939;;;4.981.939;4.981.939;;;;;;8.796.604
41008;REC;A S O J;2014;;;;;;;2.929.416;;;;;2.518.743;;2.518.743;2.518.743;3.588.576;;;3.588.576;3.588.576;;;;;;9.036.735
41008;REC;A S O J;2015;;;;;;;3.364.491;;;;528.936;234.194;;234.194;234.194;2.809.157;525.003;;2.284.154;2.809.157;;;;;;6.936.778
41011;PO5;Stg Schgroep GelderVeste;2011;;;;;;88.246;753.810;16.353;;;60.623;236.481;-3.215;239.696;236.481;30.952;30.952;;;30.952;;;;;;1.186.465
41011;PO5;Stg Schgroep GelderVeste;2012;;;;;;130.921;744.227;284.398;;;71.881;84.400;-10.531;94.931;84.400;30.860;30.860;;;30.860;;;;;;1.346.687
41011;PO5;Stg Schgroep GelderVeste;2013;;;;;;279.651;700.074;72.054;;;71.980;389.669;-416;390.085;389.669;4.081;4.081;;;4.081;;;;;;1.517.509
41011;PO5;Stg Schgroep GelderVeste;2014;;;;;;58.047;672.762;68.248;;;124.492;51.250;-4.445;55.695;51.250;31.859;31.859;;;31.859;;;;;;1.006.658
41011;PO5;Stg Schgroep GelderVeste;2015;;;;;;321.745;693.468;;;;41.609;158.106;;158.106;158.106;119.139;77.008;;42.131;119.139;;;;;;1.334.067
41012;PO5;Stg Con PO Reg Waterland;2011;;;;;;;858.289;;;;121.658;151.258;;151.258;151.258;97.244;55.400;;41.844;97.244;25.172;;;25.172;25.172;1.203.277
41012;PO5;Stg Con PO Reg Waterland;2012;;;;;;16.039;845.187;;;;181.822;72.842;;72.842;72.842;164.710;49.032;;115.678;164.710;;25.172;25.172;;;1.280.600
41012;PO5;Stg Con PO Reg Waterland;2013;;;;;;29.648;821.253;;;;138.796;47.430;;47.430;47.430;212.686;104.822;;107.864;212.686;;;;;;1.249.813
41012;PO5;Stg Con PO Reg Waterland;2014;;;;;;11.553;941.706;;;;470.193;37.161;;37.161;37.161;339.070;162.664;;176.406;339.070;;;;;;1.799.683
41012;PO5;Stg Con PO Reg Waterland;2015;;;;;;958;842.376;;;;300.449;146.045;;146.045;146.045;204.939;83.962;;120.977;204.939;;;;;;1.494.767
41013;PO3;ATOS;2011;;;;;;;145.134;;;;22.062;2.971;2.778;193;2.971;18.862;;;18.862;18.862;;;;;;189.029
41013;PO3;ATOS;2012;;;;;;;198.785;;;;4.994;43.339;13.127;30.212;43.339;14.350;4.307;;10.043;14.350;;;;;;261.468
