BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;1.4.1 - GEBRUIKSGOEDEREN;1.4.1.1 - VERKRIJGINGSPRIJS GEBRUIKSGOEDEREN;1.4.1T - GEBRUIKSGOEDEREN;1.4.2 - VOORUITBETAALD OP VOORRADEN;1.4T - VOORRADEN;1.5.1 - DEBITEUREN;1.5.2 - OCW/EZ;1.5.3 - GROEPSMAATSCHAPPIJEN;1.5.4 - ANDERE DEELNEMINGEN;1.5.5 - STUDENTEN/DEELNEMERS/CURSISTEN;1.5.6 - OVERIGE OVERHEDEN;1.5.7 - OVERIGE VORDERINGEN;1.5.7.1 - PERSONEEL;1.5.7.2 - OVERIGE;1.5.7T - OVERIGE VORDERINGEN;1.5.8 - OVERLOPENDE ACTIVA;1.5.8.1 - VOORUITBETAALDE KOSTEN;1.5.8.2 - VERSTREKTE VOORSCHOTTEN;1.5.8.3 - OVERIGE OVERLOPENDE ACTIVA;1.5.8T - OVERLOPENDE ACTIVA;1.5.9 - AF: VOORZIENINGEN WEGENS ONINBAARHEID;1.5.9.1 - STAND PER 1-1;1.5.9.2 - ONTTREKKING;1.5.9.3 - DOTATIE;1.5.9T - AF: VOORZIENINGEN WEGENS ONINBAARHEID;1.5T - VORDERINGEN
41013;PO3;ATOS;2013;;;;;;;167.951;;;;3.407;42.830;19.643;23.187;42.830;8.714;1.762;;6.952;8.714;;;;;;222.902
41013;PO3;ATOS;2014;;;;;;;290.416;;;;683;31.986;25.254;6.732;31.986;8.258;400;;7.858;8.258;;;;;;331.343
41013;PO3;ATOS;2015;;;;;;;193.737;;;;372;30.687;1;30.686;30.687;10.124;4.196;;5.928;10.124;;;;;;234.920
41018;PO5;Stichting Fortior;2011;;;;;;4.629;749.717;;;;;160.333;;160.333;160.333;283.628;44.596;;239.032;283.628;;;;;;1.198.307
41018;PO5;Stichting Fortior;2012;;;;;;5.503;732.123;;;;;83.009;;83.009;83.009;196.204;26.522;;169.682;196.204;;;;;;1.016.839
41018;PO5;Stichting Fortior;2013;;;;;;;699.068;;;;;127.762;;127.762;127.762;206.537;23.036;;183.501;206.537;;;;;;1.033.367
41018;PO5;Stichting Fortior;2014;;;;;;105.430;768.751;;;;12.020;194.871;;194.871;194.871;69.253;69.253;;;69.253;;;;;;1.150.325
41018;PO5;Stichting Fortior;2015;;;;;;68.840;735.770;;;;2.138;88.788;;88.788;88.788;66.847;;;66.847;66.847;;;;;;962.383
41019;SBO;Fed Ver Plus SWV Streek;2011;;;;;;135.051;92.267;;;;;27.903;;27.903;27.903;52.103;23.203;;28.900;52.103;;;;;;307.324
41019;SBO;Fed Ver Plus SWV Streek;2012;;;;;;100.641;93.869;;;;5.050;46.545;13.528;33.017;46.545;28.703;4.774;;23.929;28.703;;;;;;274.808
41019;SBO;Fed Ver Plus SWV Streek;2013;;;;;;103.612;90.537;;;;4.738;40.419;;40.419;40.419;21.662;6.794;;14.868;21.662;;;;;;260.968
41019;SBO;Fed Ver Plus SWV Streek;2014;;;;;;70.309;102.558;;;;5.244;98.917;;98.917;98.917;13.020;2.895;;10.125;13.020;;;;;;290.048
41019;SBO;Fed Ver Plus SWV Streek;2015;;;;;;3.923;105.031;;;;823;42.297;;42.297;42.297;10.587;5.084;;5.503;10.587;;;;;;162.661
41020;PO4;Stg Kath Prim Ond NOVUM;2011;;;;;;5.394;357.307;;;;;70.088;;70.088;70.088;461.823;14.855;;446.968;461.823;;;;;;894.612
41020;PO4;Stg Kath Prim Ond NOVUM;2012;;;;;;;351.548;;;;;61.763;;61.763;61.763;15.006;15.006;;;15.006;;;;;;428.317
41020;PO4;Stg Kath Prim Ond NOVUM;2013;;;;;;8.636;290.882;;;;419.256;87.863;;87.863;87.863;22.302;22.302;;;22.302;;;;;;828.939
41020;PO4;Stg Kath Prim Ond NOVUM;2014;;;;;;5.532;394.528;;;;;61.542;;61.542;61.542;40.300;40.300;;;40.300;;;;;;501.902
41020;PO4;Stg Kath Prim Ond NOVUM;2015;;;;;;23.625;361.653;;;;;93.813;;93.813;93.813;30.279;30.279;;;30.279;;;;;;509.370
41023;PO5;S K B A;2011;;;;;;-248.858;-13.670.966;18.121.137;;;-378.709;209.942;;209.942;209.942;189.908;188.158;1.750;;189.908;;;;;;4.222.454
41023;PO5;S K B A;2012;;;;;;342.440;2.213.904;886.208;;;570.488;105.703;;105.703;105.703;71.670;69.920;1.750;;71.670;;;;;;4.190.413
41023;PO5;S K B A;2013;;;;;;131.442;1.564.480;3.560.843;;;95.815;232.677;;232.677;232.677;156.810;150.547;6.263;;156.810;;;;;;5.742.067
41023;PO5;S K B A;2014;;;;;;503.280;1.779.551;2.460.634;;;53.771;203.890;;203.890;203.890;95.455;94.955;500;;95.455;10.000;;;10.000;10.000;5.086.581
41023;PO5;S K B A;2015;;;;;;627.349;2.515.905;;;;636.428;477.459;;477.459;477.459;446.570;415.367;31.203;;446.570;10.000;10.000;;;10.000;4.693.711
41025;PO5;VGPO Noordoost Ned;2011;;;;;;;440.144;;;;45.076;85.035;48.192;36.843;85.035;;;;;;;;;;;570.255
41025;PO5;VGPO Noordoost Ned;2012;;;;;;35.031;412.372;;;;;128.873;15.003;113.870;128.873;18.138;18.138;;;18.138;;;;;;594.414
41025;PO5;VGPO Noordoost Ned;2013;;;;;;40.360;346.097;;;;;68.005;3.518;64.487;68.005;7.825;7.825;;;7.825;;;;;;462.287
41025;PO5;VGPO Noordoost Ned;2014;;;;;;27.773;497.051;;;;;149.412;21.167;128.245;149.412;23.156;23.156;;;23.156;;;;;;697.392
41025;PO5;VGPO Noordoost Ned;2015;;;;;;42.096;105.688;;;;;76.151;17.626;58.525;76.151;23.295;23.295;;;23.295;;;;;;247.230
41039;PO4;Ver PCBO gem Dantumadeel;2011;;;;;;10.978;265.719;;;;39.424;;;;;60.448;;;60.448;60.448;;;;;;376.569
41039;PO4;Ver PCBO gem Dantumadeel;2012;;;;;;;276.697;;;;53.180;;;;;74.884;;;74.884;74.884;;;;;;404.762
41039;PO4;Ver PCBO gem Dantumadeel;2013;;;;;;5.103;232.760;;;;25.293;;;;;72.060;;;72.060;72.060;;;;;;335.215
41039;PO4;Ver PCBO gem Dantumadeel;2014;;;;;;7.098;307.981;;;;5.425;;;;;50.274;;;50.274;50.274;;;;;;370.778
41039;PO4;Ver PCBO gem Dantumadeel;2015;;;;;;159;285.246;;;;40.490;;;;;73.200;;;73.200;73.200;;;;;;399.095
41047;SBO;Stichting SBO De Vlieger;2011;;;;;;8.509;;;;;;;;;;28.915;2.891;;26.024;28.915;;;;;;37.424
41047;SBO;Stichting SBO De Vlieger;2012;;;;;;34.119;191.828;;;;;;;;;35.574;3.032;;32.542;35.574;;;;;;261.521
41047;SBO;Stichting SBO De Vlieger;2013;;;;;;15.244;174.657;;;;2.936;;;;;96.439;36.239;;60.200;96.439;;;;;;289.276
41047;SBO;Stichting SBO De Vlieger;2014;;;;;;;208.439;;;;8.436;22.866;;22.866;22.866;145.126;8.750;;136.376;145.126;;;;;;384.867
41047;SBO;Stichting SBO De Vlieger;2015;;;;;;;196.831;;;;9.769;2.518;;2.518;2.518;19.946;4.277;;15.669;19.946;;;;;;229.064
41052;PO4;Ver PC BO gem Coevorden;2011;;;;;;;242.632;;;;77.101;79.028;;79.028;79.028;21.664;21.664;;;21.664;;;;;;420.425
41052;PO4;Ver PC BO gem Coevorden;2012;;;;;;;217.847;;;;3.416;102.770;;102.770;102.770;10.067;10.067;;;10.067;;;;;;334.100
41052;PO4;Ver PC BO gem Coevorden;2013;;;;;;;236.608;;;;63.000;129.052;;129.052;129.052;9.049;9.049;;;9.049;;;;;;437.709
41052;PO4;Ver PC BO gem Coevorden;2014;;;;;;;268.014;;;;13.386;121.706;1.049;120.657;121.706;17.745;8.014;;9.731;17.745;;;;;;420.851
41052;PO4;Ver PC BO gem Coevorden;2015;;;;;;;242.870;;;;4.047;61.186;24.578;36.608;61.186;35.745;3.185;;32.560;35.745;;;;;;343.848
41053;PO1;Stg Groningse Schoolver;2011;;;;;;28.327;125.753;;;;;162.085;;162.085;162.085;;;;;;;;;;;316.165
41053;PO1;Stg Groningse Schoolver;2012;;;;;;13.275;132.539;;;;;184.377;;184.377;184.377;125.745;125.745;;;125.745;;;;;;455.936
41053;PO1;Stg Groningse Schoolver;2013;;;;;;34.134;138.426;;;;;215.160;;215.160;215.160;299.916;299.916;;;299.916;;;;;;687.636
41053;PO1;Stg Groningse Schoolver;2014;;;;;;17.321;156.758;;;;162.142;240.384;;240.384;240.384;14.519;12.782;;1.737;14.519;;;;;;591.124
41053;PO1;Stg Groningse Schoolver;2015;;;;;;25.724;165.160;;;;44.640;245.339;;245.339;245.339;22.897;22.897;;;22.897;;;;;;503.760
41061;WSNS;Fed SWV Regio Oldenzaal;2011;;;;;;;186;;;;;70.184;;70.184;70.184;15.275;;;15.275;15.275;;;;;;85.645
41061;WSNS;Fed SWV Regio Oldenzaal;2012;;;;;;;2.793;;;;;131.762;;131.762;131.762;11.468;;;11.468;11.468;;;;;;146.023
41061;WSNS;Fed SWV Regio Oldenzaal;2013;;;;;;;-300;;;;;87.951;;87.951;87.951;1.058;;;1.058;1.058;;;;;;88.709
41061;WSNS;Fed SWV Regio Oldenzaal;2014;;;;;;;;;;;;121;;121;121;;;;;;;;;;;121
41062;PO1;Stichting Gewoon Anders;2012;;;;;;470.743;;;;;;;;;;600.545;11.690;;588.855;600.545;;;;;;1.071.288
41062;PO1;Stichting Gewoon Anders;2013;;;;;;45.474;;;;;;;;;;1.381.848;12.093;;1.369.755;1.381.848;;;;;;1.427.322
41062;PO1;Stichting Gewoon Anders;2014;;;;;;22.512;1.225.007;;;;;423.973;;423.973;423.973;6.128;6.128;;;6.128;;;;;;1.677.620
41062;PO1;Stichting Gewoon Anders;2015;;;;;;;165.878;;;;;250;;250;250;3.831;908;;2.923;3.831;;;;;;169.959
41081;PO2;Mont Ver Vreugd en Rust;2011;;;;;;49.624;181.679;;;;;;;;;68.372;;;68.372;68.372;32.522;48.762;16.240;;32.522;267.153
41081;PO2;Mont Ver Vreugd en Rust;2012;;;;;;;177.835;;;;;;;;;74.306;;;74.306;74.306;;;;;;252.141
41081;PO2;Mont Ver Vreugd en Rust;2013;;;;;;;137.012;;;;481;2.744;;2.744;2.744;70.664;;;70.664;70.664;;;;;;210.901
41081;PO2;Mont Ver Vreugd en Rust;2014;;;;;;;196.237;;;;20.570;;;;;66.712;;;66.712;66.712;;;;;;283.519
41081;PO2;Mont Ver Vreugd en Rust;2015;;;;;;116.008;178.872;;;;19.525;59.165;;59.165;59.165;55.983;54.040;;1.943;55.983;66.437;66.437;;;66.437;363.116
41090;PO4;Stg RK Ond Bommelerwaard;2011;;;;;;1.040;387.833;;;;;218.730;;218.730;218.730;13.437;13.437;;;13.437;;;;;;621.040
41090;PO4;Stg RK Ond Bommelerwaard;2012;;;;;;;389.393;;;;;96.972;;96.972;96.972;11.972;11.972;;;11.972;;;;;;498.337
41090;PO4;Stg RK Ond Bommelerwaard;2013;;;;;;1.926;388.372;;;;;120.726;;120.726;120.726;11.231;10.231;;1.000;11.231;;;;;;522.255
41090;PO4;Stg RK Ond Bommelerwaard;2014;;;;;;18.977;445.279;;;;;60.504;;60.504;60.504;5.545;5.362;183;;5.545;;;;;;530.305
41090;PO4;Stg RK Ond Bommelerwaard;2015;;;;;;111.380;408.315;;;;;58.367;;58.367;58.367;34.832;16.266;;18.566;34.832;;;;;;612.894
41125;PO5;Iris VCO te Kampen;2011;;;;;;20.740;572.961;;;;21.851;;;;;118.112;;;118.112;118.112;;;;;;733.664
41125;PO5;Iris VCO te Kampen;2012;;;;;;16.247;573.150;;;;120.765;;;;;194.666;;;194.666;194.666;;;;;;904.829
41125;PO5;Iris VCO te Kampen;2013;;;;;;13.895;494.391;;;;30;;;;;164.257;;;164.257;164.257;;;;;;672.573
41125;PO5;Iris VCO te Kampen;2014;;;;;;;668.930;;;;104.608;;;;;149.525;;;149.525;149.525;;;;;;923.063
41125;PO5;Iris VCO te Kampen;2015;;;;;;925;615.894;;;;15.976;;;;;70.539;;;70.539;70.539;;;;;;703.334
41127;PO5;Stg Chr SG De Waard;2011;;;;;;121.168;785.668;;;;349.822;50.950;8.292;42.658;50.950;45.827;45.827;;;45.827;;;;;;1.353.435
41127;PO5;Stg Chr SG De Waard;2012;;;;;;215.604;836.833;;;;220.901;75.181;-5.671;80.852;75.181;65.858;65.858;;;65.858;;;;;;1.414.377
41127;PO5;Stg Chr SG De Waard;2013;;;;;;176.581;821.033;;;;30.000;175.288;70.017;105.271;175.288;29.686;6.307;;23.379;29.686;7.128;;;7.128;7.128;1.225.460
41127;PO5;Stg Chr SG De Waard;2014;;;;;;51.392;921.307;;;;206.289;169.746;111.747;57.999;169.746;20.750;1.612;;19.138;20.750;16.632;;;16.632;16.632;1.352.852
41127;PO5;Stg Chr SG De Waard;2015;;;;;;64.679;865.790;;;;71.721;68.051;;68.051;68.051;12.740;;;12.740;12.740;44.136;44.136;;;44.136;1.038.845
41138;PO5;Ver Vechtstreek en Venen;2011;;;;;;;605.651;;;;;348.477;;348.477;348.477;42.239;;;42.239;42.239;;;;;;996.367
41138;PO5;Ver Vechtstreek en Venen;2012;;;;;;;581.939;;;;;300.908;;300.908;300.908;26.031;;;26.031;26.031;;;;;;908.878
41138;PO5;Ver Vechtstreek en Venen;2013;;;;;;;584.988;;;;;333.428;;333.428;333.428;24.555;;;24.555;24.555;;;;;;942.971
41138;PO5;Ver Vechtstreek en Venen;2014;;;;;;;664.585;;;;;164.997;;164.997;164.997;18.363;;;18.363;18.363;;;;;;847.945
41138;PO5;Ver Vechtstreek en Venen;2015;;;;;;;603.812;;;;;301.257;;301.257;301.257;16.145;16.145;;;16.145;;;;;;921.214
41148;PO4;SKOR;2011;;;;;;;385.935;;;;158.053;69.940;68.491;1.449;69.940;106.072;27.597;;78.475;106.072;;;;;;720.000
41148;PO4;SKOR;2012;;;;;;;539.906;;;;39.974;39.454;38.005;1.449;39.454;55.757;19.807;;35.950;55.757;;;;;;675.091
41148;PO4;SKOR;2013;;;;;;;520.401;;;;34.593;50.529;50.529;;50.529;186.545;36.242;;150.303;186.545;;;;;;792.068
41148;PO4;SKOR;2014;;;;;;;606.357;;;;51.102;61.769;61.769;;61.769;114.101;114.101;;;114.101;;;;;;833.329
41148;PO4;SKOR;2015;;;;;;;552.139;;;;32.710;46.827;;46.827;46.827;173.061;49.844;;123.217;173.061;;;;;;804.737
41154;PO5;SCPOV Veenendaal e o;2011;;;;;;;972.813;;;;172.016;298.077;;298.077;298.077;69.051;30.553;;38.498;69.051;;;;;;1.511.957
41154;PO5;SCPOV Veenendaal e o;2012;;;;;;;1.022.704;;;;61.784;127.766;43.113;84.653;127.766;57.852;39.788;;18.064;57.852;;;;;;1.270.106
41154;PO5;SCPOV Veenendaal e o;2013;;;;;;;884.790;;;;210.686;232.082;111.151;120.931;232.082;76.988;70.635;;6.353;76.988;;;;;;1.404.546
41154;PO5;SCPOV Veenendaal e o;2014;;;;;;;453.674;;;;247.517;256.013;81.950;174.063;256.013;40.712;39.989;;723;40.712;103.109;;;103.109;103.109;894.807
41154;PO5;SCPOV Veenendaal e o;2015;;;;;;;930.905;;;;23.766;126.128;99.555;26.573;126.128;45.816;42.439;;3.377;45.816;;;;;;1.126.615
41167;PO3;MOZON;2011;;;;;;2.619;184.495;;;;;1.944;;1.944;1.944;116.268;;;116.268;116.268;;;;;;305.326
41167;PO3;MOZON;2012;;;;;;;180.806;;;;14.617;;;;;42.375;;;42.375;42.375;;;;;;237.798
41167;PO3;MOZON;2013;;;;;;7.047;183.657;;;;;;;;;146.995;;;146.995;146.995;;;;;;337.699
41167;PO3;MOZON;2014;;;;;;17.001;221.809;;;;6.119;117.644;;117.644;117.644;14.525;14.525;;;14.525;;;;;;377.098
41167;PO3;MOZON;2015;;;;;;8.657;198.056;;;;;31.982;;31.982;31.982;40.452;12.489;24.844;3.119;40.452;;;;;;279.147
41168;PO4;VGPO De Zevenster;2011;;;;;;32.243;237.144;;;;142.823;77.651;;77.651;77.651;49.118;49.118;;;49.118;;;;;;538.979
41168;PO4;VGPO De Zevenster;2012;;;;;;25.671;237.028;;;;42.564;55.533;;55.533;55.533;11.184;11.184;;;11.184;;;;;;371.980
41168;PO4;VGPO De Zevenster;2013;;;;;;28.619;228.997;;;;8.736;1.650;;1.650;1.650;9.101;9.101;;;9.101;;;;;;277.103
41168;PO4;VGPO De Zevenster;2014;;;;;;38.560;265.158;;;;14.140;920;;920;920;9.449;;;9.449;9.449;;;;;;328.227
41168;PO4;VGPO De Zevenster;2015;;;;;;23.789;224.704;;;;;5.018;;5.018;5.018;18.323;;;18.323;18.323;;;;;;271.834
41178;REC;Stg Dr C.P. v Leersumsch;2011;;;;;;;235.458;;;;236.869;;;;;84.866;987;;83.879;84.866;;;;;;557.193
41178;REC;Stg Dr C.P. v Leersumsch;2012;;;;;;;277.207;;;;336.564;;;;;145.920;3.917;;142.003;145.920;;;;;;759.691
41178;REC;Stg Dr C.P. v Leersumsch;2013;;;;;;;217.633;;;;8.955;;;;;263.950;7.234;9.556;247.160;263.950;;;;;;490.538
41178;REC;Stg Dr C.P. v Leersumsch;2014;;;;;;;215.418;;;;;418.892;;418.892;418.892;3.154;;;3.154;3.154;;;;;;637.464
41178;REC;Stg Dr C.P. v Leersumsch;2015;;;;;;;209.088;;;;151.483;149.064;;149.064;149.064;;;;;;;;;;;509.635
41184;PO2;Dordtse Sch Ver Alg Grsl;2011;;;;;;;126.934;;;;;179.837;;179.837;179.837;6.371;;;6.371;6.371;;;;;;313.142
41184;PO2;Dordtse Sch Ver Alg Grsl;2012;;;;;;;124.861;;;;;134.375;;134.375;134.375;8.071;;;8.071;8.071;;;;;;267.307
41184;PO2;Dordtse Sch Ver Alg Grsl;2013;;;;;;81.863;133.323;;;;;72.016;;72.016;72.016;16.716;;;16.716;16.716;;;;;;303.918
41184;PO2;Dordtse Sch Ver Alg Grsl;2014;;;;;;94.201;155.452;;;;;139.218;;139.218;139.218;78.895;;;78.895;78.895;;;;;;467.766
41184;PO2;Dordtse Sch Ver Alg Grsl;2015;;;;;;76.946;154.469;;;;;27.728;;27.728;27.728;81.680;16.130;;65.550;81.680;;;;;;340.823
41191;PO6;I S O B;2011;;;;;;;910.382;;;;260.392;63.351;;63.351;63.351;635.988;;;635.988;635.988;;;;;;1.870.113
41191;PO6;I S O B;2012;;;;;;;842.814;253.738;;;165.517;66.290;;66.290;66.290;427.231;;;427.231;427.231;;;;;;1.755.590
41191;PO6;I S O B;2013;;;;;;;829.525;262.927;;;84.470;100.246;;100.246;100.246;466.448;;;466.448;466.448;;;;;;1.743.616
41191;PO6;I S O B;2014;;;;;;;956.492;;;;88.792;105.147;;105.147;105.147;636.720;;;636.720;636.720;;;;;;1.787.151
41191;PO6;I S O B;2015;;;;;;62.270;840.504;;;;351.277;57.758;;57.758;57.758;223.905;;;223.905;223.905;;;;;;1.535.714
41193;PO4;Stg PCO De Woudse Venen;2011;;;;;;;277.753;;;;59.971;107.022;;107.022;107.022;38.935;32.590;2.276;4.069;38.935;;;;;;483.681
41193;PO4;Stg PCO De Woudse Venen;2012;;;;;;;298.137;;;;5.603;85.458;;85.458;85.458;21.173;14.828;2.276;4.069;21.173;;;;;;410.371
41193;PO4;Stg PCO De Woudse Venen;2013;;;;;;20.858;205.513;;;;334.900;21.754;;21.754;21.754;17.202;1.912;2.276;13.014;17.202;;;;;;600.227
41193;PO4;Stg PCO De Woudse Venen;2014;;;;;;;236.603;;;;31.409;85.518;;85.518;85.518;65.757;7.062;2.276;56.419;65.757;;;;;;419.287
41193;PO4;Stg PCO De Woudse Venen;2015;;;;;;;278.078;;;;21.748;35.815;;35.815;35.815;59.419;;;59.419;59.419;;;;;;395.060
41194;PO5;Stg De Vier Windstreken;2011;;;;;;;809.838;;;;116.836;216.313;9.783;206.530;216.313;111.295;39.888;;71.407;111.295;;;;;;1.254.282
41194;PO5;Stg De Vier Windstreken;2012;;;;;;;829.204;;;;;204.420;16.684;187.736;204.420;54.928;14.709;;40.219;54.928;;;;;;1.088.552
41194;PO5;Stg De Vier Windstreken;2013;;;;;;;708.557;;;;;274.347;47.709;226.638;274.347;59.742;37.179;;22.563;59.742;;;;;;1.042.646
41194;PO5;Stg De Vier Windstreken;2014;;;;;;;914.741;;;;;329.095;64.629;264.466;329.095;38.765;17.030;;21.735;38.765;;;;;;1.282.601
41194;PO5;Stg De Vier Windstreken;2015;;;;;;;829.287;;;;;515.151;;515.151;515.151;36.998;22.319;;14.679;36.998;;;;;;1.381.436
41196;PO4;Ver CPO Zuidwest Drenthe;2011;;;;;;25.796;285.935;;;;7.860;31.526;1.271;30.255;31.526;;;;;;;;;;;351.117
41196;PO4;Ver CPO Zuidwest Drenthe;2012;;;;;;;268.922;;;;21.495;14.056;;14.056;14.056;36.186;4.303;;31.883;36.186;;;;;;340.659
41196;PO4;Ver CPO Zuidwest Drenthe;2013;;;;;;;257.924;;;;23.910;30.381;;30.381;30.381;67.960;13.059;;54.901;67.960;;;;;;380.175
41196;PO4;Ver CPO Zuidwest Drenthe;2014;;;;;;;290.369;;;;39.322;11.258;;11.258;11.258;71.565;11.177;;60.388;71.565;;;;;;412.514
41196;PO4;Ver CPO Zuidwest Drenthe;2015;;;;;;;266.954;;;;10.268;54.254;10.426;43.828;54.254;29.689;;;29.689;29.689;;;;;;361.165
41200;REC;Stichting Het Driespan;2011;;;;;;2.152;1.191.841;;;;;;;;;821.963;67.314;;754.649;821.963;;;;;;2.015.956
41200;REC;Stichting Het Driespan;2012;;;;;;3.921;1.180.236;;;;;;;;;907.146;46.269;;860.877;907.146;-50.000;-50.000;;;-50.000;2.141.303
41200;REC;Stichting Het Driespan;2013;;;;;;41.261;1.077.652;11.260;;;;1.224.739;10.124;1.214.615;1.224.739;;;;;;5.000;50.000;45.000;;5.000;2.349.912
41200;REC;Stichting Het Driespan;2014;;;;;;62.683;1.264.663;176.136;;;;260.208;83;260.125;260.208;;;;;;;5.000;5.000;;;1.763.690
41200;REC;Stichting Het Driespan;2015;;;;;;39.252;1.468.494;8.720;;;;599.346;;599.346;599.346;37.396;;;37.396;37.396;;;;;;2.153.208
41210;REC;Stg SGM De Brouwerij;2011;;;;;;;190.723;;;;32.141;39.460;656;38.804;39.460;35.711;524;;35.187;35.711;;;;;;298.035
41210;REC;Stg SGM De Brouwerij;2012;;;;;;;199.771;;;;230.499;62.314;11.966;50.348;62.314;85.705;;;85.705;85.705;;;;;;578.289
41210;REC;Stg SGM De Brouwerij;2013;;;;;;;66.160;;;;29.230;174.448;44.910;129.538;174.448;116.831;1.755;;115.076;116.831;;;;;;386.669
41210;REC;Stg SGM De Brouwerij;2014;;;;;;;396.061;;;;49.981;34.054;24.893;9.161;34.054;9.386;2.616;;6.770;9.386;;;;;;489.482
41210;REC;Stg SGM De Brouwerij;2015;;;;;;;223.832;;;;234.693;454.512;63.515;390.997;454.512;11.682;7.397;;4.285;11.682;55.075;55.075;;;55.075;869.644
41213;PO1;Stg Evang Onderwijs;2011;;;;;;9.623;70.712;;;;;16.426;;16.426;16.426;8.463;;;8.463;8.463;;;;;;105.224
41213;PO1;Stg Evang Onderwijs;2012;;;;;;9.009;68.370;;;;;11.766;;11.766;11.766;6.129;;;6.129;6.129;;;;;;95.274
41213;PO1;Stg Evang Onderwijs;2013;;;;;;3.609;73.352;;;;;14.696;;14.696;14.696;7.891;;;7.891;7.891;;;;;;99.548
41213;PO1;Stg Evang Onderwijs;2014;;;;;;10.788;85.611;;;;;13.675;;13.675;13.675;8.460;8.428;32;;8.460;;;;;;118.534
41213;PO1;Stg Evang Onderwijs;2015;;;;;;17.949;74.859;;;;;16.862;;16.862;16.862;3.075;3.075;;;3.075;1.916;1.916;;;1.916;110.829
41223;PO6;Stichting PRODAS;2011;;;;;;109.000;1.205.000;;;;;1.440.000;;1.440.000;1.440.000;35.000;35.000;;;35.000;;;;;;2.789.000
41223;PO6;Stichting PRODAS;2012;;;;;;62.000;1.074.000;;;;;1.206.000;;1.206.000;1.206.000;42.000;42.000;;;42.000;;;;;;2.384.000
41223;PO6;Stichting PRODAS;2013;;;;;;48.000;889.000;;;;;484.000;;484.000;484.000;74.000;74.000;;;74.000;;;;;;1.495.000
41223;PO6;Stichting PRODAS;2014;;;;;;18.000;1.316.000;;4.000;;127.000;289.000;;289.000;289.000;101.000;101.000;;;101.000;;;;;;1.855.000
41223;PO6;Stichting PRODAS;2015;;;;;;110.000;1.202.000;75.000;4.000;;933.000;368.000;;368.000;368.000;47.000;43.000;;4.000;47.000;;;;;;2.739.000
41226;PO4;Stg Monton;2011;;;;;;;363.907;;;;60.022;13.946;;13.946;13.946;20.107;20.107;;;20.107;;;;;;457.982
41226;PO4;Stg Monton;2012;;;;;;;398.715;;;;53.395;95.930;;95.930;95.930;42.243;42.243;;;42.243;;;;;;590.283
41226;PO4;Stg Monton;2013;;;;;;;350.359;;;;46.497;120.341;;120.341;120.341;41.995;41.995;;;41.995;;;;;;559.192
41226;PO4;Stg Monton;2014;;;;;;;400.471;;;;19.575;89.273;;89.273;89.273;29.199;29.199;;;29.199;;;;;;538.518
41226;PO4;Stg Monton;2015;;;;;;;460.968;;;;;39.601;;39.601;39.601;36.376;16.080;;20.296;36.376;;;;;;536.945
41228;PO4;Primair;2011;;;;;;12.009;660.317;;;;;158.668;;158.668;158.668;19.516;;;19.516;19.516;;;;;;850.510
41228;PO4;Primair;2012;;;;;;12.557;635.538;;;;;835.598;;835.598;835.598;21.014;21.014;;;21.014;;;;;;1.504.707
41228;PO4;Primair;2013;;;;;;19.477;625.859;;;;;969.528;;969.528;969.528;86.546;86.546;;;86.546;;;;;;1.701.410
41228;PO4;Primair;2014;;;;;;57.181;701.433;;;;54.741;60.224;;60.224;60.224;73.508;73.508;;;73.508;;;;;;947.087
41228;PO4;Primair;2015;;;;;;;606.324;;;;;47.900;;47.900;47.900;208.285;;;208.285;208.285;;;;;;862.509
41233;PO4;Stg Kath Sint Antonius;2011;;;;;;30.369;277.185;;;;24.846;56.610;;56.610;56.610;51.400;24.557;;26.843;51.400;;;;;;440.410
41233;PO4;Stg Kath Sint Antonius;2012;;;;;;141.965;219.141;;;;374.199;31.436;;31.436;31.436;47.512;26.058;;21.454;47.512;;;;;;814.253
41233;PO4;Stg Kath Sint Antonius;2013;;;;;;46.056;199.883;;;;72.558;70.708;854;69.854;70.708;39.336;25.263;;14.073;39.336;;;;;;428.541
41233;PO4;Stg Kath Sint Antonius;2014;;;;;;89.346;256.801;;;;3.102;69.861;;69.861;69.861;67.013;56.084;;10.929;67.013;;;;;;486.123
41233;PO4;Stg Kath Sint Antonius;2015;;;;;;23.738;220.951;;;;2.941;42.196;;42.196;42.196;40.334;32.961;;7.373;40.334;;;;;;330.160
41239;PO4;De Stroming;2011;;;;;;;275.071;;;;;103.032;;103.032;103.032;16.432;;;16.432;16.432;;;;;;394.535
41239;PO4;De Stroming;2012;;;;;;;274.299;;;;;107.157;;107.157;107.157;14.343;;;14.343;14.343;;;;;;395.799
41239;PO4;De Stroming;2013;;;;;;;266.195;;;;;85.405;;85.405;85.405;20.391;;;20.391;20.391;;;;;;371.991
41239;PO4;De Stroming;2014;;;;;;165;304.306;;;;;139.890;;139.890;139.890;19.272;;;19.272;19.272;;;;;;463.633
41239;PO4;De Stroming;2015;;;;;;330;288.933;;;;;51.726;;51.726;51.726;9.488;;;9.488;9.488;;;;;;350.477
41240;PO3;SKOR;2011;;;;;;67.720;366.711;;;;;104.624;;104.624;104.624;81.229;;;81.229;81.229;;;;;;620.284
