PEILDATUM_LEERLINGEN;PRIKDATUM_SCORES;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;LEERJAAR_8;ONTHEFFING_REDEN_ND;CET_AANTAL;CET_GEM;IEP_AANTAL;IEP_GEM;ROUTE8_AANTAL;ROUTE8_GEM
20160415;20160722;13EN;00;Basisschool Buurse;7481RL;HAAKSBERGEN; 158;Haaksbergen;Overijssel;Bo;Rooms-Katholiek;25351;15;0;15;533,933333333333;0; ;0;
20160415;20160722;13EQ;00;De Wingerd;6546XN;NIJMEGEN; 268;Nijmegen;Gelderland;Bo;Rooms-Katholiek;29810;45;0;45;531;0; ;0;
20160415;20160722;13ER;00;Koningin Emmaschool;8262AN;KAMPEN; 166;Kampen;Overijssel;Bo;Protestants-Christelijk;41125;12;0;0; ;0; ;13;199,461538461538
20160415;20160722;13ES;00;De Bron;3224TT;HELLEVOETSLUIS; 530;Hellevoetsluis;Zuid-Holland;Bo;Protestants-Christelijk;41507;19;0;19;527,052631578947;0; ;0;
20160415;20160722;13ES;01;Basisschool de Brug;3223XE;HELLEVOETSLUIS; 530;Hellevoetsluis;Zuid-Holland;Bo;Protestants-Christelijk;41507;16;0;16;531,125;0; ;0;
20160415;20160722;13EZ;00;Basissch Klein Heyendaal;6524NP;NIJMEGEN; 268;Nijmegen;Gelderland;Bo;Rooms-Katholiek;47100;57;0;56;539,946428571429;0; ;0;
20160415;20160722;13FA;00;RK Basissch de Oostpoort;2611SN;DELFT; 503;Delft;Zuid-Holland;Bo;Rooms-Katholiek;40928;45;1;0; ;0; ;44;206
20160415;20160722;13FE;00;CBS De Rank;8315AM;LUTTELGEEST; 171;Noordoostpolder;Flevoland;Bo;Protestants-Christelijk;52274;10;0;10;540;0; ;0;
20160415;20160722;13FF;00;Basissch Harmpje Visser;8322GH;URK; 184;Urk;Flevoland;Bo;Protestants-Christelijk;53015;24;0;0; ;24;74,8333333333333;0;
20160415;20160722;13FI;00;De Regenboog;7671ZX;VRIEZENVEEN;1700;Twenterand;Overijssel;Bo;Protestants-Christelijk;61751;24;0;24;536,083333333333;0; ;0;
20160415;20160722;13FK;00;Basisschool de Blokwhere;1132NA;VOLENDAM; 385;Edam-Volendam;Noord-Holland;Bo;Rooms-Katholiek;72853;26;0;26;533,576923076923;0; ;0;
20160415;20160722;13FM;00;De Visserschool;1057VB;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;81316;15;1;14;526,928571428571;0; ;0;
20160415;20160722;13FP;00;Basissch met de Bijbel;3881RG;PUTTEN; 273;Putten;Gelderland;Bo;Protestants-Christelijk;40862;3;0;3; ;0; ;0;
20160415;20160722;13FR;00;Valentijn;1095VZ;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;81316;19;4;15;531,2;0; ;0;
20160415;20160722;13FU;00;Basisschool op de Esch;9551BM;SELLINGEN;  48;Vlagtwedde;Groningen;Bo;Openbaar;10925;10;0;10;538,2;0; ;0;
20160415;20160722;13FW;00;OBS De Regenboog;7776BA;SLAGHAREN; 160;Hardenberg;Overijssel;Bo;Openbaar;41630;8;0;0; ;0; ;8;191,625
20160415;20160722;13GC;00;BS De Tweemaster;4201HR;GORINCHEM; 512;Gorinchem;Zuid-Holland;Bo;Samenwerking Opb., RK;41386;19;3;16;537,3125;0; ;0;
20160415;20160722;13GD;00;Obs de Tandem;9301PK;RODEN;1699;Noordenveld;Drenthe;Bo;Openbaar;11711;11;0;11;535,272727272727;0; ;0;
20160415;20160722;13GJ;00;OBS G.A. van der Lugt;7275AG;GELSELAAR;1859;Berkelland;Gelderland;Bo;Openbaar;41413;11;0;11;532,636363636364;0; ;0;
20160415;20160722;13GL;00;Basisschool de Peperklip;3112ZM;SCHIEDAM; 606;Schiedam;Zuid-Holland;Bo;Openbaar;41567;29;0;0; ;29;70,6206896551724;0;
20160415;20160722;13GN;00;Bs Giethoorn Noord;8355BB;GIETHOORN;1708;Steenwijkerland;Overijssel;Bo;Openbaar;41816;8;0;8;539,375;0; ;0;
20160415;20160722;13GQ;00;De Schuthoek;7908EE;HOOGEVEEN; 118;Hoogeveen;Drenthe;Bo;Openbaar;42557;45;1;44;536,227272727273;0; ;0;
20160415;20160722;13GU;00;OBS de Viermaster;9642KX;VEENDAM;  47;Veendam;Groningen;Bo;Openbaar;41780;47;0;47;536,617021276596;0; ;0;
20160415;20160722;13GV;00;Bs de Krunenstrobbe;9023AG;JORWERT; 140;Littenseradiel;Friesland;Bo;Openbaar;41856;3;0;0; ;0; ;3;
20160415;20160722;13GW;00;De Gouwaert;3267AN;GOUDSWAARD; 588;Korendijk;Zuid-Holland;Bo;Openbaar;41444;2;0;2; ;0; ;0;
20160415;20160722;13HA;00;Basisschool de Velden;8391KG;NOORDWOLDE FR;  98;Weststellingwerf;Friesland;Bo;Openbaar;41631;6;0;0; ;0; ;6;187,5
20160415;20160722;13HB;00;OBS de Waterlelie;9673BL;WINSCHOTEN;1895;Oldambt;Groningen;Bo;Openbaar;41613;19;0;21;532,714285714286;0; ;0;
20160415;20160722;13HC;00;Obs Remix;3235BR;ROCKANJE; 614;Westvoorne;Zuid-Holland;Bo;Openbaar;41570;27;1;26;533;0; ;0;
20160415;20160722;13HD;00;OBS Louis Buelens;5632PD;EINDHOVEN; 772;Eindhoven;Noord-Brabant;Bo;Openbaar;41248;16;0;0; ;0; ;16;199,875
20160415;20160722;13HE;00;Zwetteschool;8603BP;SNEEK;1900;Súdwest-Fryslân;Friesland;Bo;Openbaar;42546;35;0;0; ;0; ;35;198,942857142857
20160415;20160722;13HI;00;Burg Westerbeekschool;4064CL;VARIK; 304;Neerijnen;Gelderland;Bo;Openbaar;41561;14;0;14;535,071428571429;0; ;0;
20160415;20160722;13HJ;00;Obs Wis en Wierig;7011BP;GAANDEREN; 222;Doetinchem;Gelderland;Bo;Openbaar;41371;28;0;28;532,642857142857;0; ;0;
20160415;20160722;13HM;00;Bs Wethouder Brederode;2286MV;RIJSWIJK ZH; 603;Rijswijk;Zuid-Holland;Bo;Openbaar;41441;16;0;0; ;16;72,25;0;
20160415;20160722;13HN;00;PC Bs het Kompas;2922GN;KRIMPEN AAN DEN IJSSEL; 542;Krimpen aan den IJssel;Zuid-Holland;Bo;Protestants-Christelijk;43227;51;0;51;533,098039215686;0; ;0;
20160415;20160722;13HO;00;RK SSBO De Horizon;2717CR;ZOETERMEER; 637;Zoetermeer;Zuid-Holland;Sbo;Rooms-Katholiek;40377;33;0;0; ;0; ;0;
20160415;20160722;13HQ;00;RK Basissch St Paulus;5402XH;UDEN; 856;Uden;Noord-Brabant;Bo;Rooms-Katholiek;32177;15;3;12;531,25;0; ;0;
20160415;20160722;13HR;00;Het Erf;3902CZ;VEENENDAAL; 345;Veenendaal;Utrecht;Bo;Protestants-Christelijk;41154;44;0;44;533,159090909091;0; ;0;
20160415;20160722;13HT;00;Basisschool Sint Jozef;6606AJ;NIFTRIK; 296;Wijchen;Gelderland;Bo;Rooms-Katholiek;38001;3;0;3; ;0; ;0;
20160415;20160722;13HU;00;Basisschool de Beemd;5482HA;SCHIJNDEL; 844;Schijndel;Noord-Brabant;Bo;Rooms-Katholiek;40874;41;0;0; ;0; ;41;211,951219512195
20160415;20160722;13HV;00;PC Bs de Regenboog;2353PL;LEIDERDORP; 547;Leiderdorp;Zuid-Holland;Bo;Protestants-Christelijk;41316;4;0;4; ;0; ;0;
20160415;20160722;13HX;00;Samenspel (loc. Kantershof);1104HJ;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Samenwerking PC, RK;43864;67;10;57;535,087719298246;0; ;0;
20160415;20160722;13HY;00;Pr Willem Alexandersch;3078CK;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;47595;38;10;28;530,392857142857;0; ;0;
20160415;20160722;13IC;00;Mauritsschool;3434CA;NIEUWEGEIN; 356;Nieuwegein;Utrecht;Bo;Protestants-Christelijk;41528;17;0;17;539,235294117647;0; ;0;
20160415;20160722;13ID;00;Sjaloomschool;2224BP;KATWIJK ZH; 537;Katwijk;Zuid-Holland;Bo;Protestants-Christelijk;40508;18;0;18;535;0; ;0;
20160415;20160722;13IE;00;Chr Basissch Eben Haezer;9101AC;DOKKUM;  58;Dongeradeel;Friesland;Bo;Protestants-Christelijk;40788;27;0;27;533,37037037037;0; ;0;
20160415;20160722;13IF;00;Basisschool het Kompas;1333EC;ALMERE;  34;Almere;Flevoland;Bo;Protestants-Christelijk;40114;15;1;14;532,285714285714;0; ;0;
20160415;20160722;13IH;00;Rehobothschool;3905GJ;VEENENDAAL; 345;Veenendaal;Utrecht;Bo;Protestants-Christelijk;70085;73;0;0; ;73;82,027397260274;0;
20160415;20160722;13IK;00;De Kameleon;2691EE;'S-GRAVENZANDE;1783;Westland;Zuid-Holland;Bo;Protestants-Christelijk;41454;62;0;0; ;60;80,3;0;
20160415;20160722;13IL;00;Prins Mauritsschool;2282CN;RIJSWIJK ZH; 603;Rijswijk;Zuid-Holland;Bo;Protestants-Christelijk;20281;35;0;0; ;35;84,0285714285714;0;
20160415;20160722;13IP;00;RK Bs 't Schrijverke;8225AZ;LELYSTAD; 995;Lelystad;Flevoland;Bo;Rooms-Katholiek;40950;43;0;43;532,837209302326;0; ;0;
20160415;20160722;13IQ;00;De Regenboog;3731XG;DE BILT; 310;De Bilt;Utrecht;Bo;Protestants-Christelijk;41794;30;0;30;537,466666666667;0; ;0;
20160415;20160722;13IR;00;Willem Alexanderschool;8935LW;LEEUWARDEN;  80;Leeuwarden;Friesland;Bo;Protestants-Christelijk;41419;26;0;0; ;0; ;26;190,923076923077
20160415;20160722;13IT;00;SBO C Hummeling;1212BW;HILVERSUM; 402;Hilversum;Noord-Holland;Sbo;Rooms-Katholiek;78912;17;2;0; ;0; ;17;147,411764705882
20160415;20160722;13IU;00;RK Basissch De Loofhut;1355GK;ALMERE;  34;Almere;Flevoland;Bo;Rooms-Katholiek;40950;10;0;0; ;0; ;0;
20160415;20160722;13IV;00;PC Basissch de Wegwijzer;2231VD;RIJNSBURG; 537;Katwijk;Zuid-Holland;Bo;Protestants-Christelijk;80095;39;1;38;534,710526315789;0; ;0;
20160415;20160722;13IZ;00;Pr Willem v Oranjeschool;4532AE;TERNEUZEN; 715;Terneuzen;Zeeland;Bo;Protestants-Christelijk;41241;43;0;43;533,232558139535;0; ;0;
20160415;20160722;13JA;00;Basissch Pr W Alexander;3772EE;BARNEVELD; 203;Barneveld;Gelderland;Bo;Protestants-Christelijk;83579;29;0;29;535,206896551724;0; ;0;
20160415;20160722;13JH;00;OBS De Vliegerdt;3216AB;ABBENBROEK;1930;Nissewaard;Zuid-Holland;Bo;Openbaar;41570;9;0;9;527,888888888889;0; ;0;
20160415;20160722;13JJ;00;OBS de Sprenge;8171KC;VAASSEN; 232;Epe;Gelderland;Bo;Openbaar;41345;25;2;0; ;23;82,4782608695652;0;
20160415;20160722;13JJ;01;Obs De Sprenge Vaassen;8171LH;VAASSEN; 232;Epe;Gelderland;Bo;Openbaar;41345;4;0;0; ;4; ;0;
20160415;20160722;13JJ;02;Obs De Sprenge Lok Emst;8166AP;EMST; 232;Epe;Gelderland;Bo;Openbaar;41345;12;0;0; ;12;82,4166666666667;0;
20160415;20160722;13JK;00;Openbare Basisschool op Koers;7051AK;VARSSEVELD;1509;Oude IJsselstreek;Gelderland;Bo;Openbaar;41501;51;1;50;534,26;0; ;0;
20160415;20160722;13JK;01;Obs Wethouder Berkhoff;7065BB;SINDEREN;1509;Oude IJsselstreek;Gelderland;Bo;Openbaar;41501;6;0;6;532,833333333333;0; ;0;
20160415;20160722;13JL;00;obs Op Weg;4542AG;HOEK; 715;Terneuzen;Zeeland;Bo;Openbaar;40803;14;0;14;542,5;0; ;0;
20160415;20160722;13JM;00;Obs Triangel;1771AD;WIERINGERWERF;1911;Hollands Kroon;Noord-Holland;Bo;Openbaar;41438;10;0;10;524,8;0; ;0;
20160415;20160722;13JP;00;It Twaspan;9287LV;TWIJZELERHEIDE;  59;Achtkarspelen;Friesland;Bo;Openbaar;41492;12;1;11;529,727272727273;0; ;0;
20160415;20160722;13JQ;00;Omnis school de Schakel;4436AC;OUDELANDE; 654;Borsele;Zeeland;Bo;Openbaar;42634;6;0;6;533;0; ;0;
20160415;20160722;13JR;00;Obs Schengehof;4458BJ;'S-HEER ARENDSKERKE; 664;Goes;Zeeland;Bo;Openbaar;41670;12;0;12;533;0; ;0;
20160415;20160722;13JS;00;Basisschool Trimbeets;8401PV;GORREDIJK;  86;Opsterland;Friesland;Bo;Openbaar;41806;8;0;0; ;0; ;8;201,625
20160415;20160722;13JV;00;Paschalisschool;2596XH;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;20281;49;0;49;541,040816326531;0; ;0;
20160415;20160722;13JX;00;Chr BS Anna van Buren;7523BJ;ENSCHEDE; 153;Enschede;Overijssel;Bo;Protestants-Christelijk;24844;70;2;68;534,617647058824;0; ;0;
20160415;20160722;13JY;00;Basissch Sint Bonifacius;7482SR;HAAKSBERGEN; 158;Haaksbergen;Overijssel;Bo;Rooms-Katholiek;25351;8;0;8;536,75;0; ;0;
20160415;20160722;13KB;00;Willem van Oranjeschool;8265ZD;KAMPEN; 166;Kampen;Overijssel;Bo;Protestants-Christelijk;41125;56;0;0; ;0; ;56;207,75
20160415;20160722;13KD;00;De Hoeksteen;3263BP;OUD-BEIJERLAND; 584;Oud-Beijerland;Zuid-Holland;Bo;Protestants-Christelijk;41127;28;0;28;534,107142857143;0; ;0;
20160415;20160722;13KG;00;Basissch Oranje Nassau;6717JA;EDE GLD; 228;Ede;Gelderland;Bo;Protestants-Christelijk;42587;14;0;14;536,571428571429;0; ;0;
20160415;20160722;13KI;00;KBS Geert Groote;3315SB;DORDRECHT; 505;Dordrecht;Zuid-Holland;Bo;Rooms-Katholiek;46385;39;0;39;534,282051282051;0; ;0;
