BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;3.1.1 - RIJKSBIJDRAGEN OCW/EZ;3.1.1.1 - RIJKSBIJDRAGE OCW;3.1.1.2 - RIJKSBIJDRAGE EZ;3.1.2 - OVERIGE SUBSIDIES OCW/EZ;3.1.2.1 - OVERIGE SUBSIDIES OCW/EZ;3.1.2.1.1 - OVERIGE SUBSIDIES OCW;3.1.2.1.2 - GEOORMERKTE SUBSIDIES;3.1.2.2 - OVERIGE SUBSIDIES EZ;3.1.2.2.1 - OVERIGE SUBSIDIES EZ;3.1.2.2.2 - NIET-GEOORMERKTE SUBSIDIES;3.1.2.3.1 - TOEREKENING INVESTERINGSSUBSIDIES;3.1.3 - AF: INKOMENSOVERDRACHTEN;3.1.3.2 - DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1.3T - INKOMENSOVERDRACHTEN;3.1.4 - ONTVANGEN DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1.4.1 - ONTVANGEN DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1T - RIJKSBIJDRAGEN;3.2.1 - PARTICIPATIEBUDGET;3.2.1.1 - BIJDRAGE EDUCATIE;3.2.1.3 - REÏNTEGRATIE;3.2.1.4 - INBURGERING;3.2.1T - PARTICIPATIEBUDGET;3.2.2 - OVERIGE OVERHEIDSBIJDRAGEN EN -SUBSIDIES;3.2T - OVERIGE OVERHEIDSBIJDRAGEN EN -SUBSIDIES
72464;REC;Stichting CSO Apeldoorn;2014;7.195.308;7.195.308;;283.391;283.391;;;;283.391;;;;;;275.519;;7.754.218;;;;;;35.212;35.212
72464;REC;Stichting CSO Apeldoorn;2015;7.421.906;7.421.906;;271.575;271.575;271.575;;;;;;;;;677.530;677.530;8.371.011;;;;;;34.642;34.642
72554;PO3;Stg R.K. Primair Onderwijs;2011;3.407.818;3.407.818;;111.474;111.474;11.985;;;99.489;;;;;;;;3.519.292;;;;;;181.771;181.771
72554;PO3;Stg R.K. Primair Onderwijs;2012;3.257.538;3.257.538;;142.371;142.371;1.771;;;140.600;;;;;;;;3.399.909;;;;;;197.975;197.975
72554;PO3;Stg R.K. Primair Onderwijs;2013;3.032.651;3.032.651;;307.258;307.258;;;;307.258;;;;;;;;3.339.909;;;;;;235.394;235.394
72554;PO3;Stg R.K. Primair Onderwijs;2014;2.935.815;2.935.815;;132.235;132.235;132.235;;;;;;;;;14.104;;3.082.154;;;;;;227.644;227.644
72554;PO3;Stg R.K. Primair Onderwijs;2015;2.942.146;2.942.146;;74.020;74.020;74.020;;;;;;;;;83.278;83.278;3.099.444;;;;;;280.632;280.632
72568;PO1;Ver Verstr Ond Ref Grond;2011;726.877;726.877;;72.437;72.437;11.099;;;61.338;;;;;;;;799.314;;;;;;900;900
72568;PO1;Ver Verstr Ond Ref Grond;2012;725.164;725.164;;86.013;86.013;1.925;;;84.088;;;;;;;;811.177;;;;;;;
72568;PO1;Ver Verstr Ond Ref Grond;2013;754.444;754.444;;78.599;78.599;1.522;;;77.077;;;;;;;;833.043;;;;;;485;485
72568;PO1;Ver Verstr Ond Ref Grond;2014;731.440;731.440;;60.449;60.449;60.449;;;;;;;;;19.811;;811.700;;;;;;490;490
72568;PO1;Ver Verstr Ond Ref Grond;2015;754.492;754.492;;27.895;27.895;27.895;;;;;;;;;49.599;49.599;831.986;;;;;;475;475
72750;PO1;Ver Jenaplansch Gorkum;2011;832.126;832.126;;28.944;28.944;5.264;;;23.680;;;;;;;;861.070;;;;;;;
72750;PO1;Ver Jenaplansch Gorkum;2012;827.481;827.481;;33.729;33.729;;;;33.729;;;;;;;;861.210;;;;;;4.323;4.323
72750;PO1;Ver Jenaplansch Gorkum;2013;869.926;869.926;;37.376;37.376;;;;37.376;;;;;;;;907.302;;;;;;31.642;31.642
72750;PO1;Ver Jenaplansch Gorkum;2014;891.614;891.614;;39.796;39.796;;;;39.796;;;;;;;;931.410;;;;;;1.113;1.113
72750;PO1;Ver Jenaplansch Gorkum;2015;1.032.969;1.032.969;;26.246;26.246;26.246;;;;;;;;;;;1.059.215;;;;;;;
72905;REC;Stg Speciaal Onderwijs;2011;28.557.533;28.557.533;;3.535.426;3.535.426;8.830;;;3.526.596;;;;;;;;32.092.959;44.930;44.930;;;44.930;144.417;189.347
72905;REC;Stg Speciaal Onderwijs;2012;29.640.345;29.640.345;;3.801.014;3.801.014;;;;3.801.014;;;;;;;;33.441.359;59.907;59.907;;;59.907;130.148;190.055
72905;REC;Stg Speciaal Onderwijs;2013;29.248.072;29.248.072;;4.293.666;4.293.666;;;;4.293.666;;;;;;;;33.541.738;;;;;;205.220;205.220
72905;REC;Stg Speciaal Onderwijs;2014;31.609.018;31.609.018;;2.624.475;2.624.475;225.756;;;2.398.719;;;;;;15.000;;34.248.493;;;;;;175.987;175.987
72905;REC;Stg Speciaal Onderwijs;2015;22.711.865;22.711.865;;188.237;188.237;188.237;;;;;;;;;;;22.900.102;;;;;;667.827;667.827
73114;REC;Stg Spec Ond Tilburg;2011;26.645.800;26.645.800;;;;;;;;;;;;;;;26.645.800;;;;;;2.823.466;2.823.466
73114;REC;Stg Spec Ond Tilburg;2012;27.261.378;27.261.378;;;;;;;;;;;;;;;27.261.378;;;;;;2.839.310;2.839.310
73114;REC;Stg Spec Ond Tilburg;2013;27.353.010;27.353.010;;;;;;;;;;;;;;;27.353.010;;;;;;2.897.219;2.897.219
73114;REC;Stg Spec Ond Tilburg;2014;27.807.926;27.807.926;;;;;;;;;;;;;;;27.807.926;;;;;;2.097.499;2.097.499
73114;REC;Stg Spec Ond Tilburg;2015;24.399.641;24.399.641;;89.027;89.027;89.027;;;;;;;;;3.987.124;3.987.124;28.475.792;;;;;;478.620;478.620
73191;PO4;Stg Nuwelijn;2011;7.036.977;7.036.977;;25.088;25.088;25.088;;;;;;;;;;;7.062.065;;;;;;119.399;119.399
73191;PO4;Stg Nuwelijn;2012;7.031.207;7.031.207;;104.063;104.063;18.988;;;85.075;;;;;;;;7.135.270;;;;;;142.343;142.343
73191;PO4;Stg Nuwelijn;2013;6.964.892;6.964.892;;441.483;441.483;17.494;;;423.989;;;;;;;;7.406.375;;;;;;140.325;140.325
73191;PO4;Stg Nuwelijn;2014;6.774.262;6.774.262;;289.892;289.892;289.892;;;;;;;;;129.628;;7.193.782;;;;;;184.916;184.916
73191;PO4;Stg Nuwelijn;2015;6.930.786;6.930.786;;207.815;207.815;207.815;;;;;;;;;340.602;340.602;7.479.203;;;;;;108.084;108.084
73283;PO1;RK Stg De Goede Herder;2011;1.962.458;1.962.458;;3.137;3.137;3.137;;;;;;;;;;;1.965.595;;;;;;84.023;84.023
73283;PO1;RK Stg De Goede Herder;2012;1.956.530;1.956.530;;;;;;;;;;;;;;;1.956.530;;;;;;41.023;41.023
73283;PO1;RK Stg De Goede Herder;2013;2.046.436;2.046.436;;;;;;;;;;;;;;;2.046.436;;;;;;96.503;96.503
73283;PO1;RK Stg De Goede Herder;2014;1.729.402;1.729.402;;259.978;259.978;259.978;;;;;;;;;22.341;;2.011.721;;;;;;70.731;70.731
73283;PO1;RK Stg De Goede Herder;2015;1.897.996;1.897.996;;42.042;42.042;42.042;;;;;;;;;68.800;68.800;2.008.838;;;;;;97.857;97.857
73556;PO1;Kath Stg St Albertus;2011;2.110.295;2.110.295;;1.421;1.421;1.421;;;;;;;;;;;2.111.716;20.617;20.617;;;20.617;;20.617
73556;PO1;Kath Stg St Albertus;2012;2.154.234;2.154.234;;500;500;500;;;;;;;;;;;2.154.734;18.990;18.990;;;18.990;;18.990
73556;PO1;Kath Stg St Albertus;2013;2.236.393;2.236.393;;;;;;;;;;;;;;;2.236.393;;;;;;26.743;26.743
73556;PO1;Kath Stg St Albertus;2014;1.992.615;1.992.615;;77.021;77.021;77.021;;;;;;;;;17.402;17.402;2.087.038;;;;;;31.702;31.702
73556;PO1;Kath Stg St Albertus;2015;2.030.567;2.030.567;;54.110;54.110;54.110;;;;;;;;;53.273;53.273;2.137.950;;;;;;22.119;22.119
73712;PO5;SKIPOV;2011;14.322.719;14.322.719;;104.119;104.119;104.119;;;;;;;;;;;14.426.838;291.403;291.403;;;291.403;18.677;310.080
73712;PO5;SKIPOV;2012;14.270.188;14.270.188;;;;;;;;;;;;;;;14.270.188;;;;;;257.068;257.068
73712;PO5;SKIPOV;2013;14.429.153;14.429.153;;;;;;;;;;;;;;;14.429.153;;;;;;238.694;238.694
73712;PO5;SKIPOV;2014;13.391.481;13.391.481;;;;;;;;;;;;;297.482;;13.688.963;;;;;;289.151;289.151
73712;PO5;SKIPOV;2015;12.950.890;12.950.890;;;;;;;;;;;;;654.966;654.966;13.605.856;;;;;;308.267;308.267
73724;PO1;Nicolaas Stg Sch Haren;2011;1.305.114;1.305.114;;10.404;10.404;4.510;;;5.894;;;;;;;;1.315.518;70.822;70.822;;;70.822;;70.822
73724;PO1;Nicolaas Stg Sch Haren;2012;1.320.807;1.320.807;;28.027;28.027;;;;28.027;;;;;;;;1.348.834;101.383;101.383;;;101.383;;101.383
73724;PO1;Nicolaas Stg Sch Haren;2013;1.410.224;1.410.224;;37.083;37.083;;;;37.083;;;;;;;;1.447.307;63.021;63.021;;;63.021;;63.021
73724;PO1;Nicolaas Stg Sch Haren;2014;1.469.706;1.469.706;;37.951;37.951;;;;37.951;;;;;;19.365;;1.527.022;63.021;63.021;;;63.021;;63.021
73724;PO1;Nicolaas Stg Sch Haren;2015;1.663.637;1.663.637;;31.142;31.142;31.142;;;;;;;;;76.886;76.886;1.771.665;;;;;;9.835;9.835
73906;REC;Stg Kempenhaeghe;2011;13.308.944;13.308.944;;658.514;658.514;7.689;;;650.825;;;;;;;;13.967.458;;;;;;903.062;903.062
73906;REC;Stg Kempenhaeghe;2012;13.343.936;13.343.936;;696.915;696.915;3.636;;;693.279;;;;;;;;14.040.851;;;;;;1.017.425;1.017.425
73906;REC;Stg Kempenhaeghe;2013;14.054.218;14.054.218;;629.781;629.781;;;;629.781;;;;;;;;14.683.999;;;;;;880.023;880.023
73906;REC;Stg Kempenhaeghe;2014;14.502.349;14.502.349;;730.324;730.324;730.324;;;;;;;;;2.300;;15.234.973;;;;;;555.359;555.359
73906;REC;Stg Kempenhaeghe;2015;15.156.365;15.156.365;;688.836;688.836;688.836;;;;;;;;;43.959;43.959;15.889.160;;;;;;605.889;605.889
73919;PO6;Stichting Flore;2011;33.134.705;33.134.705;;1.710.804;1.710.804;110.478;;;1.600.326;;;;;;;;34.845.509;270.040;270.040;;;270.040;2.218.955;2.488.995
73919;PO6;Stichting Flore;2012;32.680.649;32.680.649;;2.065.121;2.065.121;44.589;;;2.020.532;;;;;;;;34.745.770;197.830;197.830;;;197.830;1.851.530;2.049.360
73919;PO6;Stichting Flore;2013;32.160.630;32.160.630;;3.760.413;3.760.413;306;;;3.758.082;;2.025;;;;;;35.921.043;321.377;321.377;;;321.377;1.340.775;1.662.152
73919;PO6;Stichting Flore;2014;32.665.355;32.665.355;;2.094.208;2.094.208;2.094.208;;;;;;;;;749.356;749.356;35.508.919;208.961;208.961;;;208.961;1.330.983;1.539.944
73919;PO6;Stichting Flore;2015;32.823.905;32.823.905;;1.614.209;1.614.209;1.614.209;;;;;;;;;1.665.115;1.665.115;36.103.229;;;;;;279.253;279.253
73932;PO3;Stg Kath Ond Borsele;2011;3.060.690;3.060.690;;140.631;140.631;8.992;;;130.760;;879;;;;;;3.201.321;;;;;;22.271;22.271
73932;PO3;Stg Kath Ond Borsele;2012;3.088.635;3.088.635;;186.849;186.849;3.770;;;182.226;;853;;;;;;3.275.484;;;;;;27.431;27.431
73932;PO3;Stg Kath Ond Borsele;2013;3.088.993;3.088.993;;310.270;310.270;;;;309.453;;817;;;;;;3.399.263;;;;;;19.200;19.200
73932;PO3;Stg Kath Ond Borsele;2014;3.102.656;3.102.656;;175.756;175.756;175.756;;;;;;;;;11.948;11.948;3.290.360;;;;;;8.195;8.195
73932;PO3;Stg Kath Ond Borsele;2015;3.236.888;3.236.888;;125.528;125.528;125.528;;;;;;;;;41.553;41.553;3.403.969;;;;;;13.177;13.177
74010;SBO;Stg Spec Ond Reg Helmond;2011;4.732.421;4.732.421;;144.955;144.955;32.880;;;112.075;;;;;;;;4.877.376;120.132;120.132;;;120.132;;120.132
74010;SBO;Stg Spec Ond Reg Helmond;2012;4.568.210;4.568.210;;94.803;94.803;;;;94.803;;;;;;;;4.663.013;37.889;37.889;;;37.889;46.471;84.360
74010;SBO;Stg Spec Ond Reg Helmond;2013;4.449.387;4.449.387;;304.262;304.262;;;;304.262;;;;;;;;4.753.649;;;;;;128.458;128.458
74010;SBO;Stg Spec Ond Reg Helmond;2014;4.533.410;4.533.410;;206.251;206.251;206.251;;;;;;;;;240.361;;4.980.022;;;;;;48.826;48.826
74010;SBO;Stg Spec Ond Reg Helmond;2015;4.445.447;4.445.447;;269.130;269.130;269.130;;;;;;;;;572.514;572.514;5.287.091;;;;;;49.340;49.340
74023;REC;Expertisecentrum A van Dijksch;2015;2.223.166;2.223.166;;17.892;17.892;17.892;;;;;;;;;1.140;1.140;2.242.198;;;;;;57.620;57.620
74024;PO1;Ver voor Chr Onderwijs;2011;1.061.830;1.061.830;;16.049;16.049;2.806;;;13.243;;;;;;;;1.077.879;;;;;;7.793;7.793
74024;PO1;Ver voor Chr Onderwijs;2012;1.047.424;1.047.424;;34.992;34.992;;;;34.992;;;;;;;;1.082.416;;;;;;6.837;6.837
74024;PO1;Ver voor Chr Onderwijs;2013;1.071.956;1.071.956;;58.532;58.532;;;;58.532;;;;;;;;1.130.488;;;;;;11.690;11.690
74024;PO1;Ver voor Chr Onderwijs;2014;1.012.727;1.012.727;;52.393;52.393;;;;52.393;;;;;;;;1.065.120;;;;;;7.631;7.631
74024;PO1;Ver voor Chr Onderwijs;2015;995.070;995.070;;21.009;21.009;21.009;;;;;;;;;44.079;44.079;1.060.158;;;;;;6.946;6.946
74049;PO6;Signum;2011;28.933.178;28.933.178;;3.119.175;3.119.175;221.950;;;2.897.225;;;;;;;;32.052.353;358.113;358.113;;;358.113;667.742;1.025.855
74049;PO6;Signum;2012;29.015.026;29.015.026;;3.425.051;3.425.051;130.000;;;3.295.051;;;;;;;;32.440.077;632.361;632.361;;;632.361;;632.361
74049;PO6;Signum;2013;30.136.493;30.136.493;;3.834.198;3.834.198;213.055;;;3.621.143;;;;;;;;33.970.691;686.127;686.127;;;686.127;;686.127
74049;PO6;Signum;2014;28.672.476;28.672.476;;3.074.118;3.074.118;8.750;;;3.065.368;;;;;;;;31.746.594;652.250;652.250;;;652.250;457.678;1.109.928
74049;PO6;Signum;2015;31.230.459;31.230.459;;3.568.245;3.568.245;3.568.245;;;;;;;;;204.273;204.273;35.002.977;;;;;;1.036.056;1.036.056
74127;REC;Stichting Gabriel;2011;5.486.659;5.486.659;;;;;;;;;;;;;;;5.486.659;;;;;;26.289;26.289
74127;REC;Stichting Gabriel;2012;5.653.774;5.653.774;;;;;;;;;;;;;;;5.653.774;;;;;;24.350;24.350
74127;REC;Stichting Gabriel;2013;5.851.776;5.851.776;;;;;;;;;;;;;;;5.851.776;;;;;;38.000;38.000
74127;REC;Stichting Gabriel;2014;6.041.816;6.041.816;;;;;;;;;;;;;;;6.041.816;;;;;;41.951;41.951
74127;REC;Stichting Gabriel;2015;5.933.615;5.933.615;;23.427;23.427;23.427;;;;;;;;;;;5.957.042;;;;;;41.691;41.691
74154;PO6;Stg Kath PO Roosendaal;2011;27.229.052;27.229.052;;1.929.903;1.929.903;174.591;;;1.755.312;;;;;;;;29.158.955;;;;;;454.767;454.767
74154;PO6;Stg Kath PO Roosendaal;2012;26.662.981;26.662.981;;2.195.895;2.195.895;196.058;;;1.999.837;;;;;;;;28.858.876;;;;;;515.978;515.978
74154;PO6;Stg Kath PO Roosendaal;2013;25.596.018;25.596.018;;3.076.035;3.076.035;201.622;;;2.874.413;;;;;;;;28.672.053;;;;;;601.844;601.844
74154;PO6;Stg Kath PO Roosendaal;2014;25.198.583;25.198.583;;1.768.252;1.768.252;32.737;;;1.735.515;;;;;;411.357;411.357;27.378.192;;;;;;609.067;609.067
74154;PO6;Stg Kath PO Roosendaal;2015;25.597.776;25.597.776;;1.205.721;1.205.721;1.205.721;;;;;;;;;1.170.954;1.170.954;27.974.451;;;;;;450.094;450.094
74426;PO2;Stg RK Ond Huizen;2011;4.173.404;4.173.404;;27.968;27.968;27.968;;;;;;;;;;;4.201.372;;;;;;120.792;120.792
74426;PO2;Stg RK Ond Huizen;2012;4.331.203;4.331.203;;;;;;;;;;;;;;;4.331.203;44.119;44.119;;;44.119;;44.119
74426;PO2;Stg RK Ond Huizen;2013;4.465.533;4.465.533;;;;;;;;;;;;;;;4.465.533;;;;;;92.728;92.728
74426;PO2;Stg RK Ond Huizen;2014;4.250.799;4.120.261;130.538;;;;;;;;;;;;75.795;75.795;4.326.594;;;;;;74.482;74.482
74426;PO2;Stg RK Ond Huizen;2015;4.267.686;4.267.686;;90.243;90.243;90.243;;;;;;;;;104.197;104.197;4.462.126;;;;;;20.556;20.556
74466;PO1;Vereniging voor PC BSO;2011;609.037;609.037;;63.371;63.371;2.430;;;60.941;;;;;;;;672.408;;;;;;41.308;41.308
74466;PO1;Vereniging voor PC BSO;2012;594.881;594.881;;76.864;76.864;500;;;76.364;;;;;;;;671.745;;;;;;16.157;16.157
74466;PO1;Vereniging voor PC BSO;2013;592.276;592.276;;115.700;115.700;;;;115.700;;;;;;;;707.976;;;;;;14.318;14.318
74466;PO1;Vereniging voor PC BSO;2014;590.156;590.156;;57.261;57.261;;;;57.261;;;;;;8.090;;655.507;;;;;;13.414;13.414
74466;PO1;Vereniging voor PC BSO;2015;635.359;635.359;;36.195;36.195;36.195;;;;;;;;;22.492;22.492;694.046;;;;;;;
74492;PO2;Ver PC Ond Wassenaar;2011;1.868.389;1.868.389;;25.916;25.916;4.572;;;21.344;;;;;;;;1.894.305;;;;;;56.964;56.964
74492;PO2;Ver PC Ond Wassenaar;2012;1.853.303;1.853.303;;65.436;65.436;;;;65.436;;;;;;;;1.918.739;;;;;;40.524;40.524
74492;PO2;Ver PC Ond Wassenaar;2013;1.809.758;1.809.758;;180.117;180.117;;;;180.117;;;;;;;;1.989.875;;;;;;29.989;29.989
74492;PO2;Ver PC Ond Wassenaar;2014;1.781.721;1.781.721;;78.911;78.911;78.911;;;;;;;;;31.524;;1.892.156;;;;;;37.449;37.449
74492;PO2;Ver PC Ond Wassenaar;2015;1.870.247;1.870.247;;82.678;82.678;82.678;;;;;;;;;67.957;67.957;2.020.882;;;;;;34.203;34.203
74531;PO6;Stg Kind en Onderw Rotterdam;2011;35.006.308;35.006.308;;1.179.095;1.179.095;979.095;;;200.000;;;;;;;;36.185.403;2.607.215;2.151.369;455.846;;2.607.215;;2.607.215
74531;PO6;Stg Kind en Onderw Rotterdam;2012;34.573.391;34.573.391;;1.477.312;1.477.312;1.277.312;;;200.000;;;;;;;;36.050.703;3.803.835;3.381.348;422.487;;3.803.835;;3.803.835
74531;PO6;Stg Kind en Onderw Rotterdam;2013;35.024.134;35.024.134;;2.919.252;2.919.252;;;;2.919.252;;;;;;;;37.943.386;133.593;;133.593;;133.593;3.599.941;3.733.534
74531;PO6;Stg Kind en Onderw Rotterdam;2014;33.911.438;33.911.438;;1.892.302;1.892.302;1.892.302;;;;;;;;;342.991;;36.146.731;;;;;;5.030.148;5.030.148
74531;PO6;Stg Kind en Onderw Rotterdam;2015;34.520.315;34.520.315;;1.940.621;1.940.621;1.940.621;;;;;;;;;614.569;614.569;37.075.505;;;;;;5.343.237;5.343.237
74609;PO1;Ver voor BAO op GG te Berkenw;2011;617.419;617.419;;68.060;68.060;2.686;;;65.374;;;;;;;;685.479;;;;;;24.964;24.964
74609;PO1;Ver voor BAO op GG te Berkenw;2012;623.456;623.456;;94.489;94.489;12.262;;;82.227;;;;;;;;717.945;;;;;;;
74609;PO1;Ver voor BAO op GG te Berkenw;2013;657.623;657.623;;79.464;79.464;10.881;;;68.583;;;;;;;;737.087;;;;;;3.900;3.900
74609;PO1;Ver voor BAO op GG te Berkenw;2014;646.778;646.778;;45.309;45.309;45.309;;;;;;;;;16.292;;708.379;;;;;;7.314;7.314
74609;PO1;Ver voor BAO op GG te Berkenw;2015;696.076;696.076;;19.393;19.393;19.393;;;;;;;;;33.816;33.816;749.285;;;;;;4.179;4.179
74803;REC;Stg Adelante Onderwijs;2011;6.251.688;6.251.688;;1.486.077;1.486.077;;;;1.486.077;;;;;;;;7.737.765;;;;;;17.547;17.547
74803;REC;Stg Adelante Onderwijs;2012;6.704.965;6.704.965;;1.455.755;1.455.755;;;;1.455.755;;;;;;;;8.160.720;;;;;;17.919;17.919
74803;REC;Stg Adelante Onderwijs;2013;6.825.773;6.825.773;;1.523.500;1.523.500;;;;1.523.500;;;;;;;;8.349.273;;;;;;18.510;18.510
74803;REC;Stg Adelante Onderwijs;2014;6.882.540;6.882.540;;1.510.873;1.510.873;;;;1.510.873;;;;;;;;8.393.413;;;;;;22.938;22.938
74803;REC;Stg Adelante Onderwijs;2015;7.399.834;7.399.834;;881.282;881.282;881.282;;;;;;;;;;;8.281.116;;;;;;377.998;377.998
74868;PO1;Stg Kath BO Meijel;2011;2.196.967;2.196.967;;6.105;6.105;6.105;;;;;;;;;;;2.203.072;;;;;;12.797;12.797
74868;PO1;Stg Kath BO Meijel;2012;2.205.392;2.205.392;;3.580;3.580;3.580;;;;;;;;;;;2.208.972;;;;;;6.383;6.383
74868;PO1;Stg Kath BO Meijel;2013;2.316.422;2.316.422;;;;;;;;;;;;;;;2.316.422;;;;;;2.500;2.500
74868;PO1;Stg Kath BO Meijel;2014;2.201.221;2.201.221;;50.893;50.893;50.893;;;;;;;;;44.745;;2.296.859;;;;;;25.403;25.403
74868;PO1;Stg Kath BO Meijel;2015;2.329.358;2.329.358;;;;;;;;;;;;;143.356;143.356;2.472.714;;;;;;22.396;22.396
74973;PO1;Vereniging v PC Basisond;2011;1.509.085;1.509.085;;210.354;210.354;9.540;;;200.814;;;;;;;;1.719.439;4.014;4.014;;;4.014;;4.014
74973;PO1;Vereniging v PC Basisond;2012;1.474.307;1.474.307;;228.292;228.292;;;;228.292;;;;;;;;1.702.599;2.636;2.636;;;2.636;;2.636
74973;PO1;Vereniging v PC Basisond;2013;1.464.078;1.464.078;;312.445;312.445;;;;312.445;;;;;;;;1.776.523;5.397;5.397;;;5.397;;5.397
74973;PO1;Vereniging v PC Basisond;2014;1.476.732;1.476.732;;219.282;219.282;;;;219.282;;;;;;22.376;22.376;1.718.390;;;;;;;
74973;PO1;Vereniging v PC Basisond;2015;1.513.368;1.513.368;;226.535;226.535;226.535;;;;;;;;;59.881;59.881;1.799.784;;;;;;;
75064;PO1;Ver Stg Sch md Bijbel;2011;1.498.733;1.498.733;;65.201;65.201;8.607;;;56.594;;;;;;;;1.563.934;;;;;;;
75064;PO1;Ver Stg Sch md Bijbel;2012;1.464.314;1.464.314;;78.431;78.431;;;;78.431;;;;;;;;1.542.745;;;;;;;
75064;PO1;Ver Stg Sch md Bijbel;2013;1.593.297;1.593.297;;;;;;;;;;;;;;;1.593.297;;;;;;10.772;10.772
75064;PO1;Ver Stg Sch md Bijbel;2014;1.425.812;1.425.812;;91.932;91.932;91.932;;;;;;;;;5.265;;1.523.009;;;;;;6.635;6.635
75064;PO1;Ver Stg Sch md Bijbel;2015;1.490.291;1.490.291;;40.828;40.828;40.828;;;;;;;;;43.661;43.661;1.574.780;;;;;;5.353;5.353
75206;PO1;Stg Kath Sch Oegstgeest;2011;1.761.320;1.761.320;;;;;;;;;;;;;;;1.761.320;;;;;;55.508;55.508
75206;PO1;Stg Kath Sch Oegstgeest;2012;1.769.845;1.769.845;;;;;;;;;;;;;;;1.769.845;;;;;;36.841;36.841
75206;PO1;Stg Kath Sch Oegstgeest;2013;1.901.950;1.901.950;;;;;;;;;;;;;;;1.901.950;;;;;;34.822;34.822
75206;PO1;Stg Kath Sch Oegstgeest;2014;1.861.825;1.861.825;;;;;;;;;;;;;23.730;;1.885.555;;;;;;34.907;34.907
75206;PO1;Stg Kath Sch Oegstgeest;2015;1.918.745;1.918.745;;;;;;;;;;;;;63.408;63.408;1.982.153;;;;;;12.287;12.287
75219;PO6;Stichting KONOT;2011;25.525.237;25.525.237;;522.169;522.169;59.865;;;462.304;;;;;;;;26.047.406;;;;;;3.685.790;3.685.790
75219;PO6;Stichting KONOT;2012;25.229.936;25.229.936;;1.380.502;1.380.502;13.597;;;1.366.905;;;;;;;;26.610.438;;;;;;4.229.111;4.229.111
75219;PO6;Stichting KONOT;2013;25.913.229;25.913.229;;1.456.554;1.456.554;;;;1.456.554;;;;;;;;27.369.783;;;;;;377.255;377.255
75219;PO6;Stichting KONOT;2014;24.615.283;24.615.283;;1.152.426;1.152.426;;;;1.152.426;;;;;;476.943;;26.244.652;;;;;;32.859;32.859
75219;PO6;Stichting KONOT;2015;24.841.827;24.841.827;;881.438;881.438;881.438;;;;;;;;;1.493.586;1.493.586;27.216.851;;;;;;17.748;17.748
75375;PO5;Stg Kath Ond De Gouw;2011;21.875.787;21.875.787;;910.932;910.932;127.865;;;783.067;;;;;;;;22.786.719;;;;;;50.880;50.880
75375;PO5;Stg Kath Ond De Gouw;2012;21.774.941;21.774.941;;1.209.571;1.209.571;3.000;;;1.206.571;;;;;;;;22.984.512;;;;;;69.524;69.524
75375;PO5;Stg Kath Ond De Gouw;2013;21.409.950;21.409.950;;2.260.943;2.260.943;;;;2.260.943;;;;;;;;23.670.893;;;;;;38.854;38.854
75375;PO5;Stg Kath Ond De Gouw;2014;21.363.635;21.363.635;;1.168.063;1.168.063;;;;1.168.063;;;;;;238.353;238.353;22.770.051;;;;;;58.337;58.337
75375;PO5;Stg Kath Ond De Gouw;2015;22.003.888;22.003.888;;554.126;554.126;554.126;;;;;;;;;588.011;588.011;23.146.025;;;;;;21.132;21.132
75388;PO5;Stg Basisonderwys Oss;2011;18.771.325;18.771.325;;54.506;54.506;54.506;;;;;;;;;;;18.825.831;17.933;17.933;;;17.933;;17.933
75388;PO5;Stg Basisonderwys Oss;2012;19.371.796;19.371.796;;5.500;5.500;5.500;;;;;;;;;;;19.377.296;64.438;64.438;;;64.438;;64.438
75388;PO5;Stg Basisonderwys Oss;2013;20.186.244;20.186.244;;;;;;;;;;;;;;;20.186.244;;;;;;57.592;57.592
75388;PO5;Stg Basisonderwys Oss;2014;19.103.867;19.103.867;;;;;;;;;;;;;;;19.103.867;;;;;;129.763;129.763
75388;PO5;Stg Basisonderwys Oss;2015;19.306.495;19.306.495;;;;;;;;;;;;;851.957;851.957;20.158.452;;;;;;169.213;169.213
75531;PO3;Stg Kath Ond Pijnacker;2011;5.983.529;5.983.529;;143.891;143.891;23.277;;;120.614;;;;;;;;6.127.420;;;;;;8.183;8.183
75531;PO3;Stg Kath Ond Pijnacker;2012;5.971.358;5.971.358;;227.067;227.067;2.538;;;224.529;;;;;;;;6.198.425;;;;;;14.965;14.965
75531;PO3;Stg Kath Ond Pijnacker;2013;5.964.863;5.964.863;;546.399;546.399;;;;546.399;;;;;;;;6.511.262;;;;;;;
75531;PO3;Stg Kath Ond Pijnacker;2014;6.148.201;6.148.201;;247.852;247.852;247.852;;;;;;;;;38.016;38.016;6.434.069;;;;;;;
75531;PO3;Stg Kath Ond Pijnacker;2015;6.414.166;6.414.166;;145.282;145.282;145.282;;;;;;;;;123.740;123.740;6.683.188;;;;;;;
75597;PO5;Kerobei;2011;27.423.033;27.423.033;;663.302;;;;663.302;;663.302;;;;;;;28.086.335;119.233;119.233;;;119.233;742.071;861.304
75597;PO5;Kerobei;2012;28.524.616;28.524.616;;;;;;;;;;;;;;;28.524.616;;;;;;180.000;180.000
