BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;3.1.1 - RIJKSBIJDRAGEN OCW/EZ;3.1.1.1 - RIJKSBIJDRAGE OCW;3.1.1.2 - RIJKSBIJDRAGE EZ;3.1.2 - OVERIGE SUBSIDIES OCW/EZ;3.1.2.1 - OVERIGE SUBSIDIES OCW/EZ;3.1.2.1.1 - OVERIGE SUBSIDIES OCW;3.1.2.1.2 - GEOORMERKTE SUBSIDIES;3.1.2.2 - OVERIGE SUBSIDIES EZ;3.1.2.2.1 - OVERIGE SUBSIDIES EZ;3.1.2.2.2 - NIET-GEOORMERKTE SUBSIDIES;3.1.2.3.1 - TOEREKENING INVESTERINGSSUBSIDIES;3.1.3 - AF: INKOMENSOVERDRACHTEN;3.1.3.2 - DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1.3T - INKOMENSOVERDRACHTEN;3.1.4 - ONTVANGEN DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1.4.1 - ONTVANGEN DOORBETALINGEN RIJKSBIJDRAGE SWV;3.1T - RIJKSBIJDRAGEN;3.2.1 - PARTICIPATIEBUDGET;3.2.1.1 - BIJDRAGE EDUCATIE;3.2.1.3 - REÏNTEGRATIE;3.2.1.4 - INBURGERING;3.2.1T - PARTICIPATIEBUDGET;3.2.2 - OVERIGE OVERHEIDSBIJDRAGEN EN -SUBSIDIES;3.2T - OVERIGE OVERHEIDSBIJDRAGEN EN -SUBSIDIES
29810;PO6;Stichting Conexus;2013;43.141.665;43.141.665;;119.368;119.368;119.368;;;;;;;;;;;43.261.033;1.232.881;1.232.881;;;1.232.881;4.084.880;5.317.761
29810;PO6;Stichting Conexus;2014;41.579.131;41.579.131;;65.492;65.492;65.492;;;;;;;;;793.270;793.270;42.437.893;1.312.934;1.312.934;;;1.312.934;4.362.367;5.675.301
29810;PO6;Stichting Conexus;2015;42.263.955;42.263.955;;2.500;2.500;2.500;;;;;;;;;1.789.621;1.789.621;44.056.076;;;;;;5.236.592;5.236.592
29823;PO1;Ver Verst Ond Geref Grnd;2011;1.204.649;1.204.649;;35.456;35.456;10.031;;;25.425;;;;;;;;1.240.105;;;;;;376;376
29823;PO1;Ver Verst Ond Geref Grnd;2012;1.197.260;1.197.260;;47.262;47.262;36;;;47.226;;;;;;;;1.244.522;;;;;;670;670
29823;PO1;Ver Verst Ond Geref Grnd;2013;1.233.746;1.233.746;;57.500;57.500;;;;57.500;;;;;;;;1.291.246;;;;;;;
29823;PO1;Ver Verst Ond Geref Grnd;2014;1.173.225;1.173.225;;52.795;52.795;52.795;;;;;;;;;12.566;;1.238.586;;;;;;638;638
29823;PO1;Ver Verst Ond Geref Grnd;2015;1.281.589;1.281.589;;27.041;27.041;27.041;;;;;;;;;55.716;55.716;1.364.346;;;;;;;
29863;PO1;Stg RK Scholen Diemen;2011;893.895;893.895;;20.459;20.459;2.147;;;18.312;;;;;;;;914.354;;;;;;45.384;45.384
29863;PO1;Stg RK Scholen Diemen;2012;935.733;935.733;;25.203;25.203;;;;25.203;;;;;;;;960.936;;;;;;36.670;36.670
29863;PO1;Stg RK Scholen Diemen;2013;936.304;936.304;;85.262;85.262;;;;85.262;;;;;;;;1.021.566;;;;;;44.952;44.952
29863;PO1;Stg RK Scholen Diemen;2014;944.542;944.542;;45.226;45.226;45.226;;;;;;;;;27.032;;1.016.800;;;;;;35.998;35.998
29863;PO1;Stg RK Scholen Diemen;2015;993.718;993.718;;20.603;20.603;20.603;;;;;;;;;72.889;72.889;1.087.210;;;;;;36.853;36.853
30010;PO5;Stichting PCBO Amersfoort eo;2011;15.022.948;15.022.948;;544.984;544.984;160.948;;;384.036;;;;;;;;15.567.932;248.152;248.152;;;248.152;;248.152
30010;PO5;Stichting PCBO Amersfoort eo;2012;15.020.398;15.020.398;;765.480;765.480;183.259;;;582.221;;;;;;;;15.785.878;253.614;253.614;;;253.614;;253.614
30010;PO5;Stichting PCBO Amersfoort eo;2013;14.830.138;14.830.138;;1.488.444;1.488.444;96.967;;;1.391.477;;;;;;;;16.318.582;175.749;175.749;;;175.749;;175.749
30010;PO5;Stichting PCBO Amersfoort eo;2014;15.012.520;15.012.520;;715.810;715.810;51.128;;;664.682;;;;;;211.615;;15.939.945;154.253;154.253;;;154.253;;154.253
30010;PO5;Stichting PCBO Amersfoort eo;2015;16.196.606;16.196.606;;445.223;445.223;445.223;;;;;;;;;604.430;604.430;17.246.259;;;;;;185.128;185.128
30013;PO2;Stg Scholen van het Rozenkruis;2011;857.839;857.839;;36.341;36.341;6.197;;;30.144;;;;;;;;894.180;;;;;;;
30013;PO2;Stg Scholen van het Rozenkruis;2012;930.294;930.294;;41.841;41.841;95;;;41.746;;;;;;;;972.135;;;;;;27.417;27.417
30013;PO2;Stg Scholen van het Rozenkruis;2013;938.735;938.735;;70.092;70.092;;;;70.092;;;;;;;;1.008.827;;;;;;9.549;9.549
30013;PO2;Stg Scholen van het Rozenkruis;2014;910.135;910.135;;32.564;32.564;32.564;;;;;;;;;17.213;;959.912;;;;;;4.094;4.094
30013;PO2;Stg Scholen van het Rozenkruis;2015;930.385;930.385;;33.810;33.810;33.810;;;;;;;;;24.406;24.406;988.601;;;;;;3.886;3.886
30015;PO1;Ver Oecumenisch Ond;2011;1.168.978;1.168.978;;3.183;3.183;3.183;;;;;;;;;;;1.172.161;8.898;8.898;;;8.898;;8.898
30015;PO1;Ver Oecumenisch Ond;2012;1.168.356;1.168.356;;1.812;1.812;;;;1.812;;;;;;;;1.170.168;;;;;;7.444;7.444
30015;PO1;Ver Oecumenisch Ond;2013;1.092.122;1.092.122;;82.486;82.486;;;;82.486;;;;;;;;1.174.608;;;;;;8.070;8.070
30015;PO1;Ver Oecumenisch Ond;2014;1.030.689;1.030.689;;32.753;32.753;32.753;;;;;;;;;25.346;;1.088.788;;;;;;247;247
30015;PO1;Ver Oecumenisch Ond;2015;988.116;988.116;;7.009;7.009;7.009;;;;;;-51.568;-51.568;-51.568;;;1.046.693;;;;;;;
30027;PO1;Stg De Vrye School;2011;1.503.169;1.503.169;;124.690;124.690;7.707;;;116.983;;;;;;;;1.627.859;;;;;;61.795;61.795
30027;PO1;Stg De Vrye School;2012;1.480.648;1.480.648;;141.949;141.949;;;;141.949;;;;;;;;1.622.597;;;;;;129.489;129.489
30027;PO1;Stg De Vrye School;2013;1.477.830;1.477.830;;252.864;252.864;;;;252.864;;;;;;;;1.730.694;;;;;;169.026;169.026
30027;PO1;Stg De Vrye School;2014;1.616.753;1.616.753;;150.109;150.109;150.109;;;;;;;;;61.247;;1.828.109;;;;;;107.201;107.201
30027;PO1;Stg De Vrye School;2015;1.872.228;1.872.228;;75.766;75.766;75.766;;;;;;;;;148.229;148.229;2.096.223;;;;;;98.927;98.927
30044;PO1;Stg Sch Best St Jozef;2011;1.114.646;1.114.646;;37.921;37.921;4.986;;;32.935;;;;;;;;1.152.567;;;;;;31.520;31.520
30044;PO1;Stg Sch Best St Jozef;2012;1.103.160;1.103.160;;55.146;55.146;500;;;54.646;;;;;;;;1.158.306;;;;;;26.376;26.376
30044;PO1;Stg Sch Best St Jozef;2013;1.100.853;1.100.853;;98.593;98.593;;;;98.593;;;;;;;;1.199.446;;;;;;23.150;23.150
30044;PO1;Stg Sch Best St Jozef;2014;1.067.910;1.067.910;;47.366;47.366;;;;47.366;;;;;;5.755;;1.121.031;;;;;;22.385;22.385
30044;PO1;Stg Sch Best St Jozef;2015;1.091.871;1.091.871;;59.208;59.208;59.208;;;;;;;;;22.676;22.676;1.173.755;;;;;;22.150;22.150
30051;PO1;PC BSO Bakkeveen;2011;710.193;710.193;;39.519;39.519;608;;;38.912;;;;;;;;749.712;7.671;7.671;;;7.671;2.085;9.756
30051;PO1;PC BSO Bakkeveen;2012;687.780;687.780;;50.153;50.153;;;;50.153;;;;;;;;737.933;7.652;7.652;;;7.652;11.025;18.677
30051;PO1;PC BSO Bakkeveen;2013;718.016;718.016;;57.575;57.575;;;;57.575;;;;;;;;775.591;53.648;53.648;;;53.648;;53.648
30051;PO1;PC BSO Bakkeveen;2014;497.896;497.896;;33.563;33.563;;;;33.563;;;;;;10.496;;541.955;6.553;6.553;;;6.553;;6.553
30051;PO1;PC BSO Bakkeveen;2015;599.135;599.135;;8.506;8.506;8.506;;;;;;;;;30.367;30.367;638.008;;;;;;2.362;2.362
30090;PO1;Jenaplan Ond Uithoorn;2011;1.197.176;1.197.176;;83.118;83.118;5.757;;;77.361;;;;;;;;1.280.294;;;;;;;
30090;PO1;Jenaplan Ond Uithoorn;2012;1.151.596;1.151.596;;95.476;95.476;;;;95.476;;;;;;;;1.247.072;;;;;;6.078;6.078
30090;PO1;Jenaplan Ond Uithoorn;2013;1.146.839;1.146.839;;161.160;161.160;;;;161.160;;;;;;;;1.307.999;;;;;;;
30090;PO1;Jenaplan Ond Uithoorn;2014;1.154.236;1.154.236;;80.630;80.630;80.630;;;;;;;;;22.668;;1.257.534;;;;;;37.182;37.182
30090;PO1;Jenaplan Ond Uithoorn;2015;1.292.834;1.292.834;;28.619;28.619;28.619;;;;;;;;;62.865;62.865;1.384.318;;;;;;;
30117;SBO;Spec Ond;2011;3.345.193;3.345.193;;146.686;146.686;24.557;;;122.129;;;;;;;;3.491.879;;;;;;15.878;15.878
30117;SBO;Spec Ond;2012;4.835.223;4.835.223;;231.140;231.140;2.434;;;228.706;;;;;;;;5.066.363;;;;;;14.699;14.699
30117;SBO;Spec Ond;2013;5.029.416;5.029.416;;304.806;304.806;20.185;;;284.621;;;;;;;;5.334.222;;;;;;13.508;13.508
30117;SBO;Spec Ond;2014;5.113.947;5.113.947;;312.132;312.132;312.132;;;;;;;;;123.287;123.287;5.549.366;;;;;;20.163;20.163
30117;SBO;Spec Ond;2015;5.541.397;5.541.397;;67.555;67.555;67.555;;;;;;;;;300.118;300.118;5.909.070;;;;;;17.963;17.963
30124;PO1;Montessori Ver Tholen;2011;569.447;569.447;;31.047;31.047;2.213;;;28.834;;;;;;;;600.494;;;;;;1.789;1.789
30124;PO1;Montessori Ver Tholen;2012;543.289;543.289;;33.560;33.560;;;;33.560;;;;;;;;576.849;;;;;;1.789;1.789
30124;PO1;Montessori Ver Tholen;2013;504.347;504.347;;61.599;61.599;;;;61.599;;;;;;;;565.946;;;;;;1.789;1.789
30124;PO1;Montessori Ver Tholen;2014;477.325;477.325;;33.943;33.943;33.943;;;;;;;;;;;511.268;;;;;;1.114;1.114
30124;PO1;Montessori Ver Tholen;2015;455.043;455.043;;7.650;7.650;7.650;;;;;;;;;24.707;24.707;487.400;;;;;;632;632
30128;PO1;Ver T H Verstr v BSO;2011;1.033.829;1.033.829;;40.864;40.864;2.998;;;37.866;;;;;;;;1.074.693;;;;;;4.362;4.362
30128;PO1;Ver T H Verstr v BSO;2012;1.073.002;1.073.002;;41.540;41.540;;;;41.540;;;;;;;;1.114.542;;;;;;2.839;2.839
30128;PO1;Ver T H Verstr v BSO;2013;1.117.835;1.117.835;;53.885;53.885;;;;53.885;;;;;;;;1.171.720;;;;;;;
30128;PO1;Ver T H Verstr v BSO;2014;1.034.603;1.034.603;;46.651;46.651;46.651;;;;;;;;;23.176;;1.104.430;;;;;;;
30128;PO1;Ver T H Verstr v BSO;2015;1.057.236;1.057.236;;23.971;23.971;23.971;;;;;;;;;54.504;54.504;1.135.711;;;;;;;
30133;PO3;Ver voor Chr BSO;2011;3.396.889;3.396.889;;62.726;62.726;22.920;;;39.806;;;;;;;;3.459.615;;;;;;94.096;94.096
30133;PO3;Ver voor Chr BSO;2012;3.453.623;3.453.623;;130.777;130.777;7.540;;;123.237;;;;;;;;3.584.400;;;;;;11.306;11.306
30133;PO3;Ver voor Chr BSO;2013;3.695.561;3.695.561;;106.234;106.234;;;;106.234;;;;;;;;3.801.795;;;;;;13.285;13.285
30133;PO3;Ver voor Chr BSO;2014;3.597.393;3.597.393;;95.933;95.933;95.933;;;;;;;;;41.526;;3.734.852;;;;;;16.684;16.684
30133;PO3;Ver voor Chr BSO;2015;3.841.808;3.841.808;;93.752;93.752;93.752;;;;;;;;;115.376;115.376;4.050.936;;;;;;11.762;11.762
30145;PO1;Stg tot Verstr Geref Ond;2011;403.581;403.581;;37.503;37.503;2.226;;;35.270;;7;;;;;;441.084;;;;;;;
30145;PO1;Stg tot Verstr Geref Ond;2012;415.849;415.849;;37.758;37.758;;;;37.129;;629;;;;;;453.607;;;;;;;
30145;PO1;Stg tot Verstr Geref Ond;2013;453.009;453.009;;32.022;32.022;;;;32.022;;;;;;;;485.031;;;;;;;
30145;PO1;Stg tot Verstr Geref Ond;2014;451.527;451.527;;29.321;29.321;29.321;;;;;;;;;19.268;;500.116;;;;;;;
30145;PO1;Stg tot Verstr Geref Ond;2015;507.690;507.690;;17.504;17.504;17.504;;;;;;;;;44.887;44.887;570.081;;;;;;;
30185;SBO;Stg v SO Reform Grondsl;2011;3.548.893;3.548.893;;265.391;265.391;36.336;;;229.055;;;;;;;;3.814.284;;;;;;116;116
30185;SBO;Stg v SO Reform Grondsl;2012;3.701.560;3.701.560;;405.113;405.113;38.604;;;366.509;;;;;;;;4.106.673;;;;;;65.646;65.646
30185;SBO;Stg v SO Reform Grondsl;2013;3.940.272;3.940.272;;616.090;616.090;19.575;;;596.515;;;;;;;;4.556.362;;;;;;6.404;6.404
30185;SBO;Stg v SO Reform Grondsl;2014;4.131.572;4.131.572;;608.956;608.956;608.956;;;;;;;;;250.869;;4.991.397;;;;;;6.606;6.606
30185;SBO;Stg v SO Reform Grondsl;2015;4.756.583;4.756.583;;298.472;298.472;298.472;;;;;;;;;852.529;852.529;5.907.584;;;;;;13.118;13.118
30198;REC;Stichting Maashorst;2011;2.013.147;2.013.147;;29.051;29.051;1.564;;;27.487;;;;;;;;2.042.198;;;;;;2.145;2.145
30198;REC;Stichting Maashorst;2012;2.029.636;2.029.636;;36.529;36.529;;;;36.529;;;;;;;;2.066.165;;;;;;4.010;4.010
30198;REC;Stichting Maashorst;2013;2.070.369;2.070.369;;49.045;49.045;;;;49.045;;;;;;;;2.119.414;;;;;;2.352;2.352
30198;REC;Stichting Maashorst;2014;2.031.305;2.031.305;;33.209;33.209;;;;33.209;;;;;;;;2.064.514;;;;;;4.172;4.172
30198;REC;Stichting Maashorst;2015;2.135.241;2.135.241;;13.067;13.067;13.067;;;;;;;;;6.634;6.634;2.154.942;;;;;;3.966;3.966
30235;PO1;Stg PC Ond Boxmeer;2011;1.330.004;1.330.004;;110.171;110.171;5.595;;;104.576;;;;;;;;1.440.175;;;;;;4.911;4.911
30235;PO1;Stg PC Ond Boxmeer;2012;1.284.527;1.284.527;;131.489;131.489;500;;;130.989;;;;;;;;1.416.016;;;;;;8.840;8.840
30235;PO1;Stg PC Ond Boxmeer;2013;1.302.128;1.302.128;;101.420;101.420;;;;101.420;;;;;;;;1.403.548;;;;;;;
30235;PO1;Stg PC Ond Boxmeer;2014;1.339.933;1.339.933;;66.080;66.080;66.080;;;;;;;;;5.722;;1.411.735;;;;;;;
30235;PO1;Stg PC Ond Boxmeer;2015;1.493.517;1.493.517;;62.997;62.997;62.997;;;;;;;;;20.480;20.480;1.576.994;;;;;;2.949;2.949
30240;PO5;QliQ Primair Onderwijs;2011;18.579.818;18.579.818;;1.449.823;1.449.823;129.410;;;1.320.413;;;;;;;;20.029.641;;;;;;683.619;683.619
30240;PO5;QliQ Primair Onderwijs;2012;18.543.877;18.543.877;;1.585.814;1.585.814;20.748;;;1.565.066;;;;;;;;20.129.691;;;;;;429.147;429.147
30240;PO5;QliQ Primair Onderwijs;2013;19.115.132;19.115.132;;1.654.230;1.654.230;;;;1.654.230;;;;;;;;20.769.362;;;;;;469.685;469.685
30240;PO5;QliQ Primair Onderwijs;2014;18.067.605;18.067.605;;1.883.744;1.883.744;;;;1.883.744;;;;;;;;19.951.349;;;;;;642.242;642.242
30240;PO5;QliQ Primair Onderwijs;2015;18.994.458;18.994.458;;2.130.909;2.130.909;2.130.909;;;;;;;;;;;21.125.367;;;;;;759.948;759.948
30263;PO1;Ond op GG Uitg GG in Ned;2011;506.076;506.076;;42.194;42.194;3.591;;;38.603;;;;;;;;548.270;342;342;;;342;15.335;15.677
30263;PO1;Ond op GG Uitg GG in Ned;2012;535.488;535.488;;43.964;43.964;;;;43.964;;;;;;;;579.452;;;;;;3.419;3.419
30263;PO1;Ond op GG Uitg GG in Ned;2013;572.485;572.485;;47.194;47.194;;;;47.194;;;;;;;;619.679;;;;;;4.971;4.971
30263;PO1;Ond op GG Uitg GG in Ned;2014;564.831;564.831;;39.180;39.180;39.180;;;;;;;;;21.807;;625.818;;;;;;9.750;9.750
30263;PO1;Ond op GG Uitg GG in Ned;2015;613.581;613.581;;15.274;15.274;15.274;;;;;;;;;55.872;55.872;684.727;;;;;;10.824;10.824
30320;PO1;Stg Buitenv Montessori;2011;842.904;842.904;;40.218;40.218;35.219;;;4.999;;;;;;;;883.122;;;;;;138.003;138.003
30320;PO1;Stg Buitenv Montessori;2012;813.824;813.824;;81.828;81.828;;;;81.828;;;;;;;;895.652;;;;;;91.720;91.720
30320;PO1;Stg Buitenv Montessori;2013;870.574;870.574;;81.060;81.060;;;;81.060;;;;;;;;951.634;;;;;;55.096;55.096
30320;PO1;Stg Buitenv Montessori;2014;897.845;897.845;;62.047;62.047;;;;62.047;;;;;;;;959.892;;;;;;45.769;45.769
30320;PO1;Stg Buitenv Montessori;2015;1.043.406;1.043.406;;18.727;18.727;18.727;;;;;;;;;;;1.062.133;;;;;;48.417;48.417
30330;PO1;PC BO Morra Lioessens;2011;362.910;362.910;;37.199;37.199;143;;;37.056;;;;;;;;400.109;2.980;2.980;;;2.980;5.209;8.189
30330;PO1;PC BO Morra Lioessens;2012;337.299;337.299;;50.569;50.569;;;;50.569;;;;;;;;387.868;3.457;3.457;;;3.457;5.190;8.647
30330;PO1;PC BO Morra Lioessens;2013;354.673;354.673;;46.236;46.236;;;;46.236;;;;;;;;400.909;280;280;;;280;332;612
30330;PO1;PC BO Morra Lioessens;2014;373.440;373.440;;33.487;33.487;33.487;;;;;;;;;8.430;;415.357;;;;;;371;371
30330;PO1;PC BO Morra Lioessens;2015;406.470;406.470;;34.608;34.608;34.608;;;;;;;;;15.203;15.203;456.281;;;;;;;
30357;PO2;Stg Kath Ond Zeewolde;2011;2.687.628;2.687.628;;10.197;10.197;10.197;;;;;;;;;;;2.697.825;;;;;;66.435;66.435
30357;PO2;Stg Kath Ond Zeewolde;2012;2.562.276;2.562.276;;2.798;2.798;2.798;;;;;;;;;;;2.565.074;;;;;;35.250;35.250
30357;PO2;Stg Kath Ond Zeewolde;2013;2.553.543;2.553.543;;;;;;;;;;;;;;;2.553.543;;;;;;48.415;48.415
30357;PO2;Stg Kath Ond Zeewolde;2014;2.164.481;2.164.481;;93.057;93.057;93.057;;;;;;;;;;;2.257.538;;;;;;2.292;2.292
30357;PO2;Stg Kath Ond Zeewolde;2015;2.073.932;2.073.932;;112.687;112.687;112.687;;;;;;;;;120.802;120.802;2.307.421;;;;;;3.208;3.208
30605;REC;Zozijn Daniël de Brouwerschool;2011;3.554.521;3.554.521;;1.897;1.897;1.234;;;664;;;;;;;;3.556.418;16.246;16.246;;;16.246;19.234;35.480
30605;REC;Zozijn Daniël de Brouwerschool;2012;3.550.766;3.550.766;;21.739;21.739;;;;21.739;;;;;;;;3.572.505;19.264;19.264;;;19.264;29.457;48.721
30605;REC;Zozijn Daniël de Brouwerschool;2013;3.703.023;3.703.023;;28.269;28.269;;;;28.269;;;;;;;;3.731.292;19.636;19.636;;;19.636;50.747;70.383
30605;REC;Zozijn Daniël de Brouwerschool;2014;3.703.987;3.703.987;;30.773;30.773;;;;30.773;;;;;;;;3.734.760;19.629;19.629;;;19.629;22.548;42.177
30605;REC;Zozijn Daniël de Brouwerschool;2015;4.002.842;4.002.842;;25.347;25.347;25.347;;;;;;;;;;;4.028.189;;;;;;45.650;45.650
30673;PO2;Herv Scholen Voorthuizen;2011;2.255.898;2.255.898;;80.443;80.443;10.979;;;69.464;;;;;;;;2.336.341;;;;;;;
30673;PO2;Herv Scholen Voorthuizen;2012;2.219.250;2.219.250;;109.549;109.549;;;;109.549;;;;;;;;2.328.799;;;;;;3.000;3.000
30673;PO2;Herv Scholen Voorthuizen;2013;2.273.608;2.273.608;;146.946;146.946;;;;146.946;;;;;;;;2.420.554;;;;;;;
30673;PO2;Herv Scholen Voorthuizen;2014;2.188.819;2.188.819;;118.192;118.192;118.192;;;;;;;;;17.742;;2.324.753;;;;;;;
30673;PO2;Herv Scholen Voorthuizen;2015;2.271.533;2.271.533;;49.250;49.250;49.250;;;;;;;;;59.508;59.508;2.380.291;;;;;;;
30700;PO1;Chr Bao op Ref Grondslag;2011;551.309;551.309;;52.897;52.897;1.835;;;51.062;;;;;;;;604.206;5.247;5.247;;;5.247;12.702;17.949
30700;PO1;Chr Bao op Ref Grondslag;2012;550.795;550.795;;56.352;56.352;;;;56.352;;;;;;;;607.147;;;;;;5.493;5.493
30700;PO1;Chr Bao op Ref Grondslag;2013;568.727;568.727;;53.024;53.024;;;;53.024;;;;;;;;621.751;;;;;;8.844;8.844
30700;PO1;Chr Bao op Ref Grondslag;2014;543.818;543.818;;44.507;44.507;44.507;;;;;;;;;18.909;18.909;607.234;;;;;;6.644;6.644
30700;PO1;Chr Bao op Ref Grondslag;2015;554.423;554.423;;20.922;20.922;20.922;;;;;;;;;46.504;46.504;621.849;;;;;;;
30701;PO1;Alg Bijz Ond Heemstede;2011;839.914;839.914;;2.049;2.049;2.049;;;;;;;;;;;841.963;;;;;;10.645;10.645
30701;PO1;Alg Bijz Ond Heemstede;2012;872.388;872.388;;1.259;1.259;;;;1.259;;;;;;;;873.647;;;;;;10.236;10.236
30701;PO1;Alg Bijz Ond Heemstede;2013;914.180;914.180;;;;;;;;;;;;;;;914.180;;;;;;22.967;22.967
30701;PO1;Alg Bijz Ond Heemstede;2014;912.013;912.013;;;;;;;;;;;;;15.090;;927.103;;;;;;12.633;12.633
30701;PO1;Alg Bijz Ond Heemstede;2015;1.002.920;1.002.920;;;;;;;;;;;;;;;1.002.920;;;;;;18.104;18.104
30703;PO1;SEB;2011;1.040.547;1.040.547;;267.246;267.246;5.241;;;262.005;;;;;;;;1.307.793;102.006;102.006;;;102.006;;102.006
30703;PO1;SEB;2012;1.037.961;1.037.961;;253.454;253.454;6.476;;;246.978;;;;;;;;1.291.415;137.512;137.512;;;137.512;;137.512
30703;PO1;SEB;2013;1.037.800;1.037.800;;305.644;305.644;;;;305.644;;;;;;;;1.343.444;116.152;116.152;;;116.152;;116.152
30703;PO1;SEB;2014;1.216.611;1.216.611;;159.802;159.802;159.802;;;;;;;;;21.771;21.771;1.398.184;;;;;;94.073;94.073
30703;PO1;SEB;2015;1.298.078;1.298.078;;136.063;136.063;136.063;;;;;;;;;67.131;67.131;1.501.272;;;;;;81.048;81.048
30709;PO3;Stichting Hindoe Onderwijs;2011;5.635.377;5.635.377;;821.871;821.871;12.873;;;808.998;;;;;;;;6.457.248;;;;;;487.240;487.240
30709;PO3;Stichting Hindoe Onderwijs;2012;5.621.898;5.621.898;;777.047;777.047;;;;777.047;;;;;;;;6.398.945;;;;;;390.656;390.656
30709;PO3;Stichting Hindoe Onderwijs;2013;5.846.179;5.846.179;;769.733;769.733;;;;769.733;;;;;;;;6.615.912;;;;;;397.256;397.256
30709;PO3;Stichting Hindoe Onderwijs;2014;5.546.492;5.546.492;;706.868;706.868;;;;706.868;;;;;;;;6.253.360;;;;;;262.640;262.640
30709;PO3;Stichting Hindoe Onderwijs;2015;5.737.627;5.737.627;;551.563;551.563;551.563;;;;;;;;;127.229;127.229;6.416.419;;;;;;275.946;275.946
30715;PO1;Stg Bo Alg Grdslag Mburg;2011;1.586.980;1.586.980;;38.626;38.626;2.548;;;35.676;;402;;;;;;1.625.606;;;;;;4.836;4.836
30715;PO1;Stg Bo Alg Grdslag Mburg;2012;1.691.571;1.691.571;;5.563;5.563;2.874;;;1.947;;742;;;;;;1.697.134;;;;;;4.836;4.836
30715;PO1;Stg Bo Alg Grdslag Mburg;2013;1.869.969;1.869.969;;742;742;;;;;;742;;;;;;1.870.711;;;;;;4.388;4.388
30715;PO1;Stg Bo Alg Grdslag Mburg;2014;1.750.265;1.750.265;;73.537;73.537;73.537;;;;;;;;;21.419;21.419;1.845.221;;;;;;9.562;9.562
30715;PO1;Stg Bo Alg Grdslag Mburg;2015;1.888.237;1.888.237;;46.575;46.575;46.575;;;;;;;;;71.534;71.534;2.006.346;;;;;;3.030;3.030
30725;PO1;Stg Islamitische Basissc;2011;1.185.653;1.185.653;;145.836;145.836;6.008;;;139.828;;;;;;;;1.331.489;;;;;;85.619;85.619
30725;PO1;Stg Islamitische Basissc;2012;1.189.015;1.189.015;;165.939;165.939;;;;165.939;;;;;;;;1.354.954;;;;;;77.617;77.617
30725;PO1;Stg Islamitische Basissc;2013;1.245.646;1.245.646;;151.169;151.169;;;;151.169;;;;;;;;1.396.815;;;;;;80.509;80.509
30725;PO1;Stg Islamitische Basissc;2014;1.287.028;1.287.028;;167.837;167.837;167.837;;;;;;;;;22.697;;1.477.562;;;;;;96.914;96.914
30725;PO1;Stg Islamitische Basissc;2015;1.616.616;1.616.616;;127.513;127.513;127.513;;;;;;;;;66.371;66.371;1.810.500;;;;;;129.229;129.229
30731;PO3;SIPOR;2011;5.884.420;5.884.420;;150.750;150.750;6.334;;;140.597;;3.819;;;;;;6.035.170;;;;;;526.001;526.001
30731;PO3;SIPOR;2012;6.311.618;6.311.618;;128.660;128.660;;;;125.742;;2.918;;;;;;6.440.278;;;;;;350.371;350.371
30731;PO3;SIPOR;2013;6.666.025;6.666.025;;354.709;354.709;;;;352.047;;2.662;;;;;;7.020.734;;;;;;517.540;517.540
30731;PO3;SIPOR;2014;7.167.924;7.167.924;;185.201;185.201;185.201;;;;;;;;;27.773;;7.380.898;;;;;;1.013.019;1.013.019
30731;PO3;SIPOR;2015;7.862.434;7.862.434;;134.018;134.018;134.018;;;;;;;;;30.844;30.844;8.027.296;;;;;;1.038.626;1.038.626
30742;PO3;Stg Samenwsch So Vso Dh;2011;6.509.420;6.509.420;;490.599;490.599;2.073;;;488.526;;;;;;;;7.000.019;103.206;103.206;;;103.206;197.457;300.663
30742;PO3;Stg Samenwsch So Vso Dh;2012;6.212.369;6.212.369;;466.503;466.503;;;;466.503;;;;;;;;6.678.872;;;;;;350.384;350.384
30742;PO3;Stg Samenwsch So Vso Dh;2013;6.093.093;6.093.093;;446.581;446.581;;;;446.581;;;;;;;;6.539.674;;;;;;349.446;349.446
30742;PO3;Stg Samenwsch So Vso Dh;2014;6.106.625;6.106.625;;134.440;134.440;134.440;;;;;;;;;;;6.241.065;;;;;;315.173;315.173
30742;PO3;Stg Samenwsch So Vso Dh;2015;6.338.968;6.338.968;;;;;;;;;;;;;;;6.338.968;;;;;;95.875;95.875
30815;REC;Stg J.C. Pleysierschool;2011;11.258.144;11.258.144;;1.525.489;1.525.489;6.802;;;1.518.687;;;;;;;;12.783.633;560.783;560.783;;;560.783;;560.783
30815;REC;Stg J.C. Pleysierschool;2012;10.635.705;10.635.705;;1.592.238;1.592.238;6.785;;;1.585.453;;;;;;;;12.227.943;439.992;439.992;;;439.992;;439.992
30815;REC;Stg J.C. Pleysierschool;2013;9.742.068;9.742.068;;1.808.137;1.808.137;10.621;;;1.797.516;;;;;;;;11.550.205;448.846;448.846;;;448.846;;448.846
30815;REC;Stg J.C. Pleysierschool;2014;9.398.683;9.398.683;;1.729.731;1.729.731;1.729.731;;;;;;;;;;;11.128.414;;;;;;424.378;424.378
