BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;1.1 - IMMATERIËLE VASTE ACTIVA;1.2 - MATERIËLE VASTE ACTIVA;1.3 - FINANCIËLE VASTE ACTIVA;1.4 - VOORRADEN;1.5 - VORDERINGEN;1.6 - EFFECTEN;1.7 - LIQUIDE MIDDELEN;2.1 - EIGEN VERMOGEN;2.2 - VOORZIENINGEN;2.3 - LANGLOPENDE SCHULDEN;2.4 - KORTLOPENDE SCHULDEN;TA - TOTAAL ACTIVA;TP - TOTAAL PASSIVA;TVA - TOTAAL VASTE ACTIVA;TVLA - TOTAAL VLOTTENDE ACTIVA
30882;REC;Stg Eduvier Onderwijsgroep;2011;;2.705.512;;;3.817.520;;2.214.146;1.579.718;1.152.723;1.712.876;4.291.861;8.737.178;8.737.178;2.705.512;6.031.666
30882;REC;Stg Eduvier Onderwijsgroep;2012;;2.753.613;;12.495;2.480.009;;7.075.208;2.353.773;1.695.965;1.643.690;6.627.897;12.321.325;12.321.325;2.753.613;9.567.712
30882;REC;Stg Eduvier Onderwijsgroep;2013;;2.721.547;;9.371;2.214.118;;6.126.243;3.633.213;2.186.545;1.522.753;3.728.769;11.071.279;11.071.280;2.721.547;8.349.732
30882;REC;Stg Eduvier Onderwijsgroep;2014;;2.546.903;;6.247;2.316.333;;6.751.556;5.061.300;2.444.494;841.755;3.273.495;11.621.039;11.621.044;2.546.903;9.074.136
30882;REC;Stg Eduvier Onderwijsgroep;2015;;2.556.795;;;2.440.628;;8.953.898;6.908.940;3.251.995;737.093;3.053.293;13.951.321;13.951.321;2.556.795;11.394.526
30883;PO3;Stg ISA;2011;;487.612;;;429.441;;422.683;565.115;48.988;;725.633;1.339.736;1.339.736;487.612;852.124
30883;PO3;Stg ISA;2012;;489.959;;;393.724;;337.187;621.778;63.533;;535.557;1.220.870;1.220.868;489.959;730.911
30883;PO3;Stg ISA;2013;;465.550;;;590.181;;1.867.360;1.255.763;70.352;;1.596.974;2.923.091;2.923.089;465.550;2.457.541
30883;PO3;Stg ISA;2014;;566.491;;;532.932;;1.241.703;1.744.722;76.862;;519.542;2.341.126;2.341.126;566.491;1.774.635
30883;PO3;Stg ISA;2015;;739.730;;;639.122;;1.281.159;1.896.303;173.009;;590.698;2.660.011;2.660.010;739.730;1.920.281
30889;PO1;VER PC KO BSO ENVO BEESD;2011;;134.796;;;96.797;;617.338;653.553;98.814;;96.563;848.931;848.930;134.796;714.135
30889;PO1;VER PC KO BSO ENVO BEESD;2012;;207.428;;;57.686;;438.194;611.088;20.474;;71.744;703.308;703.306;207.428;495.880
30889;PO1;VER PC KO BSO ENVO BEESD;2013;;187.445;9.750;;67.182;;456.514;631.636;20.079;;69.174;720.891;720.889;197.195;523.696
30889;PO1;VER PC KO BSO ENVO BEESD;2014;;189.111;14.700;;80.239;;453.598;641.235;22.273;;74.140;737.648;737.648;203.811;533.837
30889;PO1;VER PC KO BSO ENVO BEESD;2015;;170.125;15.812;;51.049;;494.487;633.426;34.014;;64.033;731.473;731.473;185.937;545.536
30967;PO1;Ver Sch md Bybel;2011;;156.836;;;36.529;;122.753;246.751;12.137;;57.230;316.118;316.118;156.836;159.282
30967;PO1;Ver Sch md Bybel;2012;;112.100;;;31.746;;428.338;473.564;14.182;;84.438;572.184;572.184;112.100;460.084
30967;PO1;Ver Sch md Bybel;2013;;110.380;;;32.666;;470.122;514.421;26.041;;72.706;613.168;613.168;110.380;502.788
30967;PO1;Ver Sch md Bybel;2014;;101.087;;;39.828;;478.967;538.597;10.326;;70.959;619.882;619.882;101.087;518.795
30967;PO1;Ver Sch md Bybel;2015;;89.466;;;29.795;;538.470;583.394;7.258;;67.079;657.731;657.731;89.466;568.265
30968;REC;St Prof Dr Leo Kanneronderwgr;2011;;810.391;1.177.126;;1.815.733;;2.640.128;4.224.668;350.180;;1.868.530;6.443.378;6.443.378;1.987.517;4.455.861
30968;REC;St Prof Dr Leo Kanneronderwgr;2012;;855.766;1.205.222;;1.310.188;;2.575.425;3.757.183;334.260;;1.855.158;5.946.601;5.946.601;2.060.988;3.885.613
30968;REC;St Prof Dr Leo Kanneronderwgr;2013;;767.253;564.100;;1.283.510;;3.972.537;4.012.904;372.541;;2.201.955;6.587.400;6.587.400;1.331.353;5.256.047
30968;REC;St Prof Dr Leo Kanneronderwgr;2014;;747.349;602.360;;1.249.560;;3.802.423;3.915.517;336.214;;2.149.961;6.401.692;6.401.692;1.349.709;5.051.983
30968;REC;St Prof Dr Leo Kanneronderwgr;2015;;767.302;585.664;;1.156.589;;3.383.556;2.668.217;607.845;;2.617.049;5.893.111;5.893.111;1.352.966;4.540.145
31017;PO5;Stg Het Barlake;2011;;2.419.751;1.991.686;351;1.457.225;74.992;1.673.621;3.605.639;1.535.531;248.690;2.227.766;7.617.626;7.617.626;4.411.437;3.206.189
31017;PO5;Stg Het Barlake;2012;;2.462.692;1.401.005;983;1.397.882;341.733;2.303.606;3.803.244;1.749.120;254.251;2.101.286;7.907.901;7.907.901;3.863.697;4.044.204
31017;PO5;Stg Het Barlake;2013;;2.386.704;1.348.980;1.259;1.399.281;;3.719.772;4.773.520;1.956.613;255.821;1.870.042;8.855.996;8.855.996;3.735.684;5.120.312
31017;PO5;Stg Het Barlake;2014;;2.371.955;1.477.635;5.901;1.443.656;;4.007.384;5.020.529;2.266.316;217.611;1.802.075;9.306.531;9.306.531;3.849.590;5.456.941
31017;PO5;Stg Het Barlake;2015;;2.413.268;1.386.046;1.173;1.423.047;;4.620.913;5.101.137;2.696.783;205.094;1.841.433;9.844.447;9.844.447;3.799.314;6.045.133
31019;PO1;Stg Kievietschool;2011;;998.733;2.490;;90.046;;488;191.214;46.695;463.750;390.098;1.091.757;1.091.757;1.001.223;90.534
31019;PO1;Stg Kievietschool;2012;;945.541;2.490;;70.371;;192;195.513;49.926;437.250;335.905;1.018.594;1.018.594;948.031;70.563
31019;PO1;Stg Kievietschool;2013;;945.442;2.490;;91.928;;44.315;270.794;51.074;408.750;353.557;1.084.175;1.084.175;947.932;136.243
31019;PO1;Stg Kievietschool;2014;;921.328;2.490;;97.672;;24.343;328.348;30.447;384.250;302.788;1.045.833;1.045.833;923.818;122.015
31019;PO1;Stg Kievietschool;2015;;887.660;2.490;;104.083;;6.097;297.428;40.116;357.750;305.036;1.000.330;1.000.330;890.150;110.180
31032;PO1;Ver Stg Sch md Bijbel;2011;;151.218;;;39.573;;551.997;658.740;8.533;;75.516;742.788;742.789;151.218;591.570
31032;PO1;Ver Stg Sch md Bijbel;2012;;148.745;;;48.071;;567.698;678.270;9.716;;76.528;764.514;764.514;148.745;615.769
31032;PO1;Ver Stg Sch md Bijbel;2013;;141.258;;;55.918;;618.001;717.035;8.349;;89.796;815.177;815.180;141.258;673.919
31032;PO1;Ver Stg Sch md Bijbel;2014;;140.528;;;51.376;;605.909;713.045;8.003;;76.766;797.813;797.814;140.528;657.285
31032;PO1;Ver Stg Sch md Bijbel;2015;;120.488;;;45.569;;592.622;657.291;6.963;;94.426;758.679;758.680;120.488;638.191
31075;PO1;Stg Bo_R-Dam Ysselmonde;2011;;215.534;;;268.392;;59.604;5.830;94.058;2.433;441.206;543.530;543.527;215.534;327.996
31075;PO1;Stg Bo_R-Dam Ysselmonde;2012;;222.279;;;128.483;;41.374;-122.986;105.017;1.688;408.417;392.136;392.136;222.279;169.857
31075;PO1;Stg Bo_R-Dam Ysselmonde;2013;;183.542;;;136.289;;76.212;-35.952;121.413;;310.583;396.043;396.044;183.542;212.501
31075;PO1;Stg Bo_R-Dam Ysselmonde;2014;;165.031;;;158.699;;66.301;-1.100;126.232;;264.899;390.031;390.031;165.031;225.000
31075;PO1;Stg Bo_R-Dam Ysselmonde;2015;;157.955;;;177.272;;71.355;175.097;33.313;;198.172;406.582;406.582;157.955;248.627
31076;PO4;SIMON;2011;;1.043.685;;;590.773;;2.299.486;2.095.802;644.381;215.566;978.195;3.933.944;3.933.944;1.043.685;2.890.259
31076;PO4;SIMON;2012;;930.538;;;636.034;;2.867.328;2.619.067;702.545;169.862;942.426;4.433.900;4.433.900;930.538;3.503.362
31076;PO4;SIMON;2013;;1.019.841;;;828.889;;3.314.759;3.477.215;644.115;;1.042.159;5.163.489;5.163.489;1.019.841;4.143.648
31076;PO4;SIMON;2014;;1.153.234;;;689.852;;3.583.924;3.227.238;724.692;;1.475.080;5.427.010;5.427.010;1.153.234;4.273.776
31076;PO4;SIMON;2015;;1.219.303;;;815.724;;3.260.403;2.553.299;839.528;;1.902.603;5.295.430;5.295.430;1.219.303;4.076.127
31077;PO2;Stg Th Verstr V Chr Ond;2011;;405.731;;;226.246;;1.147.154;1.174.067;288.929;;316.135;1.779.131;1.779.131;405.731;1.373.400
31077;PO2;Stg Th Verstr V Chr Ond;2012;;349.096;;;204.410;;1.487.455;1.348.141;315.643;;377.177;2.040.961;2.040.961;349.096;1.691.865
31077;PO2;Stg Th Verstr V Chr Ond;2013;;301.692;;;192.327;;1.715.160;1.643.914;269.545;;295.720;2.209.179;2.209.179;301.692;1.907.487
31077;PO2;Stg Th Verstr V Chr Ond;2014;;259.974;;;277.943;;1.961.196;1.690.025;270.844;;538.244;2.499.113;2.499.113;259.974;2.239.139
31077;PO2;Stg Th Verstr V Chr Ond;2015;;741.987;;;235.028;;1.579.172;1.878.446;232.921;;444.820;2.556.187;2.556.187;741.987;1.814.200
31080;PO2;Stg Islamitisch College;2011;;577.078;79.498;;257.513;;834.490;1.003.700;163.306;;581.575;1.748.579;1.748.581;656.576;1.092.003
31080;PO2;Stg Islamitisch College;2012;;512.414;79.570;;291.508;;1.146.023;1.295.206;115.325;;618.987;2.029.515;2.029.518;591.984;1.437.531
31080;PO2;Stg Islamitisch College;2013;;503.859;;;322.911;;1.705.714;1.729.433;86.762;;716.291;2.532.484;2.532.486;503.859;2.028.625
31080;PO2;Stg Islamitisch College;2014;;995.874;;;382.412;;1.482.394;2.177.242;77.585;;605.854;2.860.680;2.860.681;995.874;1.864.806
31080;PO2;Stg Islamitisch College;2015;;1.061.087;;;551.020;;1.958.606;2.572.432;128.170;;870.111;3.570.713;3.570.713;1.061.087;2.509.626
31088;PO1;Stg Islamitische Scholen;2011;;282.669;;;98.881;;572.919;749.286;20.756;21.971;162.456;954.469;954.469;282.669;671.800
31088;PO1;Stg Islamitische Scholen;2012;;278.609;;;109.303;;682.863;759.362;21.834;67.747;221.832;1.070.775;1.070.775;278.609;792.166
31088;PO1;Stg Islamitische Scholen;2013;;255.410;;;102.070;;750.872;862.981;23.059;62.484;159.828;1.108.352;1.108.352;255.410;852.942
31088;PO1;Stg Islamitische Scholen;2014;;234.982;;;103.499;;748.814;874.216;23.365;57.221;132.493;1.087.295;1.087.295;234.982;852.313
31088;PO1;Stg Islamitische Scholen;2015;;207.345;;;80.761;;698.576;738.212;24.366;51.958;172.146;986.682;986.682;207.345;779.337
31089;PO1;Stg Montessorischool;2011;;148.916;;;45.982;;272.610;381.137;30.827;;55.545;467.508;467.509;148.916;318.592
31089;PO1;Stg Montessorischool;2012;;163.671;;;45.587;;199.211;312.500;23.134;;72.837;408.469;408.471;163.671;244.798
31089;PO1;Stg Montessorischool;2013;;143.503;;;41.097;;193.479;275.113;26.660;;76.308;378.079;378.081;143.503;234.576
31089;PO1;Stg Montessorischool;2014;;127.958;;;38.937;;80.681;172.083;25.656;;49.838;247.576;247.577;127.958;119.618
31089;PO1;Stg Montessorischool;2015;;115.339;;;34.971;;134.553;205.098;37.940;;41.824;284.863;284.862;115.339;169.524
31118;PO2;Stg Islam Sch Rijn en Gouwe;2011;;438.585;;;246.848;;807.293;740.464;118.955;;633.307;1.492.726;1.492.726;438.585;1.054.141
31118;PO2;Stg Islam Sch Rijn en Gouwe;2012;;434.746;;;275.722;;1.119.686;1.082.875;124.471;;622.810;1.830.154;1.830.156;434.746;1.395.408
31118;PO2;Stg Islam Sch Rijn en Gouwe;2013;;546.706;;;239.970;;1.875.632;1.832.477;122.352;;707.479;2.662.308;2.662.308;546.706;2.115.602
31118;PO2;Stg Islam Sch Rijn en Gouwe;2014;;744.344;;;235.422;;2.261.728;2.458.450;118.231;;664.813;3.241.494;3.241.494;744.344;2.497.150
31118;PO2;Stg Islam Sch Rijn en Gouwe;2015;;768.381;;;292.312;;2.575.170;2.887.763;160.058;;588.042;3.635.863;3.635.863;768.381;2.867.482
31162;PO1;Delftse Ver Mont Onderwi;2011;1.890;122.418;592;;86.313;;114.417;122.351;49.953;;153.327;325.630;325.631;124.900;200.730
31162;PO1;Delftse Ver Mont Onderwi;2012;1;115.760;592;;66.810;;164.906;209.676;30.939;;107.453;348.069;348.068;116.353;231.716
31162;PO1;Delftse Ver Mont Onderwi;2013;1;108.488;;;69.582;;315.279;314.758;37.669;;140.922;493.350;493.349;108.489;384.861
31162;PO1;Delftse Ver Mont Onderwi;2014;1;110.038;;;67.549;;308.203;334.340;57.208;;94.241;485.791;485.789;110.039;375.752
31162;PO1;Delftse Ver Mont Onderwi;2015;;108.828;;;73.305;;359.559;313.684;95.359;;132.649;541.692;541.692;108.828;432.864
31189;PO2;Ver Verstr KL en BSO;2011;;328.434;;;166.781;;442.219;276.502;388.218;;272.714;937.434;937.434;328.434;609.000
31189;PO2;Ver Verstr KL en BSO;2012;;304.376;;;173.537;;651.125;491.932;385.167;;251.938;1.129.038;1.129.037;304.376;824.662
31189;PO2;Ver Verstr KL en BSO;2013;;300.316;;;362.426;;990.976;1.081.912;304.839;;266.966;1.653.718;1.653.717;300.316;1.353.402
31189;PO2;Ver Verstr KL en BSO;2014;;380.249;;;280.807;;1.193.682;1.208.275;289.173;;357.290;1.854.738;1.854.738;380.249;1.474.489
31189;PO2;Ver Verstr KL en BSO;2015;;501.133;;;314.905;;1.129.437;1.308.175;264.894;;372.407;1.945.475;1.945.476;501.133;1.444.342
31204;PO1;Ver v Chr Nat Sch Ond;2011;;391.511;;;62.066;;370.755;598.971;120.854;;104.507;824.332;824.332;391.511;432.821
31204;PO1;Ver v Chr Nat Sch Ond;2012;;381.532;;;59.964;;333.180;554.218;130.244;;90.214;774.676;774.676;381.532;393.144
31204;PO1;Ver v Chr Nat Sch Ond;2013;;348.566;;;46.662;;429.154;578.645;140.122;;105.615;824.382;824.382;348.566;475.816
31204;PO1;Ver v Chr Nat Sch Ond;2014;;302.712;;;64.944;;457.341;596.401;127.100;;101.496;824.997;824.997;302.712;522.285
31204;PO1;Ver v Chr Nat Sch Ond;2015;;270.474;;;61.796;;492.863;594.364;139.645;;91.124;825.133;825.133;270.474;554.659
31227;PO1;BSO Duinoordschool;2011;;145.769;;;96.054;182.400;445.506;574.551;138.078;;157.100;869.729;869.729;145.769;723.960
31227;PO1;BSO Duinoordschool;2012;;162.149;;;78.130;250.498;485.445;674.267;151.731;;150.224;976.222;976.222;162.149;814.073
31227;PO1;BSO Duinoordschool;2013;;156.393;;;71.673;297.183;589.060;786.101;171.770;;156.438;1.114.309;1.114.309;156.393;957.916
31227;PO1;BSO Duinoordschool;2014;;155.186;;;132.841;320.596;550.605;827.502;176.503;;155.223;1.159.228;1.159.228;155.186;1.004.042
31227;PO1;BSO Duinoordschool;2015;;151.641;;;96.791;318.414;561.918;801.673;167.471;;159.620;1.128.764;1.128.764;151.641;977.123
31237;PO5;Stg Kath Ond Veluwe Vall;2011;;1.851.439;;;835.503;;2.445.501;2.599.578;313.582;133.182;2.086.101;5.132.443;5.132.443;1.851.439;3.281.004
31237;PO5;Stg Kath Ond Veluwe Vall;2012;;1.780.422;;;1.146.461;;1.235.102;2.356.152;295.709;125.400;1.384.724;4.161.985;4.161.985;1.780.422;2.381.563
31237;PO5;Stg Kath Ond Veluwe Vall;2013;;1.576.192;;;988.063;;2.517.423;3.226.082;348.956;69.322;1.437.318;5.081.678;5.081.678;1.576.192;3.505.486
31237;PO5;Stg Kath Ond Veluwe Vall;2014;;1.443.678;;;1.187.729;;2.692.540;3.427.361;377.572;;1.519.014;5.323.947;5.323.947;1.443.678;3.880.269
31237;PO5;Stg Kath Ond Veluwe Vall;2015;;1.310.300;;;1.058.617;;2.858.616;3.458.511;454.631;;1.314.391;5.227.533;5.227.533;1.310.300;3.917.233
31267;PO3;Stg Kath BO Goirle;2011;;549.277;;;299.187;;1.612.072;1.808.983;299.519;;352.034;2.460.536;2.460.536;549.277;1.911.259
31267;PO3;Stg Kath BO Goirle;2012;;467.809;;;241.990;;1.926.009;2.078.888;184.407;;372.513;2.635.808;2.635.808;467.809;2.167.999
31267;PO3;Stg Kath BO Goirle;2013;;411.714;;;241.596;;2.234.190;2.396.274;187.484;;303.742;2.887.500;2.887.500;411.714;2.475.786
31267;PO3;Stg Kath BO Goirle;2014;;369.167;;;308.493;;2.148.051;2.432.346;47.809;;345.556;2.825.711;2.825.711;369.167;2.456.544
31267;PO3;Stg Kath BO Goirle;2015;;416.319;;;304.152;;2.099.846;2.444.853;56.938;;318.526;2.820.317;2.820.317;416.319;2.403.998
31280;PO1;Ver Geref Onderwijs;2011;;468.707;;;75.783;;714.112;1.093.194;55.358;;110.051;1.258.602;1.258.603;468.707;789.895
31280;PO1;Ver Geref Onderwijs;2012;;437.656;;;75.758;;712.248;1.076.563;49.339;;99.759;1.225.662;1.225.661;437.656;788.006
31280;PO1;Ver Geref Onderwijs;2013;;420.672;;;80.922;;811.623;1.147.908;53.139;;112.170;1.313.217;1.313.217;420.672;892.545
31280;PO1;Ver Geref Onderwijs;2014;;463.151;26.151;;114.293;;748.890;1.147.376;70.995;;134.114;1.352.485;1.352.485;489.302;863.183
31280;PO1;Ver Geref Onderwijs;2015;;442.686;26.151;;109.151;;814.667;1.176.275;78.399;;137.981;1.392.655;1.392.655;468.837;923.818
31384;PO6;Stichting SKOzoK;2011;;3.386.541;5.433.565;;2.504.566;;867.835;6.551.255;2.358.210;;3.283.042;12.192.507;12.192.507;8.820.106;3.372.401
31384;PO6;Stichting SKOzoK;2012;;3.618.916;5.446.483;;2.136.896;;1.469.537;6.846.928;2.663.446;;3.161.458;12.671.832;12.671.832;9.065.399;3.606.433
31384;PO6;Stichting SKOzoK;2013;;3.508.386;2.784.858;;2.054.324;;6.391.743;8.607.715;2.551.648;;3.579.948;14.739.311;14.739.311;6.293.244;8.446.067
31384;PO6;Stichting SKOzoK;2014;;3.122.189;284.858;;3.117.392;;8.082.130;9.058.576;2.582.116;;2.965.877;14.606.569;14.606.569;3.407.047;11.199.522
31384;PO6;Stichting SKOzoK;2015;;2.963.289;284.858;;1.966.683;;11.209.580;9.848.408;2.887.772;;3.688.230;16.424.410;16.424.410;3.248.147;13.176.263
31552;PO1;Ver Gooische Sch Laren;2011;;136.653;;7.552;74.226;;452.087;433.821;10.744;18.207;207.746;670.518;670.518;136.653;533.865
31552;PO1;Ver Gooische Sch Laren;2012;;166.302;;7.552;138.528;;369.960;410.663;14.304;16.380;240.995;682.342;682.342;166.302;516.040
31552;PO1;Ver Gooische Sch Laren;2013;;174.657;;5.002;72.645;;404.002;420.235;14.897;14.500;206.674;656.306;656.306;174.657;481.649
31552;PO1;Ver Gooische Sch Laren;2014;;200.255;;5.002;96.875;;283.212;378.772;15.102;12.620;178.850;585.344;585.344;200.255;385.089
31552;PO1;Ver Gooische Sch Laren;2015;;187.173;;4.746;68.097;;392.999;373.971;41.216;10.740;227.088;653.015;653.015;187.173;465.842
31657;PO5;Stichting Penta;2011;;3.580.706;;;1.201.817;;887.357;2.978.213;247.720;400.000;2.043.948;5.669.880;5.669.881;3.580.706;2.089.174
31657;PO5;Stichting Penta;2012;;3.552.998;;;1.063.538;;1.093.755;3.102.423;244.148;400.000;1.963.720;5.710.291;5.710.291;3.552.998;2.157.293
31657;PO5;Stichting Penta;2013;;3.353.409;;;1.065.440;;2.154.705;3.992.586;310.693;400.000;1.870.275;6.573.554;6.573.554;3.353.409;3.220.145
31657;PO5;Stichting Penta;2014;;3.279.821;;;1.616.297;;1.575.006;4.172.303;331.026;400.000;1.567.795;6.471.124;6.471.124;3.279.821;3.191.303
31657;PO5;Stichting Penta;2015;;3.281.006;;;877.131;;2.093.879;4.114.189;254.420;;1.883.407;6.252.016;6.252.016;3.281.006;2.971.010
31890;PO1;Ver Geref Onderwijs;2011;;273.606;90.756;;60.518;;454.879;765.836;25.335;;88.588;879.759;879.759;364.362;515.397
31890;PO1;Ver Geref Onderwijs;2012;;271.947;90.756;;67.993;;450.691;771.240;33.267;;76.880;881.387;881.387;362.703;518.684
31890;PO1;Ver Geref Onderwijs;2013;;268.487;90.756;;56.536;;534.468;798.457;37.889;;113.901;950.247;950.247;359.243;591.004
31890;PO1;Ver Geref Onderwijs;2014;;284.012;65.756;;77.434;;580.099;826.369;50.547;;130.385;1.007.301;1.007.301;349.768;657.533
31890;PO1;Ver Geref Onderwijs;2015;;285.159;30.756;;59.460;;652.467;838.668;69.884;;119.290;1.027.842;1.027.842;315.915;711.927
31969;PO1;Stg Gem RK PC School;2011;;574.305;;;216.100;;302.642;670.506;161.615;;260.926;1.093.047;1.093.047;574.305;518.742
31969;PO1;Stg Gem RK PC School;2012;;557.901;;;179.799;;394.964;735.692;153.019;;243.953;1.132.664;1.132.664;557.901;574.763
31969;PO1;Stg Gem RK PC School;2013;;528.375;;;179.707;;521.323;862.978;140.369;;226.058;1.229.405;1.229.405;528.375;701.030
31969;PO1;Stg Gem RK PC School;2014;;513.493;;;200.454;;485.265;858.219;130.225;;210.767;1.199.212;1.199.211;513.493;685.719
31969;PO1;Stg Gem RK PC School;2015;;511.263;;;189.329;;560.152;890.071;135.555;;235.118;1.260.744;1.260.744;511.263;749.481
32060;PO4;SKO Het Groene Lint;2011;;1.260.536;955.183;;558.310;;810.968;2.405.022;480.901;;699.074;3.584.997;3.584.997;2.215.719;1.369.278
32060;PO4;SKO Het Groene Lint;2012;;1.185.755;971.734;;564.562;;1.127.429;2.565.521;507.812;;776.147;3.849.480;3.849.480;2.157.489;1.691.991
32060;PO4;SKO Het Groene Lint;2013;;1.237.897;1.025.401;;735.315;;1.377.812;2.878.598;549.165;;948.662;4.376.425;4.376.425;2.263.298;2.113.127
32060;PO4;SKO Het Groene Lint;2014;;1.236.126;1.077.910;;731.507;;1.045.576;2.698.702;533.974;;858.443;4.091.119;4.091.119;2.314.036;1.777.083
32060;PO4;SKO Het Groene Lint;2015;;1.406.286;963.282;;538.889;;979.941;2.297.295;330.839;;1.260.264;3.888.398;3.888.398;2.369.568;1.518.830
32072;PO1;Ver Stg Sch met de Bijbel;2011;;150.403;;;92.420;;481.141;538.053;65.662;;120.249;723.964;723.964;150.403;573.561
32072;PO1;Ver Stg Sch met de Bijbel;2012;;118.171;;;86.157;;573.275;609.894;61.096;;106.613;777.603;777.603;118.171;659.432
32072;PO1;Ver Stg Sch met de Bijbel;2013;;96.812;;;92.201;;754.133;745.202;61.697;;136.246;943.146;943.145;96.812;846.334
32072;PO1;Ver Stg Sch met de Bijbel;2014;;130.512;;;150.472;;767.958;870.185;62.083;;116.674;1.048.942;1.048.942;130.512;918.430
32072;PO1;Ver Stg Sch met de Bijbel;2015;;132.947;;;96.710;;942.921;972.772;60.772;;139.034;1.172.578;1.172.578;132.947;1.039.631
32073;PO5;C.O.G. Drenthe;2011;;2.259.796;474.712;;1.284.871;397.380;4.878.039;6.186.517;268.883;;2.839.398;9.294.798;9.294.798;2.734.508;6.560.290
32073;PO5;C.O.G. Drenthe;2012;;2.301.553;263.470;;1.013.763;252.750;5.274.054;6.712.874;274.909;;2.117.808;9.105.590;9.105.591;2.565.023;6.540.567
32073;PO5;C.O.G. Drenthe;2013;;2.187.032;176.000;;1.198.587;100.870;6.953.166;7.545.216;255.556;;2.814.883;10.615.655;10.615.655;2.363.032;8.252.623
32073;PO5;C.O.G. Drenthe;2014;;2.534.521;193.520;;1.441.893;;6.821.303;7.358.801;265.551;;3.366.885;10.991.237;10.991.237;2.728.041;8.263.196
32073;PO5;C.O.G. Drenthe;2015;;2.434.637;;;1.411.221;;7.928.640;7.093.480;1.082.350;;3.598.672;11.774.498;11.774.502;2.434.637;9.339.861
32099;PO3;Stg RK BAOsch V M H;2011;;1.257.990;;;648.093;;2.913.079;2.223.364;120.127;;2.475.671;4.819.162;4.819.162;1.257.990;3.561.172
32099;PO3;Stg RK BAOsch V M H;2012;;1.920.472;;;1.136.098;;804.508;2.102.721;129.485;;1.628.872;3.861.078;3.861.078;1.920.472;1.940.606
32099;PO3;Stg RK BAOsch V M H;2013;;1.832.216;;;983.681;;1.194.679;2.405.793;263.660;;1.341.123;4.010.576;4.010.576;1.832.216;2.178.360
32099;PO3;Stg RK BAOsch V M H;2014;;2.016.653;;;849.850;;1.210.483;2.507.877;307.052;200;1.261.857;4.076.986;4.076.986;2.016.653;2.060.333
32099;PO3;Stg RK BAOsch V M H;2015;;2.043.968;;;851.580;;1.705.468;2.903.947;393.028;200;1.303.841;4.601.016;4.601.016;2.043.968;2.557.048
32177;PO5;Stg Kath Ond Gem Uden;2011;;1.560.269;1.954.078;;1.220.869;;3.565.156;4.931.674;519.426;;2.849.272;8.300.372;8.300.372;3.514.347;4.786.025
32177;PO5;Stg Kath Ond Gem Uden;2012;;3.287.919;1.763.036;;1.480.322;;907.832;4.887.456;477.664;;2.073.989;7.439.109;7.439.109;5.050.955;2.388.154
32177;PO5;Stg Kath Ond Gem Uden;2013;;3.614.141;1.375.000;;1.590.973;;1.341.422;5.114.562;869.836;;1.937.138;7.921.536;7.921.536;4.989.141;2.932.395
32177;PO5;Stg Kath Ond Gem Uden;2014;;3.632.539;1.304.440;;1.411.906;;1.172.549;5.184.094;774.197;;1.563.143;7.521.434;7.521.434;4.936.979;2.584.455
32177;PO5;Stg Kath Ond Gem Uden;2015;;3.593.268;1.462.615;;1.666.685;;2.723.110;5.082.488;1.028.587;;3.334.603;9.445.678;9.445.678;5.055.883;4.389.795
32202;PO1;Ver Stg Insth Sch md B;2011;;555.043;151.515;;114.118;;913.565;1.518.976;97.455;;117.810;1.734.241;1.734.241;706.558;1.027.683
32202;PO1;Ver Stg Insth Sch md B;2012;;515.299;;;97.129;;1.136.263;1.528.555;112.593;;107.542;1.748.691;1.748.690;515.299;1.233.392
32202;PO1;Ver Stg Insth Sch md B;2013;;482.425;;;113.008;;1.271.028;1.587.116;133.078;;146.266;1.866.461;1.866.460;482.425;1.384.036
32202;PO1;Ver Stg Insth Sch md B;2014;;493.844;;;126.060;;1.197.783;1.551.802;149.811;;116.073;1.817.687;1.817.686;493.844;1.323.843
32202;PO1;Ver Stg Insth Sch md B;2015;;478.904;;;98.299;;1.304.119;1.519.444;241.441;;120.437;1.881.322;1.881.322;478.904;1.402.418
32203;PO1;Stg Kath Ond Ginneken;2011;;405.425;1.000.000;;262.710;;240.327;1.287.319;295.495;;325.648;1.908.462;1.908.462;1.405.425;503.037
32203;PO1;Stg Kath Ond Ginneken;2012;;460.577;1.000.000;;245.626;;120.223;1.193.092;312.341;;320.993;1.826.426;1.826.426;1.460.577;365.849
32203;PO1;Stg Kath Ond Ginneken;2013;;391.847;900.000;;241.942;;370.229;1.259.068;309.027;;335.923;1.904.018;1.904.018;1.291.847;612.171
32203;PO1;Stg Kath Ond Ginneken;2014;;602.836;;;361.361;;1.154.494;1.253.120;331.903;;533.668;2.118.691;2.118.691;602.836;1.515.855
32203;PO1;Stg Kath Ond Ginneken;2015;;642.457;;;228.261;;673.558;1.169.834;59.959;;314.483;1.544.276;1.544.276;642.457;901.819
32216;REC;Stichting Entrea;2011;;750.725;;;627.553;;1.295.341;1.626.499;134.533;;912.587;2.673.619;2.673.619;750.725;1.922.894
32216;REC;Stichting Entrea;2012;;1.347.875;;;654.220;;648.574;1.603.400;113.515;;933.754;2.650.669;2.650.669;1.347.875;1.302.794
